Aderet Eliyahu Text,Aderet Eliyah Ref
"<b>ברא</b> ב' קמצין וכל קמץ י""ו הם ל""ב. אלהים שבעה נקודין הם שבעים והם שלש ראשונו' חמשים ש""ב ול""ב נתיבות חכמה ו""ע של דעת ודו""ק:",
"<b>בראשית ברא אלהים</b> גי' אל""ף ר' לבד ה""ב של בראשית. וה""ב הוא ב' פתחים לעולמות הנ""ל ובכללן הן י""ג. ב' ר' א' נוטריקון אלף ר' ב' הנ""ל ""ב ""ר ""א נוטריקון ""ראשית ""ברא ""אלהים. בראשית אותיות ""ירא ""בשת כי ב' מיני יראה הן יראת הרוממות ויראת העונש והן נקראין יראת שמים ויראת הארץ כמ""ש (תהלי' פ""ה י""ב) אמת מארץ תצמח וצדק משמי' נשקף כי הארץ ל""ל מגרמא כלום. רק מקיימת ומשיבה מה שנותנין בתוכה והשמים נותנת מעצמ' וכנגדן ב' יראות הנ""ל הרוממות מעצמו עושה מאהבה. ויראת העונש עושה מסיב' והם נרמזין במלת בראשי' ירא בשת. הוא ירא' שמים וירא הוא יראת הארץ ובשביל ב' יראות הנ""ל ברא אלהים כו'. ב' משמש ד' דברים תוך כמו בעיר פי' בתוך העיר. עם כמו בחרב פי' עם חרב. קרוב כמו הנוגע בהר פי' קרוב להר. זמן כמו ביום. וה""ב של בראשית משמש בזמן. דגש של ב' מורה שתחלה עלה במחשבה לברוא את העולם במה""ד ונתבסס בעת מתן תורה בא' של אנכי שהוא מן הרפויין:",
"<b> רש""י אר""י לא הי' צריך להתחיל אלא מהחדש הזה לכם</b>. אין כוונת המדרש שלא להזכיר מעשה בראשית כי זה הוא עיקר יסוד אמונ' ישראל ורוב המצות זכרון למ""ב אלא שלא בא התור' להזכיר מעשה חם וכנען אלא משום כח מעשיו הגיד לעמו לתת להם נחלת גוים וק""ל. בליקוטי' ח""ג קנ""א ב' כתב וז""ל בראשית כו""י""ס כידוע. והארץ היתה תהו ר""ל אחורי' שבה וסוף המל' של בהו וחשך הן ג' קוים הידועי' של עשו וישמעאל ועמלק תהו. הן ב' קליפו' המקיפי' להו ויאמ' אלהי' יהי אור ד' הויו""ת יהי חב""ד. יהי אור ויהי אור חו""ג ויר""א הוא אויר והו' ת""ת והוא נשרש באוי' הקדמון ומשם הראי' עכ""ל ודו""ק:",
"<b>והארץ היתה תהו ובהו וחשך על פני תהו' ורוח אלהי' מרחפ' על פני המי'</b> כבר ביארנו שמלת והארץ בא קמוצ' בתחל' הפסוק להורו' על כללו' העול' השפ' ויסודות. היתה. מלת הית' ביאור' בעת הבריא' נתהוו חמשה חומרי' אלו. א' תהו. ב' בהו. ג' חשך. ד' רוח. ה'. מי' תהו הוא קו ירוק שמקיף כל העול' כולו שממנו יוצ' חשך לעול' ביאורו תהו עצמו נעל' שאין כח באד' להשיגו. והנגלה לנו הוא החשך היוצא ממנו. בהו. אלו אבנים המפולמות משוקעות בתהום שמהם יוצא מים לעולם. כי האבנים האלו המה נעלמי' מעין כל חי. והמים אשר נראה לנו הוא רק הלחלוחית של אבנים המפולמות. וחשך על פני תהום. דמיון האגוז. תהו הוא קליפתו הירוקה החצונה. בהו. הוא קליפתו הקשה כאבן כמ""ש אבנים מפולמות. וחשך הוא קליפה הדקה המקפת האוכל. ותהום הוא חללא דאגיזא. ולכן תהו ובהו הוא בטעם מפסיק כדי שלא לקרות תהו ובהו וחשך הכל על פני תהום והרמב""ן ז""ל כתב תהו הוא חומר ההיולי. בהו הוא הצורה. והחומר אין לו זמן שיהי' בלא צורה. וכן הצורה בלתי החומר אפס בעת הבריאה היו נפרדים ולא נתלכדו. ולפי דבריו סיפר הכתוב מה שהי' בעת הבריאה ולא בהמשך הזמן. אבל יתכן שנשארו קיים אף בהמשך זמנינו. ודע כי כל מורכב מחלקים פשוטים נשארו ונמצאו פשטיות שרשם למעלה והבן:","Aderet Eliyahu, Genesis 1:2:1"
"<b>ורוח אלהים.</b> הסכת ושמע כי כל הנמצאים למעלה מן הרקיע ואשר יגיע לנו מהם נקרבים ונסמכים למלת אלהים מפני שהם עשו דברו. בלתי פונים אל דבר מקביל רצונו. וכן ארון אלהים (ש""א ד') לפי שהיא דעת אלהים והמקיימים אותה עושים רצון אלהים. וכן ואדוני המלך כמלאך אלהים (ש""ב י""ט) כחכמת מלאך אלהים (שם י""ד) וכן אל שמעי' איש אלהים (מלכים א' י""ב) ויאמר אל איש האלהים (שם י""ג) הוא מונח על איש המיחד רעיוניו ומגמתו לעשות רצון אלהים וכן רוח אלהים. הוא הרוח השוכן למעלה מהרקיע אשר עלינו וזה אמרו רז""ל שנשמת ישראל חלק אלוה ממעל. ביאורו שהוא חלק מה. מרוח אלהים השוכן למעלה. מרחפת על פני המים. על פני מים העליונים אבל מרחפת דרשו רז""ל ואינו נוגע נוגע ביאורו שבין רוח אלהים למים עליוני' מפסיק עוד רוח ולכן הרוח אלהים הוא נוגע ואינו נוגע. והארץ כוללת מרקיע עד תהום. ומ""ש מרחפת על פני המים לא חלילה שהמים נבראת קודם אלא שסיפר והארץ היתה בהויתה נבראו כל אלו וכן מצינו קוץ ודרדר תצמיח לך ואכלת את עשב השדה ולא נזכר צמיח' אצל עשב השדה ונכללת בצמיחה של קוץ ודרדר וכן בריאת המים נכללת במלת היתה של והארץ היתה תהו וכו' וכן מ""ש בדבר ה' שמים נעשו הוא שמים שנברא ביום שני שנכלל אח""כ פרטי' בפסוק שני והארץ היתה וכו' לכן נא' נעשו ולא נבראו שיצאו מן הכלל אל הפרט בפועל והפרט הן ה' דברים ""תהו ""ובהו וחשך ""ורוח ""ומים וכן הי' בכח בשמים שלכן נאמר השמים הארץ והן ה' נגד ה' שחשב בס""י בסוד ה""ח וה""ג והן כגלדי בצלים כדורים זה ע""ג זה. תהו. הוא קליפה החצונה כמ""ש שמקיף את כל העולם. ואח""כ בהו ואח""כ חשך ועוד הם שלא נזכרו בפסוק זה והם עמודי הארץ שע""ג התהום וכן למטה מחשך רוח ורוח סערה כשארז""ל בחגיגה (י""ב ע""ב) ע""ש ולמעלה מן המים רוח והוא נקרא רוח אלהים שפועלת לרצונו נגד הטבע וכן כל הדברי' שהם למעל' מן הרקיע וכל צבא השמי' נקראו אלהי' וכן החצי מן מים העליוני' נקראו ג""כ אלהי' והנביאי' נתנבאו מזה הרוח שהוא רוה""ק כמ""ש בס""י נקראו איש אלהים. וכן ורוח ה' ישאך (מ""א י""ח י""ב) ולמטה מאותו רוח יש רוח אחר שלכן ארז""ל מרחפת נוגע ואינו נוגע ועל רוח התחתון אמר משיב הרוח ומורי' הגשם ודו""ק:","Aderet Eliyahu, Genesis 1:2:2"
"<b>ויאמר אלקי' יהי אור</b> בפר""א ארז""ל שמים מהיכן נבראו מאור לבושו של הקב""ה והרמב""ם ז""ל הרב' להשיב בה ידי שכלו ואחריו כל הפשטנים. איש לשכנו תדרשנו. אבל יתכן שלמד רז""ל שהאו' לא הית' בריאה מאין מפני שהשמי' והארץ נאמרו בהם בריא' המור' על עצם ואצל האור נאמר יהי שהוא לשון הויה דבר מדב'. לכן דרז""ל מאור לבושו והוא ג""כ בכלל הארץ וכן כל מה שבמ""ב וגם הרקיע שנברא ביום ב' והמאורות וכל מה שנזכר בששת ימי המעשה:",
"<b>ויהי אור</b> ארז""ל בחגיגה (דף י""ב ע""א) אור שברא הקב""ה ביום ראשון אדם צופה ומביט כו' עמד וגנזו מהם לצדיקים לעתיד לבא וכו' וכיון שראה אור שגנזו לצדיקים לע""ל מיד שמח שנאמר אור צדיקים ישמח זה המאמר הוא קשי ההתכה מנלן שגנז ומנלן ששמח כי ליכא מידי דרמיז באורייתא אמנם אם תשית לבך לדבריהם ז""ל כל מקום שנאמר ויהי אינו אלא לשון צער. והי' לשון שמחה והוא מיוסד על אדני השכל ותעלומות החכמה. מפני שמלת יהי מורה על העתיד ואות וי""ו מהפכו לעבר. ומלת הי' מורה על העבר ואות וא""ו מהפכו אל העתיד והנה יחייב השכל. שלא ידאג האדם ויעצב על דברים הנקנים כמו העושר אם לא נקנה לו מימיו וכן ההדיוט על ההתמנות המלוכה. אפס ידאב לבבו בהעדר קנינו. לכן כל מקום שנאמר ויהי הוא המורה שנתהפך עליו עולמו דברים הראוים לו להיות ונעדרו ממנו והם בגדר שעברו הוא לשון צער אבל והי' מורה על הקנינים שראוים להיות בגדר העבר ונעדרים ממנו אפס יהיו להפך ונעשו לו קניניו בגדר ההוה ועתיד להיו' לו הוא לשון שמחה. כי הוא השמח' ההחלטי כמשר""ל ביומא (דף ע""א) כי אורך ימים ושנות חיים וכי יש ימים שאינם של חיים אלא אלו שנותיו של אדם שמתהפכין מרעה לטובה. ואצל האור נאמר ויהי דרז""ל שנגנז אורו. ודקדקו ממה שנאמ' ויהי אור השני ולא אמר ויהי כן כי לא נשאר עוד מתכונתו עד לע""ל אור כו' צדיקי' ישמח ודוק. ",
"<b>וירא אלהי' את האור כי טוב.</b> ויבדל אלהי' בין האור ובין החשך וירא אלהים כי מאד נעלה מפעלי אלהי' ממעשה יצירתו והם בני אדם כי כל מלאכת חרש וחושב כאשר יצא לאור מעשהו ונגמר פעלו אז חרש חכם יבקש לו להשחית מעשהו אשר כבר עשהו לפאר וליפות המעשה. לא כן מחשבות של הקב""ה נפלאים מעשיו. כי אחרי אשר יבצע מעשהו אז הכינה וגם חקרה ולא מצא בה עול רק טוב. וטוב הוא ענין שתועלתו נגלה כי גם הרע נברא לתועלתו רק שאין תועלתו נגלה לו לכן לא נאמר בחשך כי טוב גם שתועלתו גדולה לנוח לעבדים וכמה דברים מ""מ אין תועלתו נגלה וכן ביום שני לא היתה תועלתו נגלה עד יום שלישי. ","Aderet Eliyahu, Genesis 1:4:1"
<b>ויבדל אלהים כו'</b> שהיו נצמדים כשני חצאי כדורים האור מלמעלה והחשך מלמט'. האור מן השלשה הכי נכבד ונבדל מן החשך. הא'. שלא יתערבו יחד. הב'. שזה ישמש ביום וזה בלילה. הג'. שיהא החשך נדחה ויזור לאחור מפני האור כשיפיק קרני הודו. ויעש הבדל שלא ידחה החשך ויבטל מכל רק שיהא נגלל האור מפני החשך וחשך מפני אור ולא כחכמי האומות שאומרי' שהחשך הוא העדר האור. אבל הוא בריאה רק שאין טובו נגלה לעין השמש לכן לא נאמר כי טוב אצל החשך:,
"<b>ויקרא אלהי' לאור יום ולחש' קרא ליל' ויהי ערב ויהי בקר יום א'</b> ערב הוא התחלת הלילה כמ""ש בנשף בערב יום. ורז""ל אמרו (ברכות דף ג' ע""ב) תרי נשפי הוו והוא בה""ש תחילת השקיעה ונטיית צללי ערב נקרא ג""כ ערב שנוטה למערב ומתחיל לשקוע והזמן שביניהם נקרא בין הערבים:","Aderet Eliyahu, Genesis 1:5:1"
"<b> ורז""ל אמרו מדת יום ומדת לילה יום יש לו ב' פנים בהבנתו</b>. א' היום עצמו ולא הלילה. ב' מעת לעת יום ולילה נקרא יום כמו ויהי ערב ויהי בקר יו' אחד מפני שיום ולילה הם בבחינת זו""נ. והזכר בפני עצמו נק' אדם ואיש ואשה נק' שניהם אדם. מפני שהנקיבה נכללת בזכר. וכן הירח המושל בלילה נכללת בחמה המושל ביום. מפני שמקבלת אורה מהשמש לכן אמר שמש ירח עמד (חבקוק ג') ולא אמר עמדו כמשפט לשון רבים אפס מפני שהירח נכללת בשמש. והנה בפסוק הראשון שבעה תיבות לעומת שבעת ימי הבנין. וחמשה פסוקים בפרשה הראשונה נגד חמשה חומשי תורה ויש נ""ב תיבות בפרשה זאת וב' היא תיבה בפני עצמה. לעומת נ""ג סדרו' בתורה. ב'. נגד פ' בראשית המתחלת בב' ונברא בב'. ראשית. לעומת פ' נח. שהי' ראשית לכל באי עולם אחר המבול. והוא אבינו הראשון וכלם נקראי' בני נח. ברא נגד לך שמדבר מעניני אברה'. בהבראם באברהם אלהים מרמז למד""ה פחד יצחק. והוא האמו' בפ' וירא מעניני יצחק מתולדתו ועקדה. את. רז""ל דרשו בזה""ק ויזכו' אלהי' את בריתו את אברה' את יצחק ואת יעקב. שלשה פעמים מרמז על אמהות הטפל לאבות:",
"<b> את אברהם מרבה שרה</b>. את יצחק מרבה רבקה. ואת יעקב מרבה רחל ולאה מפני שבו ב' רבוים את ואות וי""ו. לכן מרמז את הראשון לפ' חיי שרה. השמים מרמז למדת יעקב האמור בה תולדות יעקב ומאורעיו. ואת מרמז לרחל ולא' כאמו' נגד פ' ויצא האמור בה מעניני'. הארץ נגד פ' וישלח. האמור בה ויבא יעק' לוזה אשר בארץ כנען וכו' וירש את הארץ:",
"<b>ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים. </b>יהי רקיע ע""ז ארז""ל שמים אש ומים והוא שמים השני שבו נקבעו שמש וירח כוכבים ומזלות והוא נברא ביום שני והשמים שנברא ביום ראשון נקראו שמי שמים כמ""ש לעיל. בתוך המים העליונים:","Aderet Eliyahu, Genesis 1:6:1"
"<b> הרקיע הוא חצי כדור עם מים התחתונים</b>. ויהי מבדיל בין מים למים בין מים העליוני'. הוא חצי כדור העליון. למים הוא חצי כדור ממים התחתונים וההבדל הוא בעצמו מה שארז""ל ככסא דסחיפי הדדי. כזה % פרקיע הוא הנקרא פרגוד מפני שבו נכלל רקיע הנק' וילון והוא נגלל כפרכת. וזהו משר""זל שמעתי מאחורי הפרגוד. הם השוכנים באויר תחת הכוכבים סרים למשמעתם וארז""ל מה שנברא מאש ומי' הוא הרקיע שנברא ביום ב' והוא נעשה מאש שעליו וממים שתחתיו והפליסופים לא ידעו מאלו מים העליוני' שהוא למעלה משכלם. והנמשכין אחריהם הקשו הלא סדר של ד' יסודות הוא הן מאר""ע והחוש מעיד שהן ארמ""ע וכבר ביארתי בס""י. והרקיע הוא כחצי כדור נקובה בתוך מים עליונים כמ""ש בברייתא דשמואל ומגיע עד מים התחתונים שהוא ים אוקיינוס כמ""ש יקוו המים אל מקום א' שהוא אוקיינוס. והגלגלים הולכין ברקיע עד שמגיעין בים אוקיינוס ואז הולכין בים וכן אמרו בפר""א שבלילה השמש הולכת בים אוקיינוס והרקיע הזה אינו הולך רק במים העליונים. והמים שעליו הולכין עד מים התחתונים ושם מתחברין יחד וזהו ויהי מבדיל בין מים למי' וארז""ל כתרי כסי דסחיפי אהדדי כשני חצאי כדו' ומעט אויר מפסיק ביניה' וזהו שאמרו שמים העליונים תלוין במאמרו של הקב""ה:",
"<b>ויעש אלהי' את הרקיע.</b> מפני שכל הנמצאות יש להן חומר הוא בנין הגוף. וצורה היא נפש הרוחני וכן הרקיע. מ""ש יהי רקיע נעשה נפש הרקי' כרוחני. ומ""ש ויעשאת הרקיע הוא חומר הרקיע גוף הדק וכן מ""ש ויהי מבדיל הוא הבדל הרוחני ומ""ש ויבדל נעשה הבדל גופני דקה בין המים אשר מעל לרקיע. הם מים העליונים השוכנים על הרקיע אשר תבניתו חצי הכדור וכלים והולכים עם החצי הכדור ובין המים אשר מתחת לרקיע הם מים התחתונים חצי כדור השנית המקביל למים עליונים ויש ביניהם אויר מפסיק מעט. וז""ש המים העליונים תלוין באויר שאינן נסמכים על חצי כדור התחתונה המקבילו. ויהי כן. בא מאמרו אחר מאמר ויעש. לא כן בשאר ימי המעשה להורות שההבדל הגופני נשאר קיים לעולמי' לא על תנאי ונס זמנו כמו בבקיעת ים סוף והרקיע וההבדל הם שני דברים ויעש הוא תיקון חומר הרקיע ויבד' הוא ההבד' הנ""ל. ויהי כן שנשארים תלוי' כדר' רז""ל. ","Aderet Eliyahu, Genesis 1:7:1"
"<b>ויקרא אלהים לרקיע שמים.</b> ויקרא גם לרקיע הזה שמים כנ""ל ויקרא רקיע השמים וז""ש בורא שמים הוא שמי השמים ונוטיהם הוא רקיע השמים ונגנז האור ע""י הרקיע הזה והוצרך למאורות להאיר על הארץ. ולכן נקרא שמים העליוני' שמי השמים שהם רחוקים עוד מהשמים כאשר ביארנו לעיל במלת שמים. והשמים העליונים הנקר' שמי השמים הוא הנברא ביום הראשון. והרקיע השני הנקר' שמי' הוא נברא מאש וממים. ובזה נסתל' הכרחת רש""י ז""ל בפסוק הראשון ורז""ל אמרו (פסחים צ""ד ב') ת""ר חממי ישראל אומרים גלגל קבוע ומזלות חוזרין וחכמי א""ה אומרים גלגל חוזר ומזלות קבועין א""ר תשובה לדבריהם מעולם לא מצינו כו'. זה המאמר יפלא מאד בעיני העם האיך אמרו חכמי ישראל דבר המנגד החוש אם הגלגלים קבועים מעולם הי' השמש והירח מהלכם שוה. אבל יבנה ויתכונן דברי חכמים ז""ל בהקדמת ביאור רקיע הוא המורה על חומר כלול ש""ץ רקיעים ושבעה גלגלים הקבועים בו שצ""ם חנכ""ל. ולחכמי א""ה לא נגלה זאת תעלומות החכמה לכן אומרים גלגל חוזר ומזלות קבועים כפי ראות המוחש שהמהלך גלגלים אינם שוים. אבל חכמי ישראל אומרי' שגלגל קבוע כונתם על גלגל הרקיע שבו קבועים גלגלי הכוכבים ומזלות חוזרים כונתם על הגלגלים שבו המזלות קבועים:","Aderet Eliyahu, Genesis 1:8:1"
