Index Title,Shevuot
Shevuot 41b:14,"Einst sagte jemand zu seinem Nächsten: Gib mir die hundert Zuz, die ich von dir zu erhalten habe. Dieser erwiderte: Habe ich sie dir etwa nicht vor jenem und jenem zurückgezahlt!? Hierauf kamen jene und bekundeten, daß dies nicht wahr<sup>89</sup><i class=""footnote"">Der Schuldner aber behauptete, er habe auf jeden Fall bezahlt.</i>sei. R. Šešeth wollte entscheiden, dieser sei als Lügner überführt, da sprach Raba zu ihm: Was einem nicht obliegt, merkt er sich nicht<sup>90</sup><i class=""footnote"">Der Gläubiger verlangte nicht, daß er ihm vor Zeugen bezahle, somit kann er sich in dieser Hinsicht geirrt haben.</i>."
Shevuot 41b:15,"Einst sagte jemand zu seinem Nächsten: Gib mir die sechshundert Zuz, die ich von dir zu erhalten habe. Dieser erwiderte: Habe ich dir etwa nicht dafür hundert Kab Galläpfel gezahlt, die sechs [Zuz im Preis] standen!?"
Shevuot 42a:1,"Jener entgegnete: Nein, sie standen nur vier. Darauf kamen zwei Zeugen und bekundeten, daß sie nur vier standen<sup>89</sup><i class=""footnote"">Der Schuldner aber behauptete, er habe auf jeden Fall bezahlt.</i>. Da entschied Raba: Dieser ist als Lügner überführt. Rami b. Ḥama sprach zu ihm: Du selbst sagtest ja, was einem nicht obliegt, merke man sich nicht!? Raba erwiderte: Die Festsetzung des Preises merken sich die Leute."
Shevuot 42a:2,"Einst sagte jemand zu seinem Nächsten: Gib mir die hundert Zuz, die ich von dir zu erhalten habe, und hier ist der Schuldschein. Dieser erwiderte: Ich habe sie dir bereits zurückgezahlt. Jener entgegnete: Das war eine andere [Angelegenheit]. Da sprach R. Naḥman: Der Schuldschein ist suspekt<sup>91</sup><i class=""footnote"">Da er zugibt, eine Zahlung erhalten zu haben.</i>."
Shevuot 42a:3,"R. Papa aber sagte: Der Schuldschein ist nicht suspekt. – Womit ist es nach R. Papa hierbei anders als in folgendem Falle. Einst sagte jemand zu seinem Nächsten: Gib mir die hundert Zuz, die ich von dir zu erhalten habe, und hier ist der Schuldschein. Dieser erwiderte: Du hattest es mir ja zum [Ankauf von] Ochsen gegeben, und hierauf kamst du, setztest dich auf die Fleischbank und erhieltest dein Geld zurück. Jener entgegnete: Das war eine andere [Angelegenheit]. Und hierzu sagte R. Papa, der Schuldschein sei suspekt!? –"
Shevuot 42a:4,"Da sagte er ihm: du hattest sie mir zum [Ankauf von] Ochsen gegeben, und vom [Verkaufe der] Ochsen<sup>92</sup><i class=""footnote"">Es handelt sich also um denselben Betrag.</i>zurückerhalten, somit ist der Schuldschein suspekt, in jenem Falle aber kann es wirklich eine andere [Angelegenheit] sein. –"
Shevuot 42a:5,"Wie bleibt es nun damit? R. Papa sagte, der Schuldschein sei nicht suspekt und R. Šešeth, Sohn des R. Idi, sagte, der Schuldschein sei suspekt. Die Halakha ist: der Schuldschein ist suspekt."
Shevuot 42a:6,"Dies jedoch nur, wenn er ihm vor Zeugen zurückgezahlt hat, und dieser den Schuldschein zu verlangen vergessen hat, wenn er ihm aber unter sich zurückgezahlt hat, so ist dieser zu sagen glaubhaft, es sei eine andere [Angelegenheit] gewesen, da er sagen könnte, er wisse überhaupt von nichts. Dies nach Abimi, dem Sohne R. Abahus<sup>93</sup><i class=""footnote"">Der in einer solchen Sache eine Entscheidung nach dieser Ansicht traf; cf. Ket. Fol. 85a.</i>."
Shevuot 42a:7,"Einst sagte jemand zu seinem Nächsten: Ich werde dir stets glauben, wenn du mir sagen solltest, daß ich dir nicht zurückgezahlt habe. Hierauf zahlte er ihm vor Zeugen zurück. Abajje und Raba sagten beide: Er glaubte ihm ja. R. Papa wandte dagegen ein: Allerdings glaubte er ihm mehr als sich selbst, jedoch nicht mehr als den Zeugen."
Shevuot 42a:8,"Einst sagte jemand zu seinem Nächsten: Ich werde dir stets wie zwei [Zeugen] glauben, wenn du mir sagen solltest, daß ich dir nicht zurückgezahlt habe. Darauf zahlte er ihm vor drei zurück. Da sprach R. Papa: Wie zwei glaubte er ihm, wie drei aber glaubte er ihm nicht."
Shevuot 42a:9,"R. Hona, Sohn des R. Jehošua͑, entgegnete R. Papa: Nur bei einer Schätzung<sup>94</sup><i class=""footnote"">Cf. Az. Fol. 72a.</i>sagten die Rabbanan, daß man sich nach der Mehrheit der Personen richte, denn je mehr sie sind, um so klarer ist die Sache, bei der Zeugenaussage aber sind hundert wie zwei und zwei wie hundert."
Shevuot 42a:10,"Eine andere Lesart: Einst sagte jemand zu seinem Nächsten: Ich werde dir stets wie zwei [Zeugen] glauben, wenn du mir sagen solltest, daß ich dir nicht zurückgezahlt habe. Hierauf zahlte er ihm vor drei zurück. Da sprach R. Papa: Wie zwei glaubte er ihm, wie drei glaubte er ihm aber nicht."
Shevuot 42a:11,"R. Hona, Sohn des R. Jehošua͑, wandte gegen ihn ein: Zwei sind ja wie hundert und hundert wie zwei!? Wenn aber er zu ihm wie drei gesagt hat, und dieser vor vier zurückgezahlt hat, so wird, da er auf die Zahl der Personen geachtet<sup>95</sup><i class=""footnote"">Als Zeugen sind auch 2 ausreichend, wenn er aber 3 sagte, so bekundete er damit, daß es ihm auf die Anzahl der Personen ankomme.</i>hat, darauf geachtet."
Shevuot 42a:12,"M<small>AN SCHWÖRT NICHT WEGEN DER</small> F<small>ORDERUNG EINES</small> T<small>AUBEN</small>, B<small>LÖDEN ODER</small> M<small>INDERJÄHRIGEN, AUCH BESCHWÖRT MAN KEINEN</small> M<small>INDERJÄHRIGEN</small>. Aus welchem Grunde? – Die Schrift sagt:<sup>96</sup><i class=""footnote"">Ex. 22,6.</i><i>wenn jemand seinem Nächsten Geld oder Geräte zum Verwahren gibt</i>, und das Geben eines Minderjährigen ist nichtig."
Shevuot 42a:13,"W<small>OHL ABER SCHWÖRT MAN EINEM</small> M<small>INDERJÄHRIGEN UND DEM</small> H<small>EILIGTUME</small>. Du sagtest ja im Anfangsatze, daß man wegen der Forderung eines Blöden oder Minderjährigen nicht schwöre!?"
Shevuot 42a:14,"Rabh erwiderte: Wenn er sich auf die Forderung seines Vaters beruft, und zwar nach R. Elie͑zer b. Ja͑qob, denn es wird gelehrt: R. Elie͑zer b. Ja͑qob sagte: Zuweilen kann es vorkommen, daß jemand wegen seiner eigenen Aussage schwören muß, und zwar: wenn jemand zu einem sagt: dein Vater hatte bei mir eine Mine und er verzehrte bei mir die Hälfte, so muß er schwören; er muß also wegen seiner eigenen Aussage schwören. Die Weisen aber sagen, er gelte als Ablieferer eines Fundes, und ist frei<sup>97</sup><i class=""footnote"">Von einem Schwure über die bezahlte Hälfte.</i>. –"
Shevuot 42a:15,"Ist denn R. Elie͑zer b. Ja͑qob nicht der Ansicht, der Ablieferer eines Fundes sei frei!? Rabh erwiderte: Wenn ein Minderjähriger<sup>98</sup><i class=""footnote"">Der Sohn des Verstorbenen.</i>ihn gemalmt hat. –"
Shevuot 42a:16,"‘Ein Minderjähriger’, du sagtest ja, man schwöre nicht wegen der Forderung eines Tauben, Blöden oder Minderjährigen!? – Tatsächlich, wenn ein Erwachsener, nur deshalb nennt er ihn einen Minderjährigen, weil er in den Angelegenheiten seines Vaters einem Minderjährigen gleicht<sup>99</sup><i class=""footnote"">Weil er diese nicht so genau kennt.</i>.–Wieso heißt dies demnach eigene Aussage, hier handelt es sich ja um die Forderung eines anderen!? –"
Shevuot 42a:17,Die Forderung eines anderen und das eigene Eingeständnis. – In allen anderen Fällen
Shevuot 42b:1,handelt es sich ja ebenfalls um die Forderung eines anderen und das eigene Eingeständnis!? –
Shevuot 42b:2,"Vielmehr, sie streiten über die Lehre Rabbas, denn Rabba sagte: Die Tora sagte deshalb, wer einen Teil der Forderung eingesteht, muß schwören, weil es feststehend ist, daß niemand sich seinem Gläubiger gegenüber erkühne;"
Shevuot 42b:3,"er möchte daher die ganze Schuld ableugnen, tut dies aber deshalb nicht, weil er sich seinem Gläubiger gegenüber nicht erkühnt, daher möchte er sie vollständig eingestehen, tut dies aber deshalb nicht, weil er sich ihm entziehen will, indem er denkt: sobald ich Geld habe, bezahle ich sie ihm. Der Allbarmherzige sagte daher, daß man ihm einen Eid zuschiebe, damit er die ganze [Schuld] eingestehe."
Shevuot 42b:4,"R. Elie͑zer b. Ja͑qob ist der Ansicht, er erkühne sich weder gegen ihn selbst noch gegen seinen Sohn, daher gilt er nicht als Ablieferer eines Fundes; die Rabbanan aber sind der Ansicht, nur gegen ihn selbst erkühne er sich nicht, wohl aber gegen seinen Sohn, und da er sich nicht erkühnt hat, gilt es als Ablieferer eines Fundes. –"
Shevuot 42b:5,"Wieso kannst du [die Mišna ] R. Elie͑zer b. Ja͑qob addizieren, sie lehrt ja im Anfangsatze: [Wenn jemand zu einem sagte:] du hast von meinem Vater eine Mine [und dieser ihm erwidert:] ich habe von ihm nur fünfzig Denar, so ist er frei, weil er als Ablieferer eines Fundes gilt!? – Jenes, wenn [der Sohn] sagt, er wisse es bestimmt, dieses, wenn er nicht sagt, er wisse es<sup>100</sup><i class=""footnote"">In diesem Falle ist es ebenso, als würde er einen Fund abliefern.</i>bestimmt."
Shevuot 42b:6,"Semuél erklärte: Wegen eines Minderjährigen: um eine Forderung vom Vermögen eines Minder- jährigen einzufordern, wegen des Heiligtums: um eine Forderung vom Vermögen des Heiligtums einzufordern. –"
Shevuot 42b:7,Von der Einforderung einer Schuld aus dem Vermögen eines Minderjährigen haben wir ja bereits gelernt: man kann eine Forderung vom Vermögen der Waisen nur durch einen Eid einfordern; wozu braucht dies nun zweimal gelehrt zu werden!? –
Shevuot 42b:8,"Er lehrt uns, daß man nach Abajje dem Älteren verfahre, denn Abajje der Ältere lehrte, unter ‘Waisen’, von denen sie sprechen, seien Erwachsene zu verstehen, und selbstverständlich Minderjährige, einerlei ob hinsichtlich des Eides<sup>101</sup><i class=""footnote"">Der Gläubiger kann seine Forderung nur durch Eidesleistung erhalten.</i>oder hinsichtlich des Schlechtesten<sup>102</sup><i class=""footnote"">Wenn eine Schuld von ihren Feldern eingezogen werden soll, so dürfen ihnen nur die schlechtesten genommen werden.</i>. –"
Shevuot 42b:9,"Von der Einforderung einer Schuld vom Vermögen des Heiligtums haben wir ja bereits gelernt: von belasteten Gütern kann eine Schuld nur gegen Eid eingezogen werden, und es ist ja einerlei, ob es einem Gemeinen belastet oder Gott belastet ist!? –"
Shevuot 42b:10,"Dies ist nötig; man könnte glauben, dies gelte nur von einem Gemeinen, weil man gegen einen Gemeinen eine fraudulöse Verabredung<sup>103</sup><i class=""footnote"">Der Schuldner könnte einen fingierten Gläubiger das Grundstück abnehmen lassen, um es gegen den wirklichen zu schützen.</i>treffen kann, nicht aber vom Heiligtum, weil man gegen das Heiligtum keine fraudulöse Verabredung trifft, so lehrt er uns. –"
Shevuot 42b:11,"R. Hona sagte ja aber, wenn ein Sterbender sein ganzes Vermögen dem Heiligtum geweiht hat, und sagt, jener habe bei ihm eine Mine, er glaubhaft sei, weil es feststeht, daß niemand gegen das Heiligtum eine fraudulöse Verabredung treffe!? – Ich will dir sagen, dies nur bei einem Sterbenden, weil niemand sündigt, wenn er nichts davon hat, bei einem Gesunden aber ist es wohl zu berücksichtigen."
Shevuot 42b:12,"<sup>v</sup> <b>U</b><small>EBER FOLGENDE</small> D<small>INGE SCHWÖRT MAN NICHT</small>: S<small>KLAVEN</small>, S<small>CHULDSCHEINE</small>, G<small>RUNDSTÜCKE UND</small> H<small>EILIGES</small>. B<small>EI DIESEN GIBT ES NICHT DIE</small> Z<small>AHLUNG DES</small> D<small>OPPELTEN UND</small> V<small>IER- UND</small> F<small>ÜNFFACHEN</small>. W<small>EGEN DIESES BRAUCHT DER UNENTGELTLICHE</small> H<small>ÜTER NICHT ZU SCHWÖREN, NOCH DER</small> L<small>OHNHÜTER ZU BEZAHLEN</small>."
Shevuot 42b:13,"R. Š<small>IMO͑N SAGTE</small>: Ü<small>BER</small> H<small>EILIGES, FÜR DAS MAN HAFTBAR</small><sup>104</sup><i class=""footnote"">Wenn jemand ein Opfer gelobt.</i><small>IST, MUSS MAN SCHWÖREN, UND FÜR DAS MAN NICHT HAFTBAR</small><sup>105</sup><i class=""footnote"">Wenn jemand ein von ihnen bezeichnetes Tier als Opfer spendet.</i><small>IST, BRAUCHT MAN NICHT ZU SCHWÖREN</small>."
Shevuot 42b:14,"<sup>vi</sup> R. M<small>EÍR SAGTE</small>: E<small>S GIBT</small> D<small>INGE, DIE</small> G<small>RUNDSTÜCKEN GLEICHEN, UND DIESEN DOCH NICHT GLEICH SIND</small>. D<small>IE</small> W<small>EISEN ABER PFLICHTEN IHM NICHT BEI</small>. Z<small>UM</small> B<small>EISPIEL</small>: [<small>WENN JEMAND ZU EINEM SAGT</small>:] <small>ICH HABE DIR ZEHN BELADENE</small> W<small>EINSTQCKE ÜBERGEBEN, UND DIESER IHM ERWIDERT: ES WAREN NUR FÜNF, SO MUSS ER, WIE</small> R. M<small>EÍR SAGT, SCHWÖREN, UND DIE</small> W<small>EISEN SAGEN, WAS AM</small> B<small>ODEN HAFTET, GLEICHE DEM</small> B<small>ODEN</small>."
Shevuot 42b:15,"M<small>AN SCHWÖRT NUR ÜBER DAS, WAS NACH</small> M<small>ASS</small>, G<small>EWICHT ODER</small> Z<small>AHL</small> [<small>ÜBERGEBEN WIRD</small>]; <small>ZUM</small> B<small>EISPIEL</small>: [<small>WENN JEMAND ZU EINEM SAGT</small>:] <small>ICH HABE DIR EINEN VOLLEN</small> S<small>PEICHER, ODER: EINEN VOLLEN</small> B<small>EUTEL ÜBERGEBEN, UND DIESER IHM ERWIDERT: ICH WEISS ES NICHT, NIMM DAS, WAS DU DARIN GELASSEN HAST, SO IST ER FREI; WENN ABER DER EINE SAGT: BIS ZUM</small> V<small>ORSPRUNG, UND DER ANDERE SAGT: BIS ZUM</small> F<small>ENSTER, SO IST ER SCHULDIG</small>."
Shevuot 42b:16,"GEMARA. Woher dies von der Zahlung des Doppelten!? – Die Rabbanan lehrten:<sup>106</sup><i class=""footnote"">Ex. 22,8.</i><i>Bei jedem Eigentumsvergehen</i>, generell; <i>ein Ochs, ein Esel, ein Schaf oder ein Gewand</i>, speziell; <i>und alles, was abhanden kommt</i>, wiederum generell."
Shevuot 42b:17,"Dies ist also eine Generalisierung, Spezialisierung und Generalisierung, wobei man sich nach dem Speziellen zu richten hat: wie das Speziellgenannte beweglich und selbst Geld ist, ebenso auch alles andere, was beweglich und selbst Geld ist;"
Shevuot 42b:18,"ausgenommen sind Grundstücke, die nicht beweglich sind, ausgenommen sind Sklaven, die Grundstücken gleichen, und ausgenommen sind Schuldscheine, die, obgleich beweglich, nicht selbst Geld sind. Heiliges, denn es heißt:<sup>107</sup><i class=""footnote"">Ib. V. 7.</i><i>seines Nächsten</i>."
Shevuot 42b:19,"D<small>IE</small> Z<small>AHLUNG DES</small> D<small>OPPELTEN UND</small> V<small>IER- ODER</small> F<small>ÜNFFACHEN</small>. Aus welchem Grunde? – Der Allbarmherzige sagt: Vier- oder Fünffaches, nicht aber Drei- oder Vierfaches<sup>108</sup><i class=""footnote"">Da wegen dieser das Doppelte nicht zu zahlen ist.</i>."
Shevuot 42b:20,B<small>RAUCHT DER UNENTGELTLICHE</small> H<small>ÜTER NICHT ZU SCHWÖREN</small>. Woher dies? – Die Rabbanan lehrten:
Shevuot 43a:1,"<sup>96</sup><i class=""footnote"">Ex. 22,6.</i><i>Wenn jemand seinem Nächsten gibt</i>, generell; <i>Geld oder Geräte</i>, speziell; <i>zum Verwahren</i>, wiederum generell. Dies ist also eine Generalisierung, Spezialisierung und Generalisierung, wobei man sich nur nach dem Speziellen zu richten hat: wie das Speziellgenannte beweglich und selbst Geld ist, ebenso auch alles andere, was beweglich und selbst Geld ist;"
Shevuot 43a:2,"ausgenommen sind Grundstücke, die nicht beweglich sind, ausgenommen sind Sklaven, die Grundstücken gleichen, und ausgenommen sind Schuldscheine, die obgleich beweglich, nicht selbst Geld sind. Heiliges, denn es heißt: <i>seines Nächsten</i>."
Shevuot 43a:3,"N<small>OCH DER</small> L<small>OHNHÜTER ZU BEZAHLEN</small>. Woher dies? – Die Rabbanan lehrten:<sup>109</sup><i class=""footnote"">Ib. V. 9.</i><i>Wenn jemand seinem Nächsten gibt</i>, generell; <i>einen Esel, einen Ochsen, oder ein Schaf</i>, speziell; <i>oder sonst ein Vieh zum Hüten</i>, wiederum generell. Dies ist also eine Generalisierung, Spezialisierung und Generalisierung &amp;c. bis: Heiliges, denn es heißt: <i>seines Nächsten</i>."
Shevuot 43a:4,"R. M<small>EÍR SAGTE:</small> E<small>S GIBT</small> D<small>INGE, DIE</small> G<small>RUNDSTÜCKEN GLEICHEN, UND DIESEN DOCH NICHT GLEICH SIND</small> &amp;<small>C</small>. Somit ist R. Meír der Ansicht, was am Boden haftet, gleiche nicht dem Boden selbst; weshalb streiten sie demnach über beladene [Weinstöcke], sie sollten doch über leere streiten!?"
Shevuot 43a:5,"R. Jose b. R. Ḥanina erwiderte: Sie streiten hier über Trauben, die zum Ablesen reif sind; R. Meír ist der Ansicht, sie gelten als abgelesen, und die Rabbanan sind der Ansicht, sie gelten nicht als abgelesen."
Shevuot 43a:6,"M<small>AN SCHWÖRT NUR ÜBER DAS, WAS NACH</small> M<small>ASS</small>, G<small>EWICHT</small> &amp;<small>C</small>. Abajje sagte: Sie lehrten dies nur von dem Falle, wenn er zu ihm gesagt hat: einen Speicher, ohne nähere Angabe, wenn er aber zu ihm gesagt hat: diesen vollen Speicher, so ist seine Angabe präzisiert<sup>110</sup><i class=""footnote"">Ist er bei der Rücklieferung nicht voll, so ist dies sofort zu merken.</i>."
Shevuot 43a:7,"Raba sprach zu ihm: Weshalb lehrt er demnach im Schlußsatze, daß, wenn der eine sagt: bis zum Vorsprung, und der andere sagt: bis zum Fenster, er schuldig sei, er sollte doch einen Unterschied beim selben Falle lehren: dies nur dann, wenn er ‘einen (vollen) Speicher’ [gesagt hat], wenn er aber ‘diesen vollen Speicher’ [gesagt hat], so ist er schuldig!?"
Shevuot 43a:8,"Vielmehr, erklärte Raba, ist er nur dann schuldig, wenn jener von ihm etwas nach Maß, Gewicht oder Zahl fordert, und dieser ihm etwas nach Maß, Gewicht oder Zahl eingestellt."
Shevuot 43a:9,"Übereinstimmend mit Raba wird auch gelehrt: [Wenn jemand zu einem sagt:] ich habe hei dir ein Kor Getreide, und dieser ihm erwidert: du hast nichts bei mir, so ist er frei. [Wenn jemand zu einem sagt:] ich habe bei dir eine große Leuchte, [und dieser ihm erwidert:] du hast bei mir nur eine kleine Leuchte, so ist er frei. [Wenn jemand zu einem sagt:] ich habe bei dir einen großen Gürtel, [und dieser ihm erwidert:] du hast bei mir nur einen kleinen Gürtel, so ist er frei."
Shevuot 43a:10,"Wenn jemand aber zu einem sagt: ich habe bei dir ein Kor Getreide, und dieser ihm erwidert: du hast bei mir nur ein Letekh, so ist er schuldig. [Oder wenn jemand zu einem sagt:] ich habe bei dir eine Leuchte von zehn Litra, [und dieser erwidert:] du hast bei mir nur eine von fünf Litra, so ist er schuldig."
Shevuot 43a:11,"Die Regel hierbei ist: er ist nur dann schuldig, wenn jener von ihm etwas nach Maß, Gewicht oder Zahl fordert, und dieser ihm etwas nach Maß, Gewicht oder Zahl eingesteht."
Shevuot 43a:12,"Diese Regel schließt wahrscheinlich den Fall ein, wenn er zu ihm ‘diesen [vollen] Speicher’ sagt. –"
Shevuot 43a:13,"Der Fall von der großen und der kleinen Leuchte ist ja insofern anders, als dieser nicht das eingesteht, was jener fordert, und jener nicht das fordert, was dieser eingesteht, aber auch bei einer von zehn und fünf [Litra] gesteht ja dieser das nicht ein, was jener fordert, und fordert jener das nicht, was dieser eingesteht!?"
Shevuot 43a:14,"R. Šemuél b. R. Jiçḥaq erwiderte: Hier handelt es sieh um eine Leuchte aus einzelnen Gliedern, wenn er ihm einen Teil von dieser selbst eingesteht. –"
Shevuot 43a:15,"Demnach sollte er diesen Fall auch von einem Gürtel lehren, wenn er aus zusammengehefteten Teilen besteht!? Du mußt also sagen, er spreche nicht von einem aus Teilen zusammengehefteten [Gürtel], ebenso spricht er nicht von einer aus einzelnen Teilen zusammengesetzten [Leuchte]."
Shevuot 43a:16,"Vielmehr, erklärte R. Abba b. Mamal, anders ist es bei einer Leuchte, weil man sie abschleifen und auf fünf Litra bringen kann<sup>111</sup><i class=""footnote"">Wobei sie die ursprüngliche Größe behält.</i>."
Shevuot 43a:17,"<sup>vii</sup> <b>W</b><small>ENN JEMAND SEINEM</small> N<small>ÄCHSTEN</small> [G<small>ELD</small>] <small>AUF EIN</small> P<small>FAND GEBORGT HAT UND DAS</small> P<small>FAND ABHANDEN GEKOMMEN IST, UND DER EINE SAGT: ICH HABE DIR DARAUF EINEN</small> S<small>ELA͑</small><sup>112</sup><i class=""footnote"">1 Sela͑ = gleich 2 Šeqel, 1 Šeqel = gleich 2 Denar.</i><small>GEBORGT UND ES WAR NUR EINEN ŠEQEL WERT, UND DER ANDERE SAGT</small>: N<small>EIN, DU HAST MIR DARAUF EINEN</small> S<small>ELA͑. GEBORGT UND ES WAR EINEN</small> S<small>ELA͑ WERT, SO IST ER</small><sup>113</sup><i class=""footnote"">Der Schuldner, von der Leistung eines Eides (nach der weiter folgenden Erörterung des T.); in diesem Falle hat er ihm nichts eingestanden, im folgenden Falle hat er ihm einen Teil der Schuld eingestanden.</i><small>FREI; 
</small>"
Shevuot 43a:18,"WENN ABER: ICH HABE DIR DARAUF EINEN S<small>ELA͑ GEBORGT UND ES WAR NUR EINEN</small> Š<small>EQEL WERT, UND DER ANDERE SAGT: NEIN, DU HAST MIR DARAUF EINEN</small> S<small>ELA͑ GEBORGT UND ES WAR DREI</small> D<small>ENAR WERT, SO IST ER SCHULDIG</small>."
Shevuot 43a:19,"[W<small>ENN DER EINE SAGT</small>:] <small>DU HAST MIR DARAUF EINEN</small> S<small>ELA͑ GEBORGT UND ES WAR ZWEI WERT, UND DER ANDERE SAGT: NEIN, ICH HABE DIR DARAUF EINEN</small> S<small>ELA͑ GEBORGT UND ES WAR EINEN</small> S<small>ELA͑ WERT, SO IST ER</small><sup>114</sup><i class=""footnote"">Der Gläubiger; vgl. Anm. N. 113. mut. mut.</i><small>FREI</small>; <small>WENN ABER: DU HAST MIR DARAUF EINEN</small> S<small>ELA͑ GEBORGT UND ES WAR ZWEI WERT, UND DER ANDERE SAGT: NEIN, ICH HABE DIR DARAUF EINEN</small> S<small>ELA͑ GEBORGT UND ES WAR FÜNF</small> D<small>ENAR WERT, SO IST ER SCHULDIG</small>."
Shevuot 43a:20,"W<small>ER SCHWÖRT?</small> B<small>EI DEM DAS</small> V<small>ERWAHRTE SICH BEFINDET, DAMIT NICHT, WENN JENER GESCHWOREN HAT, DIESER DAS</small> V<small>ERWAHRTE HERVORHOLE</small><sup>115</sup><i class=""footnote"">Und ihn meineidig mache; es muß mit der Möglichkeit eines Irrtums in der Bewertung gerechnet werden.</i>."
Shevuot 43b:1,"GEMARA. Worauf bezieht sich dies<sup>116</sup><i class=""footnote"">Daß der Besitzer des Pfandes schwören müsse.</i>: wollte man sagen, auf den Schlußsatz, so wird ja der Eid ohnehin dem Gläubiger auferlegt!?"
Shevuot 43b:2,"Šemuél erwiderte: Auf den Anfangsatz. Ebenso sagte auch R. Ḥija b. Rabh: auf den Anfangsatz, und ebenso sagte auch R. Joḥanan: auf den Anfangsatz."
Shevuot 43b:3,"Auf welchen [Fall des] Anfangsatzes? – Auf den Schluß des Anfangsatzes: ich habe dir darauf einen Sela͑ geborgt und es war nur einen Seqel wert, und der andere sagt: nein, du hast mir darauf einen Sela͑ geborgt und es war drei Denar wert, so ist er schuldig. Eigentlich sollte der Schuldner schwören, die Rabbanan aber nahmen [den Eid] dem Schuldner ab und schoben ihn dem Gläubiger zu."
Shevuot 43b:4,"Jetzt aber, wo R. Aši gesagt hat, es sei uns überliefert, daß der eine schwören müsse, daß es sich nicht in seinem Besitze befinde, und der andere schwören müsse, wieviel es wert war, ist dies wie folgt zu verstehen: Wer schwört zuerst? Bei dem das Verwahrte sich befindet, damit nicht, wenn jener geschworen hat, dieser das Verwahrte hervorhole."
Shevuot 43b:5,"Šemuél sagte: Wenn jemand seinem Nächsten tausend Zuz geborgt und dieser ihm einen Sichelstiel als Pfand gegeben hat, so sind, wenn der Sichelstiel verloren geht, die tausend Zuz verloren; nicht aber, wenn es zwei Sichelstiele<sup>117</sup><i class=""footnote"">Man nehme nicht an, daß sie je 500 Z. wert sind, vielmehr wird der richtige Wert des einen von der Schuld abgezogen und dem anderen, der zurückgeliefert wird, wird der Phantasiewert der ganzen Schuld beigelegt.</i>waren."
Shevuot 43b:6,"R.Naḥman aber sagte, selbst wenn es zwei Sichelstiele waren; ging der eine verloren, so sind fünfhundert verloren, ging auch der andere verloren, so ist alles verloren. Dies gilt aber nicht von einem Stiele und einem Barren<sup>118</sup><i class=""footnote"">Wenn beide zusammen als Pfand gegeben werden; da dieser einen richtigen Wert hat, so wird auch jener nach seinem Werte geschätzt.</i>. Die Nehardee͑nser aber sagen, dies gelte auch von einem Stiele und einem Barren; geht der Barren verloren, so ist die Hälfte verloren, geht auch der Stiel verloren, so ist alles verloren.–"
Shevuot 43b:7,"Wir haben gelernt: wenn aber: ich habe dir darauf einen Sela͑ geborgt und es war einen Šeqel wert, und der andere sagt: nein, du hast mir darauf einen Sela͑ geborgt und es war drei Denar wert, so ist er schuldig. Weshalb denn, er kann ja zu ihm sagen: du hast es [als Pfand]<sup>119</sup><i class=""footnote"">Der Schuldner braucht ja den den Wert des Pfandes übersteigenden Betrag überhaupt nicht zu bezahlen.</i>genommen!? –"
Shevuot 43b:8,"Unsere Mišna spricht von dem Falle, wenn sie vereinbart<sup>120</sup><i class=""footnote"">Daß er das Pfand nur in seinem richtigen Werte annimmt.</i>haben, Šemuél aber spricht von dem Falle, wenn sie nicht vereinbart haben."
Shevuot 43b:9,"Es ist anzunehmen, daß hierüber folgende Tannaim [streiten]: Wenn jemand seinem Nächsten [Geld] auf ein Pfand geborgt hat, und das Pfand abhanden gekommen ist, so muß er, wie R. Elie͑zer sagt, schwören und er erhält sein Geld; R. A͑qiba sagt, dieser könne zu ihm sagen: du hast mir ja nur auf ein Pfand geborgt, da nun das Pfand verloren ist, so ist dein Geld verloren."
Shevuot 43b:10,"Wenn aber jemand einem tausend Zuz auf einen Schuldschein geborgt und dieser ihm auch ein Pfand gegeben hat, so stimmen alle überein, daß, wenn das Pfand abhanden gekommen ist, er sein Geld verloren habe."
Shevuot 43b:11,"In welchem Falle: hat es den Wert des Schuldbetrages,"
Shevuot 44a:1,"was ist demnach der Grund R. Elie͑zers<sup>121</sup><i class=""footnote"">Weshalb sollte der Schuldner den Verlust tragen.</i>; doch wohl, wenn es den Wert des Schuldbetrages nicht hat, und sie streiten über die Lehre Šemuéls. –"
Shevuot 44a:2,"Nein, wenn es den Wert nicht hat, ist keiner der Ansicht Šemuéls, hier aber handelt es sich um den Fall, wenn es den Wert des Schuldbetrages hat, und sie streiten über die Lehre R. Jiçḥaqs, denn R. Jjçḥaq sagte: Woher, daß der Gläubiger das Pfand eigne? Es heißt: <sup>122</sup><i class=""footnote"">Dt. 24,13.</i><i>dir wird es als Rechtschaffenheit angerechnet werden</i>,"
Shevuot 44a:3,"und wenn er das Pfand nicht eignen würde, wäre ja [die Rückgabe] keine Rechtschaffenheit. Hieraus, daß der Gläubiger das Pfand eigne<sup>123</sup><i class=""footnote"">RE. ist nicht dieser Ansicht, somit ist der Gläubiger nur ein unentgeltlicher Hüter u. daher nicht haftbar.</i>. –"
