Ref,Text
Chullin 132a:10,"בִּשְׁלָמָא רַבִּי אֱלִיעֶזֶר דְּפָטַר קָסָבַר ""שֶׂה"". וְלֹא מִקְצָת שֶׂה אֶלָּא לְרַבָּנַן נְהִי נָמֵי דְּקָסָבְרִי שֶׂה ""וַאֲפִילּוּ"" מִקְצָת שֶׂה, פַּלְגָא לִשְׁקוֹל, וְאִידָּךְ פַּלְגָא, לֵימָא לֵיהּ: אַיְיתִי רְאָיָה דְּאֵין חוֹשְׁשִׁין לְזֶרַע הָאָב, וּשְׁקוֹל! אָמַר רַב הוּנָא בַּר חִיָּיא: מַאי חַיָּיב ""נָמֵי"" דְּקָא אָמַר — חַיָּיב בַּחֲצִי מַתָּנוֹת."
Chullin 132a:11,מֵתִיב רַבִּי זֵירָא כּוֹי יֵשׁ בּוֹ דְּרָכִים שָׁוִין לַבְּהֵמָה וְיֵשׁ בּוֹ דְּרָכִים שָׁוִין לַחַיָּה וְיֵשׁ בּוֹ דְּרָכִים שָׁוִין לַחַיָּה וְלַבְּהֵמָה.
Chullin 132a:12,"כֵּיצַד? חֶלְבּוֹ אָסוּר — כַּחֲלֵב בְּהֵמָה. וְדָמוֹ חַיָּיב לְכַסּוֹת — כְּדַם הַחַיָּה. דְּרָכִים שָׁוִין לַבְּהֵמָה וְלַחַיָּה — שֶׁדָּמוֹ וְגִידוֹ אֲסוּרִין כִּבְהֵמָה וְחַיָּה, וְחַיָּיב בִּזְרוֹעַ וּלְחָיַיִם וְהַקֵּבָה. וְרַבִּי אֱלִיעֶזֶר פּוֹטֵר."
Chullin 132a:13,"וְאִם אִיתָא ""חַיָּיב בַּחֲצִי מַתָּנוֹת"" מִבְּעֵי לֵיהּ! אַיְּידֵי דִּתְנָא חֶלְבּוֹ וְדָמוֹ, דְּלָא מִתְּנֵי חֲצִי, חֲצִי, מִשּׁוּם הָכִי, לָא קָא תָנֵי ""חֲצִי."
Chullin 132a:14,"כִּי אֲתָא רָבִין, אָמַר רַבִּי יוֹחָנָן: כּוֹי לְרַבָּנַן חַיָּיב בְּכוּלְּהוּ מַתָּנוֹת. דְּתַנְיָא: ""שׁוֹר"", מָה תַּלְמוּד לוֹמַר ""אִם שׁוֹר"" — לְרַבּוֹת אֶת ""הַכִּלְאַיִם"". שֶׂה, מָה תַּלְמוּד ""לוֹמַר אִם"" שֶׂה — לְרַבּוֹת אֶת הַכּוֹי."
Chullin 132a:15,וְרַבִּי אֱלִיעֶזֶר הַאי אִם לְמָה לִי מִיבְּעֵי לֵיהּ לְחַלֵּק וְרַבָּנַן לְחַלֵּק מְנָא לְהוּ נָפְקָא לְהוּ מֵאֵת זוֹבְחֵי הַזֶּבַח
Chullin 132a:16,"וְרַבִּי אֱלִיעֶזֶר הַאי ""מֵאֵת זוֹבְחֵי הַזֶּבַח"" מַאי עָבֵיד לֵיהּ? מִבְּעֵי לֵיהּ לְכִדְרָבָא דְּאָמַר רָבָא, הַדִּין עִם הַטַּבָּח,"
Chullin 132a:17,"מַתְנִי' בְּכוֹר, שֶׁנִּתְעָרֵב בְּמֵאָה. בִּזְמַן שֶׁמֵּאָה שׁוֹחֲטִין אֶת כּוּלָּן, — פּוֹטְרִים אֶת כּוּלָּן. אֶחָד, שׁוֹחֵט אֶת כּוּלָּן — פּוֹטְרִים לוֹ אֶחָד."
Chullin 132a:18,"הַשּׁוֹחֵט לַכֹּהֵן וְלַגּוֹי פָּטוּר מִן הַמַּתָּנוֹת. וְהַמִּשְׁתַּתֵּף עִמָּהֶן, — צָרִיךְ שֶׁיִּרְשׁוֹם. וְאִם, אָמַר, חוּץ מִן הַמַּתָּנוֹת — פָּטוּר מִן הַמַּתָּנוֹת."
Chullin 132a:19,"אָמַר: מְכוֹר לִי בְּנֵי מֵעֶיהָ שֶׁל פָּרָה, וְהָיוּ בָּהֶן מַתָּנוֹת — נוֹתְנָן לַכֹּהֵן, וְאֵינוֹ מְנַכֶּה לוֹ מִן הַדָּמִים לְקָחָן הֵימֶנּוּ בְּמִשְׁקָל נוֹתְנָן לַכֹּהֵן וּמְנַכֶּה לוֹ מִן הַדָּמִים."
Chullin 132a:20,"גְּמָ' וְאַמַּאי, יָבֹא עָלָיו כֹּהֵן מִשְּׁנֵי צְדָדִין, וְלֵימָא לֵיהּ: אִי בְּכוֹר הוּא — כּוּלֵּיהּ דִּידִי הוּא, וְאִי לָאו בְּכוֹר הוּא — הַב לִי מַתְּנָתַאי!"
Chullin 132b:1,"אָמַר רַב אוֹשַׁעְיָא: בְּבָא לִידֵי כֹּהֵן, וּמְכָרוֹ לְיִשְׂרָאֵל בְּמוּמוֹ."
Chullin 132b:2,"הַשּׁוֹחֵט לַכֹּהֵן וְלַגּוֹי פָּטוּר מִן הַמַּתָּנוֹת. וְלִיתְנֵי: כֹּהֵן וְגוֹי פְּטוּרִין מִן הַמַּתָּנוֹת! אָמַר רָבָא: זֹאת אוֹמֶרֶת, הַדִּין, עִם הַטַּבָּח. —"
Chullin 132b:3,"דָּרֵשׁ רָבָא: ""מֵאֵת הָעָם"", — וְלֹא מֵאֵת הַכֹּהֲנִים, כְּשֶׁהוּא ""אוֹמֵר מֵאֵת זוֹבְחֵי"" הַזֶּבַח, — הֱוֵי אוֹמֵר אֲפִילּוּ טַבָּח כֹּהֵן בַּמַּשְׁמָע."
Chullin 132b:4,"אוּשְׁפִּיזְכָנֵיהּ דְּרַבִּי טַבְלָא כֹּהֵן הֲוָה, וַהֲוָה דְּחִיק לֵיהּ מִלְּתָא. אֲתָא לְקַמֵּיהּ דְּרַבִּי טַבְלָא. אֲמַר לֵיהּ: זִיל אִישְׁתַּתַּף בַּהֲדֵי טַבָּחֵי יִשְׂרָאֵל, דְּמִגּוֹ דְּמִפַּטְרִי מִמַּתְּנָתָא, מִשְׁתַּתְּפִי בַּהֲדָךְ."
Chullin 132b:5,"חַיְּיבֵיהּ רַב נַחְמָן. אֲמַר לֵיהּ: וְהָא רַבִּי טַבְלָא פַּטְרַן! אֲמַר לֵיהּ: זִיל אַפֵּיק, וְאִי לָא — מַפֵּיקְנָא לָךְ רַבִּי טַבְלָא מֵאוּנָּךְ!"
Chullin 132b:6,"אֲזַל רַבִּי טַבְלָא קַמֵּיהּ דְּרַב נַחְמָן, אֲמַר לֵיהּ: מַאי טַעְמָא עָבֵיד מָר הָכִי? אֲמַר לֵיהּ: דְּכִי אֲתָא רַבִּי אַחָא בַּר חֲנִינָא מִדָּרוֹמָא, אָמַר רַבִּי יְהוֹשֻׁעַ בֶּן לֵוִי זִקְנֵי דָרוֹם אָמְרוּ כֹּהֵן טַבָּח — שְׁתַּיִם וְשָׁלֹשׁ שַׁבָּתוֹת פָּטוּר מִן הַמַּתָּנוֹת. מִכָּאן וְאֵילָךְ — חַיָּיב בְּמַתָּנוֹת."
Chullin 132b:7,"אֲמַר לֵיהּ: וְלַעֲבֵיד לֵיהּ מָר מִיהַת כְּרַבִּי אַחָא בַּר חֲנִינָא! אֲמַר לֵיהּ: הָנֵי מִילֵּי דְּלָא קְבַע מְסַחְתָּא, אֲבָל הָכָא הָא קְבַע מְסַחְתָּא."
Chullin 132b:8,אָמַר רַב חִסְדָּא: הַאי כָּהֲנָא דְּלָא מַפְרֵישׁ מַתְּנָתָא — לֶיהֱוֵי בְּשַׁמְתָּא דֶּאֱלָהֵי יִשְׂרָאֵל. אָמַר רַבָּה בַּר רַב שֵׁילָא: הָנֵי טַבָּחֵי דְּהוּצָל קָיְימִי בְּשַׁמְתָּא דְּרַב חִסְדָּא הָא עֶשְׂרִים וְתַרְתֵּי שְׁנִין.
Chullin 132b:9,"לְמַאי הִלְכְתָא: אִילֵּימָא דְּתוּ לָא מְשַׁמְּתִינַן לְהוּ — וְהָא תַּנְיָא, בַּמֶּה דְּבָרִים אֲמוּרִים — בְּמִצְוַת לֹא תַעֲשֶׂה. אֲבָל בְּמִצְוַת עֲשֵׂה, כְּגוֹן ""אוֹמְרִים לוֹ עֲשֵׂה סוּכָּה, וְאֵינוֹ עוֹשֶׂה, לוּלָב, ""וְאֵינוֹ עוֹשֶׂה, עֲשֵׂה צִיצִית! וְאֵינוֹ עוֹשֶׂה — מַכִּין אוֹתוֹ, עַד שֶׁתֵּצֵא נַפְשׁוֹ."
Chullin 132b:10,"אֶלָּא, דְּקָנְסִינַן לְהוּ בְּלָא אַתְרַיְיתָא. כִּי הָא דְּרָבָא קָנֵיס, אַטְמָא. רַב נַחְמָן בַּר יִצְחָק קָנֵיס גְּלִימָא."
Chullin 132b:11,"וְאָמַר רַב חִסְדָּא: זְרוֹעַ לְאֶחָד, וְקֵבָה לְאֶחָד, לְחָיַיִם לִשְׁנַיִים: אִינִי? וְהָא כִּי אֲתָא רַב יִצְחָק בַּר יוֹסֵף אָמַר בְּמַעְרְבָא פָּלְגִינַן לְהוּ גַּרְמָא גַּרְמָא!"
Chullin 132b:12,"""הָתָם"" בִּדְתוֹרָא. —"
Chullin 132b:13,"אָמַר רַבָּה בַּר בַּר חָנָה, אָמַר רַבִּי יוֹחָנָן: אָסוּר לֶאֱכוֹל מִבְּהֵמָה שֶׁלֹּא הוּרְמָה מַתְּנוֹתֶיהָ. אָמַר רַבָּה בַּר בַּר חָנָה, אָמַר רַבִּי יוֹחָנָן כׇּל הָאוֹכֵל מִבְּהֵמָה שֶׁלֹּא הוּרְמָה מַתְּנוֹתֶיהָ — כְּאִילּוּ אוֹכֵל טְבָלִים: וְלֵית הִלְכְתָא כְּווֹתֵיהּ."
Chullin 132b:14,"אָמַר רַב חִסְדָּא: מַתְּנוֹת כְּהוּנָּה, אֵין נֶאֱכָלוֹת אֶלָּא צָלִי, וְאֵין נֶאֱכָלוֹת אֶלָּא בְּחַרְדָּל. מַאי טַעְמָא — אָמַר ""קְרָא"" לְמׇשְׁחָה — לִגְדוּלָּה, כְּדֶרֶךְ שֶׁהַמְּלָכִים אוֹכְלִים."
Chullin 132b:15,"וְאָמַר רַב חִסְדָּא: עֶשְׂרִים וְאַרְבַּע מַתְּנוֹת כְּהוּנָּה, כׇּל כֹּהֵן שֶׁאֵינוֹ בָּקִי בָּהֶן — אֵין נוֹתְנִין לוֹ מַתָּנָה. וְלָאו מִילְּתָא הִיא, דְּתַנְיָא: רַבִּי שִׁמְעוֹן אוֹמֵר: כׇּל כֹּהֵן שֶׁאֵינוֹ מוֹדֶה בָּעֲבוֹדָה — אֵין לוֹ חֵלֶק ""בַּכְּהוּנָּה, שֶׁנֶּאֱמַר הַמַּקְרִיב אֶת דַּם הַשְּׁלָמִים וְאֶת הַחֵלֶב מִבְּנֵי אַהֲרֹן לוֹ תִהְיֶה שׁוֹק"" הַיָּמִין לְמָנָה, —"
Chullin 132b:16,"אֵין לִי אֶלָּא זֶה בִּלְבַד, מִנַּיִן לְרַבּוֹת חֲמֵשׁ עֶשְׂרֵה עֲבוֹדוֹת, כְּגוֹן: הַיְּצִיקוֹת וְהַבְּלִילוֹת, וְהַפְּתִיתוֹת, וְהַמְּלִיחוֹת. תְּנוּפוֹת, וְהַגָּשׁוֹת, [וְהַקְּמִיצוֹת] הַקְטָרוֹת (וְהַמְּצִיּוֹת) [וְהַמְּלִיקוֹת],"
Chullin 133a:1,"וְקַבָּלוֹת הַזָּאוֹת. וְהַשְׁקָאַת סוֹטָה, וַעֲרִיפַת עֶגְלָה עֲרוּפָה. וְטׇהֳרַת מְצוֹרָע, וּנְשִׂיאוּת כַּפַּיִם, בֵּין מִבִּפְנִים, בֵּין מִבַּחוּץ, — תַּלְמוּד ""לוֹמַר, מִבְּנֵי"" אַהֲרֹן, עֲבוֹדָה הָאֲמוּרָה לִבְנֵי אַהֲרֹן:"
Chullin 133a:2,"וְכׇל כֹּהֵן שֶׁאֵינוֹ מוֹדֶה בָּהּ — אֵין לוֹ חֵלֶק בַּכְּהוּנָּה טַעְמָא — דְּאֵינוֹ מוֹדֶה בָּהּ, הָא מוֹדֶה בָּהּ, — אַף עַל גַּב דְּאֵינוֹ בָּקִי בָּהֶן."
Chullin 133a:3,"אָמַר רַבִּי אַבָּא, אָמַר רַב הוּנָא, אָמַר רַב: חוּטִין שֶׁבַּלְּחִי אֲסוּרִים, וְכׇל כֹּהֵן שֶׁאֵינוֹ יוֹדֵעַ לִיטְּלָן, — אֵין נוֹתְנִין לוֹ מַתָּנָה."
Chullin 133a:4,"וְלָא הִיא. אִי בְּטַוְיָא — מֵידָב דָּיְיבִי. וְאִי לְקִדְרָה, אִי דִּמְיחַתֵּךְ לְהוּ וּמָלַח לְהוּ — מֵידָב דָּיְיבִי."
Chullin 133a:5,"אָמַר רָבָא: בָּדַק לַן רַב יוֹסֵף: הַאי כָּהֲנָא דְּחָטֵיף מַתְּנָתָא, חַבּוֹבֵי קָא מְחַבֵּב מִצְוָה, אוֹ זַלְזוֹלֵי קָא מְזַלְזֵל בְּמִצְוָה? וּפְשַׁטְנָא לֵיהּ, ""וְנָתַן"", וְלֹא שֶׁיִּטּוֹל מֵעַצְמוֹ."
Chullin 133a:6,אָמַר אַבָּיֵי מֵרֵישׁ הֲוָה חָטֵיפְנָא מַתְּנָתָא אָמֵינָא חַבּוֹבֵי קָא מְחַבֵּיבְנָא מִצְוָה כֵּיוָן דִּשְׁמַעְנָא לְהָא וְנָתַן וְלֹא שֶׁיִּטּוֹל מֵעַצְמוֹ מִיחְטָף לָא חָטֵיפְנָא מֵימָר (אֲמַרִי) [אָמֵינָא] הַבוּ לִי וְכֵיוָן דִּשְׁמַעְנָא לְהָא דְּתַנְיָא וַיִּטּוּ אַחֲרֵי הַבָּצַע רַבִּי מֵאִיר אוֹמֵר בְּנֵי שְׁמוּאֵל חֶלְקָם שָׁאֲלוּ בְּפִיהֶם מֵימָר נָמֵי לָא אָמֵינָא וְאִי יָהֲבוּ לִי שָׁקֵילְנָא
Chullin 133a:7,"כֵּיוָן דִּשְׁמַעְנָא לְהָא דְּתַנְיָא הַצְּנוּעִים מוֹשְׁכִין אֶת יְדֵיהֶם, וְהַגַּרְגְּרָנִים חוֹלְקִים, מִשְׁקָל נָמֵי לָא שָׁקֵילְנָא, לְבַר מִמַּעֲלֵי יוֹמָא דְכִיפּוּרֵי, — לְאַחְזוֹקֵי נַפְשַׁאי בְּכָהֲנֵי."
Chullin 133a:8,וְלִפְרוֹס יְדֵיהּ? אַנְסֵיהּ לֵיהּ עִידָּנֵיהּ.
Chullin 133a:9,"אָמַר רַב יוֹסֵף: הַאי כָּהֲנָא דְּאִית לֵיהּ צוּרְבָּא מֵרַבָּנַן בְּשִׁבָבוּתֵיהּ וּדְחִיקָא לֵיהּ מִילְּתָא — לִיזַכֵּי לֵיהּ מַתְּנָתָא, וְאַף עַל גַּב דְּלָא אָתֵי לִידֵיהּ. בְּמַכָּרֵי כְּהוּנָּה וּלְוִיָּה."
Chullin 133a:10,"רָבָא וְרַב סָפְרָא אִיקְּלַעוּ לְבֵי מָר יוֹחָנָא בְּרֵיהּ דְּרַב חָנָא בַּר אַדָּא, וְאָמְרִי לַהּ לְבֵי מָר יוֹחָנָא בְּרֵיהּ דְּרַב חָנָא בַּר בִּיזְנָא. עָבֵיד לְהוּ עִגְלָא תִּילְתָּא, אֲמַר לֵיהּ רָבָא לְשַׁמָּעֵיהּ: זַכִּי לַן מַתְּנָתָא, דִּבְעֵינָא לְמֵיכַל לִישָּׁנָא בְּחַרְדְּלָא!"
Chullin 133a:11,"זַכִּי לֵיהּ, רָבָא אֲכַל, וְרַב סָפְרָא לָא אֲכַל, אַקְרְיוּהּ לְרַב סָפְרָא בְּחֶלְמָא ""מַעֲדֶה בֶּגֶד בְּיוֹם קָרָה חֹמֶץ עַל נָתֶר וְשָׁר בַּשִּׁירִים עַל לֶב רָע""."
Chullin 133a:12,"אֲתָא לְקַמֵּיהּ דְּרַב יוֹסֵף, אֲמַר לֵיהּ: דִּלְמָא מִשּׁוּם דַּעֲבַרִי אַשְּׁמַעְתָּא דְּמָר אַקְרְיֻין הָכִי? אֲמַר לֵיהּ: כִּי אֲמַרִי אֲנָא — בְּאַחֵר, שַׁמָּעָא, — בְּעַל כֻּרְחֵיהּ מְזַכֵּי. וְכִי אֲמַרִי אֲנָא — לְמַאן דְּלָא אֶפְשָׁר לֵיהּ, הָא — אֶפְשָׁר לֵיהּ."
Chullin 133a:13,"וְאֶלָּא, מַאי טַעְמָא אַקְרְיֻין הָכִי? כְּלַפֵּי רָבָא: וְלַקְרְיוּהּ לְרָבָא? רָבָא נָזוּף הֲוָה."
Chullin 133a:14,אֲמַר לֵיהּ אַבָּיֵי לְרַב דִּימִי: וּפְשָׁטֵיהּ דִּקְרָא בְּמַאי כְּתִיב? אֲמַר לֵיהּ: בְּשׁוֹנֶה לְתַלְמִיד שֶׁאֵינוֹ הָגוּן.
Chullin 133a:15,"דְּאָמַר רַב יְהוּדָה, אָמַר רַב: כׇּל הַשּׁוֹנֶה לְתַלְמִיד שֶׁאֵינוֹ הָגוּן — נוֹפֵל בְּגֵיהִנָּם, ""שֶׁנֶּאֱמַר כׇּל חֹשֶׁךְ טָמוּן לִצְפּוּנָיו תְּאׇכְלֵהוּ אֵשׁ לֹא נֻפָּח יֵרַע שָׂרִיד"" בְּאׇהֳלוֹ, ""וְאֵין"" שָׂרִיד אֶלָּא תַּלְמִיד חָכָם, ""שֶׁנֶּאֱמַר וּבַשְּׂרִידִים אֲשֶׁר ה'"" קֹרֵא."
Chullin 133a:16,"אָמַר רַבִּי זֵירָא, אָמַר רַב: כׇּל הַשּׁוֹנֶה לְתַלְמִיד שֶׁאֵינוֹ הָגוּן — כְּזוֹרֵק אֶבֶן לְמֶרְקוּלִיס, שֶׁנֶּאֱמַר ""כִּצְרוֹר אֶבֶן בְּמַרְגֵּמָה כֵּן נוֹתֵן לִכְסִיל כָּבוֹד"", וּכְתִיב ""לֹא נָאוֶה לִכְסִיל תַּעֲנוּג""."
Chullin 133a:17,"וְהַמִּשְׁתַּתֵּף עִמָּהֶן צָרִיךְ לִרְשׁוֹם: וַאֲפִילּוּ עִם הַגּוֹי, וּרְמִינְהוּ הַמִּשְׁתַּתֵּף עִם כֹּהֵן — צָרִיךְ לִרְשׁוֹם, וְהַמִּשְׁתַּתֵּף עִם הַגּוֹי וּפְסוּלֵי הַמּוּקְדָּשִׁים — אֵין צָרִיךְ לִרְשׁוֹם!"
Chullin 133b:1,הָכָא בְּמַאי עָסְקִינַן — דְּיָתֵיב גּוֹי אַמְּסַחְתָּא.
Chullin 133b:2,"דִּכְוָתַהּ גַּבֵּי כֹהֵן, דְּיָתֵיב אַמְּסַחְתָּא, אַמַּאי צָרִיךְ לִרְשׁוֹם? דְּאָמְרִי בִּשְׂרָא קָא זָבֵין: אִי הָכִי, גּוֹי נָמֵי אָמְרִי בִּשְׂרָא קָא זָבֵין!"
Chullin 133b:3,"אֶלָּא הָכָא בְּמַאי עָסְקִינַן — דְּיָתֵיב גּוֹי אַכַּסְפְּתָא: דִּכְוָתַהּ גַּבֵּי כֹּהֵן דְּיָתֵיב אַכַּסְפְּתָא, אַמַּאי צָרִיךְ לִרְשׁוֹם? אָמְרִי הֵמוֹנֵי הֵימְנֵיהּ: גּוֹי נָמֵי אָמְרִי הֵמוֹנֵי הֵימְנֵיהּ!"
Chullin 133b:4,אֵין אֱמוּנָה בְּגוֹי. אִיבָּעֵית אֵימָא: סְתַם גּוֹי מִפְּעָא פָּעֵי.
Chullin 133b:5,"אָמַר מָר: וּפְסוּלֵי הַמּוּקְדָּשִׁין, — אֵין צָרִיךְ לִרְשׁוֹם: אַלְמָא מוֹכְחָא מִלְּתָא. וְהָא אֲנַן תְּנַן פְּסוּלֵי הַמּוּקְדָּשִׁין נִמְכָּרִים בָּאִיטְלִיז, וְנִשְׁחָטִים בָּאִיטְלִיז, וְנִשְׁקָלִים בְּלִיטְרָא!"
Chullin 133b:6,תַּרְגְּמָא רַב אַדָּא בַּר אַהֲבָה קַמֵּיהּ דְּרַב פָּפָּא בְּאוֹתָן הַנִּמְכָּרִים בְּתוֹךְ הַבַּיִת.
Chullin 133b:7,"אָמַר רַב הוּנָא: שׁוּתָּף בָּרֹאשׁ, — פָּטוּר מִן הַלֶּחִי. שׁוּתָּף בַּיָּד — פָּטוּר מִן הַזְּרוֹעַ. שׁוּתָּף בִּבְנֵי מֵעַיִין — פָּטוּר מִן הַקֵּבָה. וְחִיָּיא בַּר רַב אָמַר אֲפִילּוּ שׁוּתָּף בְּאַחַת מֵהֶן — פָּטוּר מִכּוּלָּן"
Chullin 133b:8,"מֵיתִיבִי הָרֹאשׁ שֶׁלִּי, וְכוּלָּהּ שֶׁלָּךְ"", וַאֲפִילּוּ אֶחָד מִמֵּאָה בָּרֹאשׁ, — פָּטוּר. הַיָּד שֶׁלִּי וְכוּלָּהּ"" שֶׁלָּךְ אֲפִילּוּ אֶחָד מִמֵּאָה בַּיָּד — פָּטוּר. בְּנֵי מֵעַיִין שֶׁלִּי"", וְכוּלָּהּ שֶׁלָּךְ, אֲפִילּוּ אֶחָד מִמֵּאָה בָּהֶן, — פָּטוּר."
Chullin 133b:9,"מַאי לָאו פָּטוּר מִן הַלֶּחִי, וְחַיָּיב בְּכוּלָּן, פָּטוּר מִן הַזְּרוֹעַ, וְחַיָּיב בְּכוּלָּן. פָּטוּר מִן הַקֵּבָה, וְחַיָּיב בְּכוּלָּן! לָא, פָּטוּר מִכּוּלָּן."
Chullin 133b:10,"וְלִיתְנֵי פָּטוּר מִכּוּלָּן! וְעוֹד: תַּנְיָא הָרֹאשׁ שֶׁלִּי וְכוּלָּהּ שֶׁלָּךְ"", אֲפִילּוּ אֶחָד מִמֵּאָה בָּרֹאשׁ — פָּטוּר מִן הַלֶּחִי, וְחַיָּיב בְּכוּלָּן תְּיוּבְתָּא דְּחִיָּיא בַּר רַב תְּיוּבְתָּא."
Chullin 133b:11,"אָמַר רַב חִסְדָּא: הָא מַתְנִיתָא אַטְעִיתֵיהּ לְחִיָּיא בַּר רַב, דְּתַנְיָא: עֶשְׂרִים וְאַרְבַּע מַתְּנוֹת כְּהוּנָּה הֵן, וְכוּלָּן נִיתְּנוּ לְאַהֲרֹן וּלְבָנָיו בִּכְלָל וּפְרָט. וּבְרִית מֶלַח:"
Chullin 133b:12,"כָּל הַמְקַיְּימָן, — כְּאִילּוּ קִיֵּים בִּכְלָל וּפְרָט וּבְרִית מֶלַח, וְכׇל הָעוֹבֵר עֲלֵיהֶן, כְּאִילּוּ עוֹבֵר עַל בִּכְלָל וּפְרָט וּבְרִית מֶלַח."
Chullin 133b:13,"וְאֵלּוּ, הֵן: עֶשֶׂר בַּמִּקְדָּשׁ, וְאַרְבַּע בִּירוּשָׁלַיִם, וְעֶשֶׂר בַּגְּבוּלִים: עֶשֶׂר בַּמִּקְדָּשׁ חַטָּאת, וְחַטַּאת הָעוֹף אָשָׁם וַדַּאי, וְאָשָׁם תָּלוּי, וְזִבְחֵי שַׁלְמֵי צִבּוּר, וְלוֹג שֶׁמֶן שֶׁל מְצוֹרָע. וּשְׁתֵּי הַלֶּחֶם, וְלֶחֶם הַפָּנִים, וּשְׁיָרֵי מְנָחוֹת, וּמִנְחַת הָעוֹמֶר."
Chullin 133b:14,"וְאַרְבַּע בִּירוּשָׁלַיִם: הַבְּכוֹרָה, וְהַבִּכּוּרִים, וּמוּרָם מִן הַתּוֹדָה: וּמֵאֵיל נָזִיר, וְעוֹרוֹת קָדָשִׁים."
Chullin 133b:15,"וְעֶשֶׂר בַּגְּבוּלִים: תְּרוּמָה, וּתְרוּמַת מַעֲשֵׂר, וְחַלָּה, וְרֵאשִׁית הַגֵּז, וּמַתָּנוֹת, וּפִדְיוֹן הַבֵּן, וּפִדְיוֹן פֶּטֶר חֲמוֹר,"
Chullin 133b:16,"וּשְׂדֵה אֲחוּזָּה, וּשְׂדֵה חֲרָמִים, וְגֶזֶל הַגֵּר."
Chullin 133b:17,"הוּא סָבַר: מִדְּקָא חָשֵׁיב לְהוּ לְמַתָּנוֹת בַּחֲדָא — חֲדָא נִינְהוּ. וְלָא הִיא: אַטּוּ מוּרָם מִתּוֹדָה וְאֵיל נָזִיר דְּקָא חָשֵׁיב לְהוּ כַּחֲדָא, מִשּׁוּם דַּחֲדָא נִינְהוּ?! אֶלָּא כֵּיוָן דְּדָמְיָין לַהֲדָדֵי — חָשֵׁיב לְהוּ כַּחֲדָא, הָכִי נָמֵי, כֵּיוָן דְּדָמְיָין לַהֲדָדֵי — חֲשִׁיב לְהוּ כַּחֲדָא."
Chullin 133b:18,"אִיבַּעְיָא לְהוּ: הָרֹאשׁ שֶׁלְּךָ וְכוּלָּהּ שֶׁלִּי, מַהוּ? בָּתַר חִיּוּבָא אָזְלִינַן, וְחִיּוּבָא גַּבֵּי יִשְׂרָאֵל הוּא, אוֹ דִלְמָא בָּתַר עִיקַּר בְּהֵמָה אָזְלִינַן, וְעִיקַּר בְּהֵמָה דְּכֹהֵן הוּא?"
Chullin 133b:19,"תָּא שְׁמַע: גּוֹי וְכֹהֵן שֶׁמָּסְרוּ צֹאנָם לְיִשְׂרָאֵל לִגְזוֹז — פָּטוּר. הַלּוֹקֵחַ גֵּז צֹאנוֹ שֶׁל גּוֹי, — פָּטוּר מֵרֵאשִׁית הַגֵּז."
Chullin 133b:20,וְזֶה חוֹמֶר בִּזְרוֹעַ וּבַלְּחָיַיִם וּבְקֵבָה יוֹתֵר מֵרֵאשִׁית הַגֵּז. שְׁמַע מִינַּהּ בָּתַר חִיּוּבָא אָזְלִינַן: שְׁמַע מִינַּהּ.
Chullin 133b:21,וְאִם אָמַר לוֹ חוּץ מִן הַמַּתָּנוֹת — פָּטוּר מִן הַמַּתָּנוֹת.
Chullin 134a:1,"וּרְמִינְהוּ: ""עַל מְנָת שֶׁהַמַּתָּנוֹת שֶׁלִּי"", — נוֹתֵן לְכׇל כֹּהֵן שֶׁיִּרְצֶה."
Chullin 134a:2,"""עַל מְנָת אַחוּץ קָא רָמֵית?! ""חוּץ"" שִׁיּוּרָא. ""עַל מְנָת"" — לָאו שִׁיּוּרָא."
Chullin 134a:3,"וּרְמִינְהוּ: ""עַל מְנָת שֶׁהַמַּתָּנוֹת שֶׁלִּי"" — הַמַּתָּנוֹת שֶׁלּוֹ! בְּהָא פְּלִיגִי, מָר ""סָבַר עַל"" מְנָת — שִׁיּוּרָא הוּא. ""וּמָר סָבַר"" עַל מְנָת — לָאו שִׁיּוּרָא הוּא,"
Chullin 134a:4,"אָמַר לוֹ: מְכוֹר לִי בְּנֵי מֵעֶיהָ וְכוּ' אָמַר רַב: לֹא שָׁנוּ, אֶלָּא שֶׁשָּׁקַל לְעַצְמוֹ. אֲבָל שָׁקַל לוֹ טַבָּח — הַדִּין עִם הַטַּבָּח. וְרַב אַסִּי אָמַר: אֲפִילּוּ שָׁקַל לוֹ טַבָּח — הַדִּין עִמּוֹ."
Chullin 134a:5,"לֵימָא בִּדְרַב חִסְדָּא קָא מִיפַּלְגִי. דְּאָמַר רַב חִסְדָּא: גָּזַל, וְלֹא נִתְיָיאֲשׁוּ הַבְּעָלִים, וּבָא אַחֵר וַאֲכָלוֹ — רָצָה מִזֶּה, — גּוֹבֶה. רָצָה מִזֶּה — גּוֹבֶה. דְּמָר, אִית לֵיהּ דְּרַב חִסְדָּא. וּמָר, לֵית לֵיהּ דְּרַב חִסְדָּא:"
Chullin 134a:6,"לָא, דְּכוּלֵּי עָלְמָא אִית לְהוּ דְּרַב חִסְדָּא, וְהָכָא בְּמַתְּנוֹת כְּהוּנָּה נִגְזָלוֹת קָא מִיפַּלְגִי. דְּמָר סָבַר נִגְזָלוֹת. וּמַר סָבַר אֵין נִגְזָלוֹת."
