Index Title,Ritva on Pesachim
Ritva on Pesachim 41a:1,"פיסקא <b>אין מבשלין את הפסח כו'.</b> אמר רב חסדא המבשל בחמי טבריא בשבת פטור. כתב הרי""ט ז""ל והלכתא כרב חסדא דחמי טבריא לאו תולדת האור נינהו ולענין הגעלה ודאי אפי' למאן דסבר חמי האור נינהו אין מגעילין בהן דבהגעלה בעינן כבולעו כך פולטו ומיהו כלי שנאסר על ידי חמי טבריא מגעילין אותו במי טבריא:"
Ritva on Pesachim 41a:2,"מתני' <b>מי תשמישו של נחתום.</b> פי' שמצנן בהן ידיו ומדיח את הכלים ישפכו מפני שהן מחמיצות וישפכו לאלתר קאמר מפני שהידים העוסקות בעיסה מחמיצות אותם וממהרות להחמיץ הרי""ט ז""ל:"
Ritva on Pesachim 42a:1,"גמרא <b>תאני חדא שופכין במקום מדרון ותניא אידך וכו'.</b> ומסי' הא דנפישי וקוו הא דלא נפישי וקוו. כתב הרב אלפסי ז""ל ברייתא קמייתא בלחוד. וכתב הרי""ט ז""ל משום דלא קים ליה במה שנשרא הוא דלא נפישי:"
Ritva on Pesachim 42a:2,"<b>אמר רב יהודא אשה לא תלוש אלא במים שלנו ופרישנא מיא דביתו.</b> ופרש""י מים שנשאבו מאתמול ונצטננו כל הלילה. וכתב הרי""ט ז""ל ונר' מדבריו לכאורה דדוקא הוא אבל אם לא נצטננו בבית אעפ""י שנשאבו קודם עמוד השחר אין לשין בהן. אבל דעת הרא""ה ז""ל דכל ששאבן קודם עמוד השחר מותר ללוש בהן. וכתב הרי""ט ז""ל והדבר ידוע שאם לנו בבית אפי' כמה ימים אין בכך כלום וי""א שאם לנו כל הלילה אעפ""י ששאבן בחצי היום מותר ללוש בהן והרא""ה ז""ל היה אוסר וכתב הרי""ט ז""ל ונראה דמותר ואעפ""כ ראוי להחמיר:"
Ritva on Pesachim 42b:1,"<b>שכר המדי רמו ביה מיא דשערי.</b> חומץ האדומי נותנים לתוכו שעורים. זיתום המצרי שליש כרכום שליש מלח שליש חיטין או שעורין ואילו הד' הם חמץ ע""י תערובת אבל כולם ראויות לאכילה ושתיה וכותח הבבלי מפרש בגמ' כי יש בו כזית חמץ בכדי אכילת פרס שהוא ד' בצים אבל אינו נאכל בעיניה ומאן דאכל ליה בטלה דעתו אצל כל אדם ולפי' אינו חייב עליו משום חמץ בעיניה וכשנאכל ע""י תערובת כגון שמטבלין בו אוכלין אינו נאכל כזית בכדי אכילת פרס והוה ליה חמץ ע""י תערובת. וכתב הרי""ט ז""ל דכן י""ל בזיתום המצרי דהוי תלתא שערי וכן בשכר המדי יש לו' דאפי' בתערובתו ליכא כזית בכדי אכילת פרס דהא משרף שרפי ליה ואפשר שכן הוא בחומץ האדומי או אפשר דחומץ האדומי בטבול אוכלין אותו מעט ע""כ:"
Ritva on Pesachim 43a:1,"גמרא <b>מאן תנא חמץ דגן ע""י תערובות ונוקשה בעיני' בלאו.</b> פי' כל שאין חימוצו יפה או שאינו ראוי לאכילה נקרא חמץ נוקשה ואסקינן דרבנן סברי חמץ דגן גמור ע""י תערובת ונוקשה בעיניה דלאו כלום הוא פי' שאין לוקין על אכילתן. ולענין פסק רבי' אלפסי' ז""ל פסק הלכתא כרבנן דלית להו <small>(נ""ל דחסר כאן תיבת לאו, המעתיק)</small> לא בנוקשה בעיניה ולא בחמץ דגן גמור על ידי תערובת אלא היכא דאית ביה כזית בכדי אכילת פרס. ור' זרחיה ז""ל פסק כר' מאיר ור' אליעזר דאית להו נוקשה בעיניה וחמץ גמור על ידי תערובת בלאו. והרי""ט ז""ל בשם רבו הרא""ה ז""ל שאמר בשם הרמב""ן ז""ל פסקו עיקר כפסקו של רבי' אלפסי ז""ל שפסק כרבנן. וכתב רבי' אלפסי ז""ל אע""ג דאמרי רבנן על עירובו ולא כלום מילקא הוא דלא לקי אבל איסורא איכא ע""כ ואיכא מאן דסבר דאיסורא דרבנן קאמר אבל איסור' דאורי' ליכא ואע""ג דקיל""ן חצי שיעור אסור מן התורה הני מילי בעיניה אבל ע""י תערובת לא ואיכא מ""ד דאיסורא דאוריית' קאמר והרי הוא בכלל חצי שיעור דאסור מן התורה. וכתב הרי""ט ז""ל והכי משמע טפי לישנא דרבי' ז""ל ע""כ:"
Ritva on Pesachim 43b:1,"<b>אמר ר' אבהו אמר ר' יוחנן כל איסורין שבתורה אין היתר מצטרף לאיסור חוץ מאיסורי נזיר.</b> פי' הרי""ט ז""ל דהא אתיא כרבנן דס""ל על ידי תערובת בלא כלום ואשמעינן ר' יוחנן דס""ל הכי בשאר איסורין כמו בחמץ חוץ מנזיר:"
Ritva on Pesachim 45a:1,"פיסקא <b>בצק שבסדקי עריבה וכו'.</b> אמר רב יהודה אמר שמואל כו'. פי' ללישנא קמא לא בעי ביעור עד דאיכא תרתי לרעותא דהוי כזית ובמקום שאין עשוי לחזק. ולישנא בתרא כל היכא דאיכא אחד לגריעותא חייב לבער ותניא כתרווייהו לישני ופרכינן קשיין אהדדי ואסי' הא והא דרשב""א ולא קשיא כאן במקום לישה כאן שלא במקום לישה ור""ח ז""ל פי' בענין אחר. ולענין פסק כתב הרי""ט ז""ל ודאי לית הלכתא כרשב""ג אלא כתנא קמא מעתה כל שהוא כזית דחשיב אפי' במקום העשוי לחזק חייב לבער ככופת אור שייחדה לישיבה אבל בפחות מכזית דלא תניא סברי' כתנא קמא דרשב""א אי סמיכי אההיא שינויא דאביי משום דרב אשי מפרש מימריה לפום פר""ח <small>(נ""ל דצ""ל ר""י, המעתיק)</small> ז""ל כשהוא שלא במקום לישה אינו עובר עליו כלל אבל כשהוא במקום לישה ובמקום שאינו מצוי לחזק חייב לבער. ולפרש""י ז""ל בשפתה וגבה חייב לבער בשוליה ודפנותיה אינו חייב לבער. וכן כתב ר""ז ז""ל דאז כאביי סמכינן ור""ח ז""ל כך פסק ורבי' אלפסי ז""ל לא כתב אלא לישנא בתרא דר' יהודא משמע דסבירא ליה דרב יהודא לית ליה דאביי כלל אלא כסברא דרב הונא דאמר סמי קולאתה מקמי חמירתה ועלה סמכינן ואין הפרש בין מקום לישה לאין מקום לישה אלא כל שהיא כזית לעולם חייב לבערו אבל פחות מכזית אינו חייב לבער אלא במקום שאינו עשוי לחזק ליה לאינש לאשוויי גמור במקום עשוי לחזק דאמר והיינו דעולא. כן כתב הרי""ט ז""ל בשם הרמב""ן ז""ל:"
Ritva on Pesachim 45b:1,"<b>תנו רבנן הפת שעיפשה ונפסלה מאכילת אדם והכלב יכול לאוכלה.</b> כתב הרי""ע ז""ל מדברי רב אלפסי נראה דחייב לבער אפי' נפסלה מאכילת אדם שכן כתב הא אם נפסלה מאכילת כלב אינה צריכה שריפה ולדידיה מתניתא תרתי אשמעינן שהוא חייב לבער ושהוא מותר לטמאה אבל יש אומר דלא אתי לאשמעינן אלא דין טומאה אבל אינו חייב לבער מדין שנפסלה מאכילת אדם:"
Ritva on Pesachim 46a:1,"מתני' <b>בצק החרש.</b> פי' רש""י שאינו ניכר אם החמיץ אם לאו שמשונה הוא כחרש הזה שיש לו אזנים ואינו ניכר אם שומע אם לאו ואין אדם עומד על בוריו ועל דעתו. ל""א בצק החרש קשה כחרש שאינו ניכר אם החמיץ אם לאו אם יש כיוצא בו כו':"
Ritva on Pesachim 46a:2,"גמרא <b>אין שם כיוצא בו מהו אמר ר' אבהו אמר ר' שמעון בן לקיש כדי שיהלך אדם ממגדל נוניא לטבריא דהיינו מיל.</b> ופי' ר""ח ז""ל וכן הרמב""ם ז""ל שזה כנשתהה שלא בשום עסק ואז נחמצת כשיעור מיל אבל אם היו עוסקות בו לעולם לא היה בא לידי חימוץ. וכתב הרי""ט ז""ל ולדבריהם משנתנו בעיסה שלשוה שלא ברצון חכמים דהא לכולי עלמא אסור להשהות העיסה לכתחילה בלא שום עסק כשיעור הזה. והרי""ט ז""ל נשא ונתן הרבה בשיטתי' והעלה שאין לנו סמך להקל על כך ופי' דמשנתנו בעסק מיירי ואפי' על ידי עסק אם יש כיוצא בו שהחמיץ אסור ואם אין שם כיוצא בו אסורה כשיעור מיל. וכתב הוא ז""ל ומכל מקום כשאנו למדין דאפי' בעסק בגמ' כשיעור מיל לא שנלמוד מכאן שאם שהה כלל ולא נתעסקו בו שיהא אסור שזה דבר שאי אפשר הוא ואינו עולה על דעת. ועוד דא""כ תהא האשה צריכה לעשות עיסתה עוגה אחת כדי שלא תשהה כלל או שתהא אשה א' לכל עוגה ועוגה וזה אינו נראה וכי תימא מהו שיעור שיש לנו בזה או על כרחך תאמר שנאסר מיד או שהוא חצי מיל או שניכר בסימני שאור כי האיך לא נתנו חכמים שיעור בדבר תשובתך הרבה נתנו שיעור בדבר כי תוך שיעור מיל שנתנו בעיסה ללוש ולקטף אעפ""י שיש שהיות בנתים דלא סגי בלאו הכי אין באותן שהיות כדי לאסור העיסה אחר שנעשית בצונן ובצינון ידים ובמים שלנו כי תוך שיעור מיל אי אפשר לשהות כל כך כדי לאחר ומ""מ הזהרו להן שתעשה האשה כל מה שאפשר שלא לשהות האישה <small>(נ""ל דצ""ל העיסה, המעתיק)</small> ובודאי שאם בא לעשות עיסתה עוגות הרבה לא אמרו שתקטף עוגותיה זו אחר זו שיהיו כולם לפניה עד שתכניסם לתנור זו אחר זו אלא עוגה תכניסנו מיד בתנור ולא עוד אלא שיכול אדם לומר שלא התירו לישת עיסה בפחות משנים וכמו שאמרו הוא מסיק ואשתו אופה כדי שלא תשתהה העיסה בעוד שהתנור ניסוק ולא עוד אלא כל מה שאמרו הוא מסיק ואשתו אופה למדו אותנו שיהא הוא מסיק התנור תחילה ואח""כ תלוש ותאפה מיד כמו שאמרו שעושה עוגה עוגה ידביקנו מיד בעלה בתנור ונמצא שלא שהתה כלל:"
Ritva on Pesachim 46a:3,"<b>והא דתניא כל זמן שעוסקת בבצק אינו בא לידי חימוץ.</b> היינו כשעוסקים כסדר ההוא הנזכר למעלה. ע""כ לרי""ט ז""ל:"
Ritva on Pesachim 46a:4,"<b>ואמר ר' אבהו אמר ריש לקיש לגבל ולתפילה ולנטילת ידים ארבעה מילין.</b> פי' ר""ח ז""ל לגבל אדם שאוכל חולין בטהרה צריך לחזור אחר גבל היודע לעשות בטהרה עד פרסה:"
Ritva on Pesachim 46b:1,"גמרא <b>דכולי עלמא טובת הנאה אינה ממון.</b> כתב הרי""ט ז""ל אע""ג דהכא מדחי ליה הכי מ""מ אנן קיל""ן בטובת הנאה כדכתיב בקידושין:"
Ritva on Pesachim 48a:1,"<b>אמר רב קבא מלוגנאה לפסחא.</b> פי' קב של מקום פלוני. ואסי' וכן לחלה והיינו שיעורא דתנן חמשת רבעים קמח. ורש""י לא גריס ועוד לפי שהם חמשה לוגים צפוריים בצימצום וכמו שכתב רש""י. ור""ת ז""ל גריס ועוד וכן כתב הראב""ד ז""ל בהלכות פסח וטעם היתר הזה לפי מאי שאמרו במתניתא בעירובין כל האוכל כשיעור הזה הרי הוא ברוך ומבורך פי' כשיעור עיסת מדבר והוצרך ועוד לשיעור חלה דבעל הבית שהוא חלק א' פי' שישאר לבעל הבית הרבעים לבד החלה כדאמרו במס' חלה ואף כי אין לה שיעור מן התורה כל שהוא מיהא בעי כ""כ רת""ם ז""ל: וכתב הרי""ט ז""ל ושיעור הכלי הראוי לזה כך הוא כי שיעור חלה מ""ג בצים וחומש ביצה במנין ורביעית הלוג הוא ביצה ומחצה נמצא שהביצים הללו הם נ""ט <small>(צ""ל כ""ט המעתיק)</small> רבעיות פחות חומש רביעי והרביעית שהוא אצבעיים על אצבעיים ברום אצבעיים וחצי אצבע וחומש אצבע בתרית' הוא י""א אצבעות חסר חומש ויעלו כל הרבעיות שי""א אצבעות וחומש חומשא וכלי של ששה אצבעות על ששה אצבעות ברום שמנה אצבעות ושלשה חומשים וחומש חומשא יעלו בה בה""ת <small>(נ""ל דצ""ל שי""א, המעתיק)</small> בי""א אצבעות וחומש חומשא נמצא כי שיעור מ""ג בצים וחומש ביצה הוא כלי של ששה אצבעות על ששה אצבעות ובהם אצבעות: וכתב עוד ז""ל ואם תוסיף אועידות כדברי רת""ם ז""ל והם עולים קרוב ל""ג ביצים יהיו י' רביעיות שהם שכ""ד אצבעות וכלי שהיא שש על שש אצבעות ברום תשע אצבעיות בתריתא שכ""ד אצבעות לא פחות ולא יותר. ולענין פסח אית לן למנקט לחומרא כדברי רש""י ז""ל וחשבון ביצה בכל מקום יש אומרים שהוא ליתן אותה בכלי מים ומה שיפול מן הכלי הוא שיעור ביצה וכמו שאמרו לענין נזיר וחשבון זה אינו מחוור לנו שיש הפרש גדול כפי גודל הכלי וקנטרו והפי' המחוור הוא מה שמחזיק חלל ביצה בינונית ולפי שאין לנו שיעור מכוון בבצים שיש בצים גדולות וקטנות ובינונות במנהגים רבים השיעור הראוי הוא מה שאמרנו ע""כ: ולזה הסכים השיעור שכתב הרי""ט זצ""ל לדברי רש""י ז""ל והר""י קר""ה קושא ז""ל שכתב ואמרו רבוותא ז""ל הני חמשת רבעים קמח שהם מ""ג ביצים משקל שבע מאות ועשרים זוז ואנן שיעור מתקל לא נהירא לן דאיכא דקליל ואיכא דלא קליל ושיעור בצים איכא גדולים ואיכא קטנים אלא לפי חשבון רביעית של תורה ע""כ:"
Ritva on Pesachim 48b:1,"<b>דתניא ר' אליעזר אומר אף הרודה ונותן בסל מצרף לחלה.</b> וכתב הרי""ט ז""ל והוא שרודה מן התנור ונותנו בסל לאלתר. והכי מוכח ליש' משמע דהא דר' אליעזר עדיפא מדר' יהושע דכל שכן בתנור עצמו והא איפסיקא הילכתא כר' אליעזר והסוגיא מוכחת דאין צורך לצירוף תנור וסל אלא היכא דאין שיעור בעיסה ומיהו נראה דבעי כוונה זאת כזאת כדי שתהא מן המוקף ע""כ ורבינו אלפסי ז""ל א' דלא איפליגו ר' אליעזר ור' יהושע אלא בחלת ארץ ישראל שאין לאוכלה אלא בטהרה אבל חלת חוץ לארץ הרי נאכלת בטומאה בין בטומאת' בין בטומאת שאר טומאה ואיכא <small>(נ""ל דצ""ל וליכא, המעתיק)</small> איסורא אלא למי שטומאה יוצאת מגוף באיש משיראה קרי ובאשה משתראה דם נדה כדאמר בכתובות אמר שמואל אין תרומת חוץ לארץ אסורות אלא למי שטומאה יוצא מגופו והני מילי באכילה אבל בנגיעה לא אמר רבינא הילכך נדה קוצה לחלה ואכיל לה כהן קטן ואי ליכא כהן קטן עבדינן כר""א דאמר לא תקרא וכו' והדר מפרשת חלה אחריתי שלא תשכח תורת חלה ואכיל לה כהן גדול ע""כ: והרב בעל המאור תמה עליו דמאי אריא כהן קטן אפי' גדול אם טבל לקריו. והרי""ט ז""ל האריך בדיני חלה עד למאד וכתב בסוף העלה כי דינו לענין פסק הלכה למעשה באלו המקומות דבמקום שנהגו בשתי חלות מפריש שתי חלות ואין לאחת שיעור ובמקום שנהגו בחלת האור בלבד בהני סגי ליה ולענין עיסתו של פסח כשבא להפריש חלה ביו""ט ממש אי איכא כהן קטן שקיל חדא בלחוד למיתן ליה ואי ליכא כהן קטן ולא כהן גדול שקיל חדא כל שהוא בריש עיסה ויהיב בנורא דליכא משום שאין שורפין ביו""ט דדבר מועט הוא דלא חשיב ואידך לא מפריש לה כלל אלא אוכל והולך ואח""כ מפריש ואם רצה מפריש ונותנה לכל כהן ואפי' היה טמא ואי ליכא כהן באתריה אפי' בחול אין צריך להפריש חלת כהן עכ""ל ז""ל:"
Ritva on Pesachim 48b:2,"מתני' <b>ר""ג אומר שלש נשים לשות כאחת ואופות בתנור אחת זו אחר זו.</b> כתב הרי""ט ז""ל מדנקט ר""ג בלישנא לשות כאחת משמע שאין אחת מהן מתעסקת בלישה יותר מחבירתה ור""ג אפי' שלא בעסק התיר שתהא האחת שוהה עד שתאפה לחברותיה אבל לא יותר וכן נראה מפרש""י ז""ל:"
Ritva on Pesachim 48b:3,"<b>וגם</b> הר""ח והגאונים ז""ל כך פירשו אבל במה שאמרו חכמים שלש נשים עוסקות בבצק ודאי היינו שאין לה להניח עיסתה ולהמתין כלל אלא שתהא עוסקת בו ונראה לפי פשטא שבדרך חיוב אמרו שלשה דווקא שאפי' בעסק אין לנו אלא כסדר הזה שאפי' עוסק איפשר שתחמיץ אם שוהה הרבה ומה שאמרנו בברייתא כל זמן שעוסק בבצק אינו בא לידי חימוץ אפי' לפי פשטא י""ל כך היא בדיעבד אבל לכתחילה יהבו רבנן שיעורא משום גדר וסיג שמא מתוך העסק תלאה ותניחה העיסה ותחמיץ אבל הרמב""ם ז""ל כתב לקולא שאפי' לכתחילה יכולה לישהות ולהתעסק כל מה שאיפשר בעיסתה ואין עליה איסור אלא שלא תניח העיסה ותתעסק בדברים אחרים. ונראה מדבריו ז""ל שהוא סובר דהא דקתני במתני' שלש נשים עוסקות בבצק א' עצה בעלמא קמל""ן שלא יטריחו הרבה וכדי שלא ינוחו העיסה אבל אין זה בחיוב. ומה שאמרו בברייתא כל זמן שעוסקות בבצק אינו בא לידי חימוץ אפי' לכתחילה קתני. כללו של דבר שלא באו חכמים אלא לומר שלא תשהה העיסה כדברי ר""ג בלא עסק לכתחילה ואם שהה אין אסורה אלא עד כדי מיל. ואחד מגדולי הדור דן ומורה להלכה ולמעשה לעצמו ולאחרים ואילו היו השמועות בעלמא מכריחות לפרש כן להקל ודאי היינו שומעין להם אבל אין שום ראיה לפי' הדחוק הזה הבא להקל אלא מנהג העולם בלבד והוא ודאי מנהג מבטל הלכה ומביא תקלה לעולם ומכניס בני אדם בספק התו' ומאן דדאין הכי לא חייש לקמחיה ולא חייס על חיי רוחיה ואעפ""י שאין לנו גדול ברבנים ממשה רבינו זצ""ל שדן כך אין משוא פנים בהלכה וכל שכן באיסור חמור כזה ולכתחילה. כל זה להרי""ט ז""ל. ועוד האריך הרבה ודחה פס' הרמב""ם ז""ל וכתב בודאי אפי' הנדון במשנתנו דרבנן דינא קתני שכך יש לנשים אלו לעשות על כל פנים כסדר הזה כי אעפ""י שהיה אפשר להתיר עסק יותר כי אין הטבע מחייב (על כל פנים כסדר הזה כי) <small>(נ""ל כמיותר המעתיק)</small> שיחמיץ בעסק יותר מזה חכמים נתנו שיעור הראוי והיפה כי בשיעור זה לא יתחמץ על הרוב ונתנו שיעור לישה כשיעור ערידה ושיעור ערידה כשיעור אפייה אפי' בעצים וגחלים וקצרו להם את השיעור כדי שלא תבואנה לידי איסור תורה ולתת שיעור מסוים לכל לא היה ראוי כמו שאמרנו כי בלישה דתנא ביה ואפייה הראוייה לשיעור עיסת פסח כדרכו ברור הוא שלא תבא לידי חימוץ. והאמוראים פירשו שהוא כשיעור מיל. וכבר פירשתי שלא אסרו בעיסה מלהניח כדי להוליך העוגה לתנור אלא כל שעושות כסדר הזה שהיות שיש בנתיים אינן אוסרות. ומה שאמרו כל זמן שעוסקות בבצק הכי פי' כל זמן שעוסקות בבצק כסדר הזה ומה שנתנו חכמים סימני שיאור וסידוק <small>(בכ""י מוסיף לא סמכו על שיאור וסידוק ולא תוך שיעור שנתנו: ול""נ שהן כמיותר, המעתיק)</small> לא סמכו על שיעור שנתנו חכמים וגם לענין מלקות וכרת שאין כרת ברור אלא בכך ומשנס <small>(נ""ל שראשי תיבות הן ""ומה שנתנו סימן, המעתיק)</small> שיאור וסידוק להחמיר בה תדע שלא סמכו על סימני שיאור וסדוק בשנולשו בפושרין כדברי ר""ח ז""ל <small>(נ""ל דחסר כאן תיבות ואף שהרמב""ם ודברי הר""ח הן בענין בציקות של גוים אדם ממלא כרסו וכו' המעתיק)</small> מיקל בדבר ההוא כבר ביארנו שאין דבריו נכונים ועדיין אני אומר כי אף לדברי הרמב""ם ז""ל והמקילים להתיר בהן לכתחילה ע""י עסק כמו שאמרנו אינו אלא כמו שדרש רבא ע""י צינון ידים. מעתה אין לנו להתיר לדברי שום אדם עסק מרובה אלא בצינון ידים לכתחילה ולדברינו אשה שעברה ולשה בלא צינון ידים אסור אלא שהמקילים סומכין על הרמב""ם ז""ל בההיא בדיעבד וה' אלהים יכפר בעדו. ע""כ להרי""ט ז""ל:"
Ritva on Pesachim 49a:1,"מתני' <b>ארבעה עשר שחל להיות בשבת וכו'.</b> כבר כתבתי פ""ק דהלכה כר' אליעזר בר' צדוק <small>(נ""ל דצ""ל ר' אליעזר איש ברתותא, המעתיק)</small> שאמר תרומה על פני <small>(נ""ל דצ""ל מלפני, המעתיק)</small> השבת וחולין בזמנן:"
Ritva on Pesachim 49b:1,"גמרא <b>עם הארץ אסור לאכול בשר.</b> פי' הרי""ט ז""ל כי מתוך עמיתו אינו יודע לשחוט ולמלוח כראוי:"
Ritva on Pesachim 50a:1,"<b>מקום שנהגו לעשות מלאכה בערבי פסחים עד חצות עושים מקום שנהגו שלא לעשות אין עושין.</b> פי' ומחצות ואילך אינו תלוי במנהג אלא מן הדין אסור והטעם פי' רש""י ז""ל לפי שיש לו לטרוח בענין מצה ומרור שתהא לו מוכנת לכשתחשך לאלתר. ובירושלמי פי' הטעם לפי שאינו בדין שתהא עסוק במלאכתך וקרבנך קרב ובתוספתא סברו לומר דאיסורא דאורייתא הוא וכתב הרי""ט ז""ל דאינו בדין כלל אלא איסורא דרבנן בעלמא: וכתב רבינו זרחיה ז""ל כי לפי הירושלמי עכשיו שאין הקרבן דינו כשאר הימים טובים וכל היום תלוי במנהג: והרמב""ן ז""ל הגיה עליו שזה אינו שאם כן היו שונים במשנתנו בערבי פסחים בפירוש ואין הירושלמי אלא נותן טעם למה חייבו זה לכתחילה אבל משנאסר הדבר נאסר לעולם שכל דבר שבמנין אעפ""י שבטל הטעם גזירה במקומה עומדת עד שיעמוד ב""ד ויבטל וכל שכן בזה שהדבר מוטל וצריך בזמן הזה לענין מצה ומרור כדברי רש""י ז""ל וכך כתבו בתוס' כדברי הר""ם ב""ן ז""ל וכן הוכיח הרי""ט ז""ל מדברי רבינו אלפסי ז""ל דכתבה למתני' וגמרא בעלה כפשוטה בהלכות:"
Ritva on Pesachim 50b:1,"גמרא <b>מאי אריא ערבי פסחים אפי' ערבי שבתות וימים טובים נמי.</b> פר""ש ז""ל דההוא דמתני' פרכינן דש""מ דאחר חצות אסור מן הדין. וכתב הרא""ה בשם רבו הרמב""ן ז""ל דהכי פרכינן דלעיל אין חוששין למנהג אלא במקום שיש אסור של תורה או של דבריהם ודאי <small>(נ""ל דצ""ל ובאו, המעתיק)</small> והוסיפו בדבר המנהג תופס הא לאו <small>(נ""ל דצ""ל הא נהגו שלא לעשות מלאכה בא' מימי השבוע, המעתיק)</small> נהגו שלא לעשות מלאכה כ""א מימי שבוע אין מנהג תופס כלל ולהכי פרכינן שפיר מאי אריא דקתני ערבי פסחים אי לא שמעינן דאית ביה איסורא אלא מנהגא אפי' בערבי שבתות וימים טובים נמי ואי משום דבעי לאשמעינן דבערבי פסחים תפיס מנהגא הא אפי' בערבי שבתות וערבי ימים טובים תפיס מנהגא דהא אית ביה איסורא בלא מנהגא כדתניא:"
