content,base text ref,problem
"<b>והוא מכלות הזהב.</b> פסוק הוא בד""ה וקמפרש מהו מכלות הזהב וקאמר שהן כולו של זהב סגור שהיה לשלמה שהרי עשר מנורות עשה ולכל אחת היה צריך אלף ככר כדמסיק:",JTmock Shekalim 6:3:4,
<b>לקיים מה שנאמר.</b> במנורת משה ככר זהב טהור וגו':,JTmock Shekalim 6:3:4,
"ה""ג מעשה במנורת המקדש שהיתה יתירה על מנורה שעשה משה במדבר דינר זהב והכניסוהו לכור פ' פעמים ולא חסר האש ממשקלה:",JTmock Shekalim 6:3:4,
ופריך <b>ויאות.</b> בתמיה וכי כך הוא והלא עינינו רואות כשנותנין זהב בכור באש הוא נחסר:,JTmock Shekalim 6:3:4,
<b>ומשני עד דלא יקום וכו'.</b> כשעדיין לא קם הזהב על ברירותיה שלא נצרף כל צרכו נחסר ממנו אבל בשכבר נצרף כל צרכו לא נחסר ממנו כלום אפי' מכניסין אותה לאש כמה פעמים:,JTmock Shekalim 6:3:4,
"מתני' <b>תקלין חדתין.</b> שבו נותנין שקלי שנה זו וכשמגיע זמן התרומה הגזבר מוציא כל שקלים שבשופר ונותנן ללשכה כדי שיתרמו מהם והשני כתוב עליו תקלין עתיקין ומי שלא הביא שקלו בשנה זו מביא בשנה שאח""כ ונותנו לשופר והגזבר נוטלם ונותנם בשירי הלשכה והג' כתוב עליו קינין והן תורין גדולים והד' גוזלי עולה והן בני יונה הקטנים וכולן עולות אבל לקיני חובה לא היה שופר כדמפרש בגמ':",JTmock Shekalim 6:4:1,
<b>עצים.</b> המתנדב עצים למערכה נותן דמיהן לתוכו:,JTmock Shekalim 6:4:1,
<b>לבונה.</b> המתנדב לבונה נותן דמיו לתוכו:,JTmock Shekalim 6:4:1,
"<b>זהב.</b> המתנדב זהב נותנו שם או דמי שויו והוא לכפורת כלומר לכלי שרת שהמזרקות נקראים כפורי זהב בעזרא ובד""ה לפי שהכהן מקנח בהן אצבעו בין הזאה להזאה שהשיריים שבאצבע פסולים:",JTmock Shekalim 6:4:1,
<b>ששה.</b> שופרות הנותרות הן לנדבה ובגמרא מפרש:,JTmock Shekalim 6:4:1,
<b>האומר הרי עלי עצים.</b> סתם:,JTmock Shekalim 6:4:1,
<b>לא יפחות משני גזירין.</b> כאותן שמסדרין על המערכה ושיעורן מפורש בגמ':,JTmock Shekalim 6:4:1,
"<b>לא יפחות מן קומץ.</b> שזהו שיעור הלבונה הבאה עם המנחה ובגמרא מפרש מנ""ל ודוקא המתנדב סתם אבל אם רצה להביא אפי' קורט של לבונה מביא:",JTmock Shekalim 6:4:1,
<b>זהב.</b> המתנדב זהב סתם לא יפחות מדינר זהב:,JTmock Shekalim 6:4:1,
"<b>אשם הוא אשום אשם לה'.</b> וקשיא רישא לסיפא דאשם הוא משמע בהווייתו יהא כהלכתו שהוא נאכל לכהנים ואשם לה' משמע שכולו לה' ודרש יהוידע הכהן כל שהוא מותר חטאת ואשם ילקח באותו המותר עולות נמצא ב' הכתובים קיימים אשם לה' הבשר ואשם לכהנים העורות והיכן מצינו מדרש זה ביהוידע כסף אשם וכסף חטאת לא יובא בית ה' לכהנים יהיו וא""א לומר דכסף שקדש לשם חטאת ולשם אשם יהנו בו הכהנים אלא ה""ק יעשו ממנו דבר שיהנו בו הכהנים והיינו העולות שהעורות לכהנים:",JTmock Shekalim 6:4:1,
גמ' <b>לא היה שופר של קיני.</b> חובה כגון זב וזבה ויולדת שיתנו לתוכו מעות כשם שהיו שופרות לקן נדבה כדתנן במתני':,JTmock Shekalim 6:4:2,
"<b>מפני התערובות.</b> שמא תמות אחת מאותן שנתנו מעות בשופר וה""ל מעות חטאת שמתו בעליה מעורבין עם הכשרות והכל פסולין והולכין לים המלח:",JTmock Shekalim 6:4:2,
"<b>ה""ג והתני האשה שיש עליה לידה או זיבה מביאה דמי קן וכו'.</b> כ""ה ברמב""ם פ""ק מה' מחוסרי כפרה אבל באומרת הרי עלי קן שניהם עולות והרא""פ לא הרגיש בזה:",JTmock Shekalim 6:4:2,
<b>ונותנתו בשופר.</b> שכתוב עליו קינין ודמי הקינין קצובין היו:,JTmock Shekalim 6:4:2,
<b>ואוכלת בקדשים.</b> לערב:,JTmock Shekalim 6:4:2,
"<b>ואינה חוששת שמא נתעצל בהן.</b> דחזקה על ב""ד של כהנים שאין עומדים משם עד שיכלו כל מעות של אותו שופר כדי שלא יאכלו מחוסרי כפרה בקדשי':",JTmock Shekalim 6:4:2,
"<b>ואין הכהן חושש וכו'.</b> ולא פליג ר""י משמע דכ""ע מודים דלא חיישינן שמא מתה אחת מהן:",JTmock Shekalim 6:4:2,
"<b>ומשני כי קאמרינן.</b> לר""י דחייש לתערובת היינו שיוודע לן שבוודאי מת אחד מהנותנין לתוך השופר נמצא שהן מעורבות:",JTmock Shekalim 6:4:2,
"ופריך <b>ואי אמרינן כו'.</b> כלומר אמאי ונברור ד' זוזי דמי החטאת ונאמר דאלו הן דמי החטאת שמתו בעליהן והשאר יקרבו ודקאמר ד' זוזי היינו זוזי פשיטי שח' מהן הוא דינר צורי והן דמי פרידה אחת דתנן בו ביום עמדו קינין ברבעתים פי' פרידה אחת והרובע הוא חצי דינר צורי שהוא ד' זוזי מדינה א""נ אורחיה דש""ס למתני ד':",JTmock Shekalim 6:4:2,
<b>לית ליה ברירה.</b> לא סמכינן אברירה למשרי איסורא:,JTmock Shekalim 6:4:2,
<b>בעי אם אמר הרי עלי עץ.</b> ולא אמר עצים שלא נתכוין אלא לעץ אחד מהו שיביא א' או שנים:,JTmock Shekalim 6:4:3,
<b>מתניתא אמרה כן.</b> שאף גיזר אחד הוה קרבן ונדרו נדר:,JTmock Shekalim 6:4:3,
"<b>כהאי דתנינן תמן.</b> ביומא פ""ב:",JTmock Shekalim 6:4:3,
"<b>ושנים שני כהנים בידם שני גיזרי עצים.</b> ביד כל א' גיזר אחד ש""מ שכל א' קרבן בפני עצמו:",JTmock Shekalim 6:4:3,
"<b>ה""ג קרבן לרבות את העצים.</b> וה""פ כתיב כי תקריב קרבן מנחה ומצינו לעצים שנקראו קרבן דכתיב והגורלות הפלנו על קרבן העצים:",JTmock Shekalim 6:4:3,
<b>באמה שוחקת.</b> פי' באמה גדולה:,JTmock Shekalim 6:4:4,
<b>גדומה.</b> פחותה:,JTmock Shekalim 6:4:4,
<b>כמין טורטני.</b> קנה מאזנים ולי נראה דאעוביו קאי שלא היתה עוביו אלא כטורטני והוא כמחק גודש סאה השנוי בבבלי:,JTmock Shekalim 6:4:4,
<b>אלא אמה על אמה.</b> ואמתא באמתא היכי יתיב וכתיב על העצים אשר על המזבח שלא יהו העצים יוצאין מן המזבח לפיכך לא היו העצים אלא אמה גדומה:,JTmock Shekalim 6:4:4,
<b>ותני כן.</b> ותניא נמי הכי שמקום המערכה לא היה אלא אמה על אמה:,JTmock Shekalim 6:4:4,
<b>נאמר כאן.</b> גבי לבונה דלחם הפנים אזכרה דכתיב ונתת על המערכה לבונה זכה והיתה ללחם לאזכרה:,JTmock Shekalim 6:4:5,
<b>ונאמר להלן.</b> גבי מנחה וקמץ משם מלא קומצו מסלתה ומשמנה על כל לבונתה והקטיר הכהן את אזכרתה:,JTmock Shekalim 6:4:5,
<b>אף כאן קומץ.</b> לכל מערכה וכי היכי דסתם מנחה מלא קומץ אף סתם נדבת לבונה מלא קומץ:,JTmock Shekalim 6:4:5,
"<b>ה""ג אי מה להלן שני קומצין.</b> וה""פ אי מה להלן בלחם הפנים ב' קומצין כדאמרינן לעיל על כל מערכה קומץ אף סתם נדבת לבונה ב' קומצין:",JTmock Shekalim 6:4:5,
"<b>כלום למדו לקומץ.</b> לבונה אלא מלחם הפנים והתם בעינן שיהא כל קומץ בפני עצמו מלא ואם חסר ממנה פסול ש""מ אע""ג דבהצטרפות יש שני קומצין כגון שהשני יתר אפ""ה פסול כדילפי' ממנחת חוטא ש""מ דכל קומץ קרבן בפני עצמו:",JTmock Shekalim 6:4:5,
<b>מילתא דרבי אילא אמרה.</b> מדברי ר' אילא שמעינן:,JTmock Shekalim 6:4:5,
"<b>ה""ג המתנדב לבונה מביאה בקומצו של כה""ג.</b> וה""פ מדיליף לה מלחם הפנים ובפייס נעשה ולא ידעינן הי כהן דמתרמי וצריך שיהיה הרבה שיקמוץ ממנו גדול שבכהנים:",JTmock Shekalim 6:4:5,
<b>ואפי' בקומץ הבעלים.</b> ממנחה ילפינן ויכול ליתן אותם לכל כהן שירצה שבאותו משמר:,JTmock Shekalim 6:4:5,
<b>והוא שהזכיר צורה.</b> דאמר מטבע:,JTmock Shekalim 6:4:6,
<b>צינורא.</b> שיעורו מזלג קטן:,JTmock Shekalim 6:4:6,
"<b>כנגד ששה בתי אבות.</b> הכהנים שתקנו להם חכמים שיהא כל משמר חלוק לששה בתי אבות כנגד ששת ימי השבוע שיעבוד כל אחד ביומו ובשבת כולן שוין שיהא שלום ביניהון שעורות של בהמות הניקחות מן השופרות היו לכהנים שמקריבין העולות וכל זמן שאין המזבח בטל לא היו לוקחין מן השופרות ואם לא היה להם אלא שופר אחד אתי לאנצויי דשמא באותו יום של בית אב הראשון או השני יביאו נדרים ונדבות הרבה ולא יטול הבית אב מן השופר כלום ובשאר ימות השבוע לא יביאו נדרים ונדבות הרבה נמצא אותן בתי אבות מקריבין מן השופר שלא יהא המזבח בטל והוו עורות שלהם ומנצו הנך קמאי בהדי הנך ואמרי יש לכם עורות ואנו אין לנו כלום ואי משום הנך עולות שהביאו יחידים במשמרות שלנו מזלינו גרם א""נ פעמים שמקריבין שלמים והעורות לבעלי' הלכך תקינו ששה שופרות שלא יטול זה משופרו של זה וכשהמעות באות נותנין אותן לששה שופרות:",JTmock Shekalim 6:4:7,
<b>כנגד פר וכו'.</b> שהמתנדב פר ועולה מביא ונותן לשופר שכתוב עליו פר מנה כדאמרי' יביא במנה והמתנדב עגל מביא חמשה סלעים ונותן לשופר שכתוב עליו עגל וכן כולם והכהנים מקריבין מכל שופר קרבן הכתוב עליו ומתני' רבי היא דאמר קטן והביא גדול לא יצא:,JTmock Shekalim 6:4:7,
<b>קיני זבים וקיני זבות.</b> בחד ניתנו דשם זב אחד הוא:,JTmock Shekalim 6:4:7,
<b>וחטאת ואשמות.</b> בתרין הוו:,JTmock Shekalim 6:4:7,
<b>המנחות.</b> היינו מותר מנחת חוטא דלציבור אזיל דאילו מותר מנחת יחיד הוסיף משלו ומביא מנחה אחרת:,JTmock Shekalim 6:4:7,
"<b>ועשירית האיפה.</b> שכה""ג מקריב בכל יום ואם הפריש לעשירית האיפה של יום וניתותרו שוב אין יכול לצרפו לשם מחר אלא תפול לנדבת ציבור וכדר""א לעיל בפ""ב דף ח' ורש""י במנחות פרק האומר עלי יש לו גירסא אחרת ע""ש:",JTmock Shekalim 6:4:7,
<b>ריבו לה שופרות הרבה.</b> כדי שלא יתעפשו המעות:,JTmock Shekalim 6:4:7,
"ה""ג כתיב וככלותם וכו':",JTmock Shekalim 6:4:7,
"<b>שתי נדבות עשה.</b> דבמלכים כתיב ויקח יהוידע הכהן ארון א' ויקוב חור בדלתו ויתן אותו אצל המזבח בימין וגו' ובד""ה כתיב ויאמר המלך ויעשו ארון ויתנהו בשער בית ה' החוצה משמע דב' ארונות עשה א' בפנים וא' בחוץ ומסתמא לשני מינין נדבות עשה אותן:",JTmock Shekalim 6:4:7,
<b>מפני הטמאין.</b> לעולם נדבה א' היתה אלא שיהוידע נתנו בפנים אבל המלך אמר שיתנהו בחוץ כדי שיוכלו גם הטמאים דהיינו טמאי מת ושרץ ליתן לתוכו שהם מותרים לבא במחנה לויה:,JTmock Shekalim 6:4:7,
"<b>על שם וכו'.</b> כלומר ע""כ לומר דשני נדבות היו דבמלכים כתיב אך לא יעשה בית ה' ספות מזמרות וכו' מן הכסף המובא בית ה' ובד""ה כתיב וככלות' וכו' את שאר הכסף ויעשוהו כלי שרת אלא ודאי דשני נדבות היו ומן הכסף המובא בית ה' והיינו הנדבה הכתובה במלכים לא נעשו כלי שרת אבל מנדבה הכתובה בד""ה והיא ניתנה חוץ לבית ה' ממנה עשו כלי שרת:",JTmock Shekalim 6:4:7,
"ה""ג ספות כסף וכו' מן כסף המובא בית ה':",JTmock Shekalim 6:4:7,
<small>הדרן עלך פרק שלשה עשר שופרות</small>,JTmock Shekalim 6:4:7,
מתני' <b>יפלו לשקלים.</b> דבתר קרוב אזלינן כדכתיב והיתה העיר הקרובה אל החלל:,JTmock Shekalim 7:1:1,
<b>מחצה על מחצה יפלו לנדבה.</b> בגמרא מפרש טעמא:,JTmock Shekalim 7:1:1,
<b>מחצה על מחצה יפלו ללבונה.</b> דלבונה היא עצמה קרבן ועצים מכשירי קרבן:,JTmock Shekalim 7:1:1,
<b>מחצה על מחצה יפלו לגוזלי עולה.</b> מפרש בגמ':,JTmock Shekalim 7:1:1,
גמ' ופריך <b>לא צורכא.</b> לא היה לו לתנא לשנות אלא מעות שנמצאו בין שקלים לקינים שהרי שופר של שקלים היה סמוך לקינים כפי סדר השנוי בפ' דלעיל ולא לנדבה שהנדבה בסוף ושקלים בראש:,JTmock Shekalim 7:1:2,
<b>ומשני כמין כובליי'.</b> פי' בעיגול סביב היו עומדין והיו השקלים סמוך לנדבה מצד א':,JTmock Shekalim 7:1:2,
"ופריך <b>לא צורכא.</b> לא הל""ל אלא מחצה למחצה יפלו לשקלים שמביאין מהן קרבנות ציבור הקבועים משא""כ נדבה שאינן אלא לקיץ המזבח:",JTmock Shekalim 7:1:2,
<b>ומשני אית דבעי וכו'.</b> יש שרצו לתרץ דהיינו טעמא דלא יפלו לשקלים דלפעמים יתותרו השקלים ושירי שקלים לחומת העיר ולא לקרבנות באין נמצא שהנדבה חמורה ממנה:,JTmock Shekalim 7:1:2,
"<b>מחצה למחצה.</b> שקלים שנמצאו במחצה למחצה ה""ל כשקל שמתו בעליו שנופל לנדבה כדמסיק:",JTmock Shekalim 7:1:1,sequence
"<b>עד דאנא תמן.</b> כשהייתי בבבל שמעתי ששאל ר""י לשמואל הפריש שקלו ומת מה יעשה בו:",JTmock Shekalim 7:1:2,
"<b>מותר עשירית האיפה שלו.</b> של כה""ג מה יעשה בו:",JTmock Shekalim 7:1:2,
<b>יוליכם לים המלח.</b> לא נהנין ולא מועלין בו:,JTmock Shekalim 7:1:2,
<b>וקשיא ויש חטאת וכו'.</b> אמתני' פריך דתני בין קינין וכו' מחצה למחצה יפלו לגוזל עולה בשלמא קרוב לגוזלי עולה כיון דמדאורייתא אזלינן בתר קורבה הוה כאילו הן ודאי גוזלי עולה אלא מחצה על מחצה דמספיקא שדינן להו לגוזלי עולה קשיא וכי חטאת יכול להקריב עולה מספק:,JTmock Shekalim 7:1:3,
"<b>ומשני תנאי ב""ד הוא על המותרות שיקרבו עולות.</b> אע""ג דמותרות חטאת הן ה""נ תנאי בית דין הוא שיקרבו עולות:",JTmock Shekalim 7:1:3,
ופריך <b>האשה הזאת.</b> שהביאה המעות הללו במה תתכפר כלומר שמא מקיני חובה נפלו ובמה תתכפר שהרי לא הקריבה חטאתה:,JTmock Shekalim 7:1:3,
"<b>ומשני תנאי ב""ד הוא המספק את הקינין מספק את הפסולות.</b> ואף זו מן הפסולות היא וצריך המספק קינין ליתן קינין כפי המעות הנמצאים ושוחטן חטאת על הספק דחטאת העוף באה על הספק ואינה נאכלת:",JTmock Shekalim 7:1:3,
ופריך <b>לא צורכא.</b> וכי לא היה צריך לתנא לשנות נמי בין קטורת לעצים ובין לבונה לזהב לכפורת מה דינם:,JTmock Shekalim 7:1:3,
<b>ומשני ותניתה בסיפא.</b> כבר תנא בסיפא זה הכלל הולכין אחר הקרוב וכו' ומרבינן הכל בזה הכלל ומיהו הנך דתני איצטריך לאשמעי' שום חידוש כדשנינן:,JTmock Shekalim 7:1:3,
"מתני' <b>לעולם מעשר.</b> אפי' כל השנה כולה לפי שעולי רגלים אינן מספיקין להוציא כל מעשר שני שלהם ברגלים ומניחין אותן לקרוביהם או לאהוביהן בטובת הנאה והן אוכלין אותן בקדושתן ועיקר אכילת מעות מעשר שלמים היו מביאין מהן הלכך לוקחין מהן בהמות ואע""ג דאיכא למימר שמא מן המוכרין נפלו ונתחללו כבר כיון דלוקחין הוי רובא שהרי כמה אנשים לוקחים מתגר א' אמרי' דלוקחין הן ולא נתחללו והרי הן מעשר:",JTmock Shekalim 7:2:1,
"<b>בהר הבית חולין.</b> ואתיא ברגל שרוב מעות שביד בני אדם אז הן של מעשר אפ""ה הוי חולין דאזלינן בתר רובא דשתא ואימור מקמי רגל נפיל:",JTmock Shekalim 7:2:1,
<b>בירושלים.</b> שלא בשוק הבהמות:,JTmock Shekalim 7:2:1,
<b>בשעת הרגל הכל מעשר.</b> ולא אזלינן בתר רוב שתא לפי ששוקי ירושלים עשוי להתכבד בכל יום ואי נפל מקודם כבר נמצאו אבל הר הבית לא היה עשוי להתכבד לפי שהוא גבוה והרוח מכבד ומסיר כל האבק וגם אין אדם רשאי ליכנס להר הבית באבק שברגליו לפיכך אין אבק מצוי שם:,JTmock Shekalim 7:2:1,
<b>אברים עולות.</b> כיון שמנותח כדרך הנתוח המפורש בעולות בידוע שהן של עולות:,JTmock Shekalim 7:2:1,
<b>וחתיכות חטאות.</b> דאין אוכלין בעזרה אלא חטאות ואשמות:,JTmock Shekalim 7:2:1,
<b>בירושלים זבחי שלמים.</b> דרוב בשר הנאכל בירושלים הוי שלמים:,JTmock Shekalim 7:2:1,
<b>זה וזה.</b> בין שנמצא בעזרה בין שנמצא בירושלים תעובר צורתן לפי שנפסל בהיסח הדעת אסורין באכילה ואין לזלזל בהן ולשרפן עד שיפסלו בודאי הלכך טעונין עיבור צורה והיינו שיפסלו בנותר ועבור צורה דשלמים עד יום השלישי:,JTmock Shekalim 7:2:1,
<b>נמצאו בגבולין.</b> בערי ישראל:,JTmock Shekalim 7:2:1,
<b>איברין נבילות.</b> שכן דרך שחותכין הנבילות לאיברים ומשליכין ברחובות שיאכלוהו הכלבים:,JTmock Shekalim 7:2:1,
<b>חתיכות מותרין.</b> שאין דרך לחתוך לחתיכות קטנות אלא הכשרות למכרן או לתת אותן לקדירה:,JTmock Shekalim 7:2:1,
<b>שהבשר מרובה.</b> ואין חותכין הבשר לחתיכות קטנות אלא מבשלים אותו איברים איברים:,JTmock Shekalim 7:2:1,
"גמ' ופריך <b>לא צורכא.</b> לא ה""ל לתנא למתני אלא בהר הבית קדש דודאי מתרומת הלשכה נפל שהרי אין אדם רשאי לכנוס לשם במעות צרורין בסדינן:",JTmock Shekalim 7:2:2,
<b>חזקה שאין הכהן.</b> הגזבר אין מוציא מעות מן הלשכה אלא אם כן נתחלל הלכך כל הנמצא בהר הבית חולין:,JTmock Shekalim 7:2:2,
"<b>הסיע דעת.</b> היסח הדעת מן הקדשים אע""ג דפסולין טעונין עיבור צורה קודם שריפתו:",JTmock Shekalim 7:2:3,
מתניתא אמרה כן כלומר מתני' נמי דייקי:,JTmock Shekalim 7:2:3,
<b>ויאות.</b> בתמיה וכי שפיר קאמרת דלמא במתני' אין הטעם משום היסח הדעת דכל שהוא בעזרה לא מיקרי היסח הדעת דליכא למיחש לשום טומאה והכא היינו טעמא דפסול שמא כבר נתעברה צורתו לפיכך טעון עיבור צורה ודאי אבל כל שנפסל בהיסח הדעת בודאי אפי' עיבור צורה אין צריך:,JTmock Shekalim 7:2:3,
<b>לוקין עליה משום נבילה.</b> דודאי נבלה היא:,JTmock Shekalim 7:2:4,
"<b>חתיכות מותרות לא ממש.</b> דמותרות לאכול ה""נ איברים נבלות נבלות ממש דלוקין עלייהו:",JTmock Shekalim 7:2:4,
<b>אם היו מחרוזות.</b> קשורות זו בזו מותרות דודאי נפלו מיד אדם בשוגג:,JTmock Shekalim 7:2:5,
<b>נתחלפו לו.</b> אינו יודע איזו היא:,JTmock Shekalim 7:2:5,
<b>חושש.</b> ומספיקא אסורות כולן אבל אין לוקין עליו דכל קבוע כמחצה על מחצה דמי:,JTmock Shekalim 7:2:5,
<b>ולנמצאות הולכין אחר הרוב.</b> דכל דפריש מרובא פריש וכודאי טריפה הוא ולוקין עליו וכן אם הרוב כשירות אם פריש מותר אפילו באכילה:,JTmock Shekalim 7:2:5,
"<b>הנמצא ביד עכו""ם.</b> בשר הנמצא ביד עכו""ם כאילו נמצא ברה""ר אם רוב טבחי ישראל מותר:",JTmock Shekalim 7:2:6,
"<b>הוה מסמך.</b> היה סמיך על רבי מנא וראה עכו""ם א' חותך בשר מן הסוס ויוצא לחוץ:",JTmock Shekalim 7:2:6,
"<b>א""ל הא דאר""י הנמצא ביד עכו""ם כנמצא ברה""ר.</b> ומותר אמאי ניחוש דלמא מן בהמתו חתך ואפי' מקולין וטבחי ישראל נינהו יש לאוסרו:",JTmock Shekalim 7:2:6,
"<b>א""ל.</b> הכי אר""י רבי והוא שראו העכו""ם יוצא מן המקולין של ישראל אז סמכינן להתירו:",JTmock Shekalim 7:2:6,
<b>חד בר נש וכו'.</b> אדם אחד בציפורי הלך ליקח בשר מן הטבח ולא נתן לו:,JTmock Shekalim 7:2:6,
"<b>א""ל.</b> לחד עכו""ם שיקח לו והביא לו:",JTmock Shekalim 7:2:6,
"<b>א""ל.</b> האי בר נש לטבח לא לקחתי בע""כ ממך שהעכו""ם הביא לי:",JTmock Shekalim 7:2:6,
"<b>אמר.</b> הטבח ולאו בשר נבילה מכרתי להעכו""ם:",JTmock Shekalim 7:2:6,
<b>מעשה זה בא לפני רבי.</b> ושאל לו אם נאמן הטבח לאסרו:,JTmock Shekalim 7:2:6,
<b>ואמר.</b> רבי לאו כל כמיניה לאסור מקולין דציפורי וכיון שלא הכריזו טריפה בו ביום הבשר מותר:,JTmock Shekalim 7:2:6,
"<b>רב ירד לבבל.</b> ראה אותן שהן מקילין באיסור בשר להניחו ביד עכו""ם והחמיר עלייהו ואסר כל בשר שנתעלם מן העין וכדמסיק:",JTmock Shekalim 7:2:7,
"<b>חד בר נש.</b> אדם אחד הלך לרחוץ בשר בנהר ונפל מידו והלך לו חזר ורצה ללקחו מתוך הנהר א""ל רב אסור לך בשר זה שאני אומר הראשון שטפו נהר והביא בשר אחר של נבילה במקומו:",JTmock Shekalim 7:2:7,
"<b>חד בר נש.</b> אדם אחד הוה מהלך בשוק טעון בשר בא עוף ששמו דיה וחטפו ממנו והשליכו במקום אחר ורצה האדם ההוא לחזור ללקחו א""ל רב אסור לך הא שאני אומר בשר נבילה היתה נושאת וזרקתו והאי שלקחו ממנו אכלה:",JTmock Shekalim 7:2:7,
"<b>גינאי.</b> נהר ששמו גינאי שטף נודות של יין של ישראל ומצאוהו אח""כ:",JTmock Shekalim 7:2:8,
<b>יחכמון וכו'.</b> יראו שופכי יין אם מכירין שזו היא קשריהן שקושרין הנודות יחד ויש להן סימן בקשרים מותרים:,JTmock Shekalim 7:2:8,
"<b>נוקניקה.</b> מין קנקן נמצא בבה""כ של עיר ששמה בולי והיה מלא יין:",JTmock Shekalim 7:2:8,
"<b>אמר יחכמון וכו'.</b> יראו רושמי החביות בסיקרי אם יכירו שהוא מרושם שלהם ה""ל סימן ומותר:",JTmock Shekalim 7:2:8,
<b>באסרטא דגופתא.</b> ברחוב של עיר ששמה גופתא:,JTmock Shekalim 7:2:10,
<b>משונת הים.</b> מקום שהים מגיע לשם בשעה שהוא סוער:,JTmock Shekalim 7:2:10,
"<b>משום שחיטת העכו""ם.</b> דאזלינן בתר רוב מהלכי דרכים ובדרך ההוא היו הרוב ישראל:",JTmock Shekalim 7:2:10,
"<b>ואשתכח דבית ר'.</b> ונתברר אח""כ שהיה הגדי משל בית ר' וכדין התירוהו:",JTmock Shekalim 7:2:10,
<b>עיגול דגובנא.</b> עיגול של גבינה מצאו בפונדק של לוי והיו שם רוב ישראל:,JTmock Shekalim 7:2:11,
"<b>ומשום רוב מהלכי דרכים.</b> ולא אסרו משום גבינות העכו""ם:",JTmock Shekalim 7:2:11,
"<b>ואשתכח מן דר' אלעזר בר' יוסי.</b> ומצאו שהיה הגבינה של ראבר""י וכדין התירוהו (והר""א פולדא לא דק):",JTmock Shekalim 7:2:11,
"<b>א""ר מנא.</b> לפני ר' יוסי ואנו רואין שחכמים מכריזין אפילו מוצאין בפלטיא הגדולה ושאר מקומות כיוצא בהן:",JTmock Shekalim 7:2:12,
"<b>א""ל אתה.</b> אם היית מוצא דבר לא היית נוטלו לעצמך ורבי יונה אביך לא אמר כן אלא אמר הלואי שאמצא מציאה לפני' מן פיוסריס והוא מקום שרבים מצויין שם ולא אכריזנה:",JTmock Shekalim 7:2:12,
"<b>אפילו כן.</b> סתמא דש""ס קאמר אפ""ה פעם אחת מצא ר' יונה לפנים מן פיוסרוס והחמיר על עצמו והכריזו:",JTmock Shekalim 7:2:12,
מתני' <b>זכרים עולות.</b> שאנו תולין שיצאו מירושלים ורוב זכרים שבירושלים הן עולות ורוב נקבות זבחי שלמים:,JTmock Shekalim 7:3:1,
<b>הראוי לפסחים.</b> זכר בן שנה מן הכבשים או מן העזים פסחים והמוצאו מותר להקריבו לפסחו:,JTmock Shekalim 7:3:1,
<b>קודם לרגל שלשים יום.</b> משעה שמתחילין לדרוש בהל' פסח ואדם מפריש את פסחו:,JTmock Shekalim 7:3:1,
<b>ממשכנין את מוצאיה.</b> המוצא עולות או שלמים היו ממשכנין אותו עד שיביא נסכיה משלו שלשה עשרוני' לפר ושני עשרונים לאיל ועשרון לכבש:,JTmock Shekalim 7:3:1,
<b>מניחין אותה ובורחין.</b> כדי שלא להתחייב בנסכיה:,JTmock Shekalim 7:3:1,
<b>שבעה דברים.</b> קחשיב להו ואזיל:,JTmock Shekalim 7:3:1,
"<b>עכו""ם ששלח עולתו.</b> דדרשינן איש איש שעכו""ם נודרים נדרים ונדבות כישראל:",JTmock Shekalim 7:3:1,
<b>שתהא מנחתו עשירית האיפה.</b> שכהן גדול מקריב בכל יום מחציתה בבוקר ומחציתה בערב:,JTmock Shekalim 7:3:1,
"<b>קריבה משל ציבור.</b> בגמ' מפרש טעמייהו דר""ש ור' יהודה:",JTmock Shekalim 7:3:1,
"<b>ושלימה היתה קריבה.</b> כשהיא באה משל ציבור לר""ש או משל יורשים לר""י עשרון שלם היתה קריבה ולא חצי עשרון ובגמרא מפרש מנ""ל:",JTmock Shekalim 7:3:1,
<b>שיהיו הכהנים נאותים בהן.</b> דוקא לאכילת קרבנות אבל לאכילת חולין אפילו אותן הנאכלין בעזרה כדי שיאכלו הקרבנות על השובע אין ניאותין בהן:,JTmock Shekalim 7:3:1,
<b>שלא יהיו מועלין באפרה.</b> בגמ' מפרש לה:,JTmock Shekalim 7:3:1,
"<b>ועל הקינין הפסולות.</b> המחוייבין קינין מביאין מעות ונותנין לשופר וב""ד לוקחין המעות וקונין בהן קינין והבעלים הולכים להם וסומכין על הב""ד שיקריבו קיניהן ואם פרחו הקינים או נמצאו פסולים תנאי ב""ד הוא שיקחו אחרים מתרומת הלשכה ומקנים אותן לבעלי' ויוצאים בהן ידי חובתן:",JTmock Shekalim 7:3:1,
<b>המספק את הקינים.</b> אותן שפסקו עם הגזברים למכור להם כל הקינין הצריכין הוא חייב להחליף כל שימצא בו פסול:,JTmock Shekalim 7:3:1,
"גמ' <b>לבא בדמיהן שנו.</b> כלומר איהי ודאי לא קרבה וה""ק אם בא אדם זה המוצאה לעשות לה תקנה ובא לקבל על עצמו חוב כל דמים שהוא בספק ולהוציאה לחולין ולהקדיש את דמיה אם זכר הוא נתחייב אף בדמי עולה דחיישינן שמא עולות הן:",JTmock Shekalim 7:3:2,
