Index Title,Menachot
Menachot 90a:16,"Du weisest auf einen Widerspruch zwischen [einer Handlung] innerhalb<sup>116</sup><i class=""footnote"">Des Tempels, wie dies beim Schaubrote der Fall ist.</i>und einer außerhalb hin!? Innerhalb merkt es alle Welt nicht, außerhalb merkt es alle Welt<sup>117</sup><i class=""footnote"">Somit ist auf eine dadurch entstehende Irreführung Rücksicht zu nehmen.</i>.
"
Menachot 90a:17,"Dort haben wir gelernt: Der Überschuß der Gußopfer ist für die Zehrung des Altars<sup>118</sup><i class=""footnote"">Dafür werden freiwillige Gemeindeopfer dargebracht.</i>zu verwenden. 
"
Menachot 90a:18,"Was ist unter Überschuß der Gußopfer zu verstehen?
"
Menachot 90a:19,"R. Ḥija b. Joseph erklärte: Das Überlaufende der Maße. R. Joḥanan erklärte: Wie wir gelernt haben: Wenn jemand übernommen hat, Mehl<sup>119</sup><i class=""footnote"">An den Tempel, zu den Speisopfern.</i>zum Preise von vier<sup>120</sup><i class=""footnote"">Maße für ein bestimmtes Geldstück.</i>zu liefern, und es auf drei gestiegen ist, [so liefere er zum Preise von vier], 
"
Menachot 90b:1,"wenn zum Preise von drei, und es auf vier gesunken ist, so liefere er zum Preise von vier, denn das Heiligtum<sup>121</sup><i class=""footnote"">Die obige Lehre spricht vom in einem solchen Falle dem Tempel zufallenden Gewinne.</i>hat die Oberhand. 
"
Menachot 90b:2,"Es gibt eine Lehre übereinstimmend mit R. Ḥija b. Joseph und es gibt eine Lehre übereinstimmend mit R. Joḥanan.
"
Menachot 90b:3,"Es gibt eine Lehre übereinstimmend mit R. Ḥija b. Joseph: Was mache man mit dem Überlaufenden der Maße? Ist ein anderes Opfer vorhanden, so werde es mit diesem dargebracht, bleibt es über Nacht, so ist es durch das Übernachten untauglich, und wenn nicht, so ist es für die Zehrung des Altars zu verwenden. Hiervon werden Brandopfer dargebracht, das Fleisch für Gott und die Häute für die Priester.
"
Menachot 90b:4,"Es gibt eine Lehre übereinstimmend mit R. Joḥanan: Wenn jemand übernommen hat, Mehl zum Preise von vier zu liefern, und es auf drei gestiegen ist, so liefere er zum Preise von vier, wenn zum Preise von drei, und es auf vier gesunken ist, so liefere er zum Preise von vier, denn das Heiligtum hat die Oberhand. Das ist es, was wir gelernt haben, der Überschuß der Gußopfer ist für die Zehrung des Altars zu verwenden.
"
Menachot 90b:5,"<sup>vi</sup><b>A</b><small>LLE</small> G<small>EMEINDE</small>- <small>UND PRIVATE</small> O<small>PFER BENÖTIGEN DES</small> G<small>USSOPFERS</small>, <small>AUSGENOMMEN DAS</small> E<small>RSTGEBORENE</small>, <small>DAS</small> Z<small>EHNTE</small><sup>122</sup><i class=""footnote"">Vom Vieh; cf. Lev. 27,32.</i>, <small>DAS</small> P<small>ESAḤOPFER</small>, <small>DAS</small> S<small>ÜNDOPFER UND DAS</small> S<small>CHULDOPFER</small><sup>123</sup><i class=""footnote"">Opfer, deren Darbringung Pflicht ist.</i>; <small>WOHL ABER BENÖTIGEN DAS</small> S<small>ÜNDOPFER UND DAS</small> S<small>CHULDOPFER DES</small> A<small>USSÄTZIGEN DES</small> G<small>USSOPFERS</small>.
"
Menachot 90b:6,"GEMARA. Die Rabbanan lehrten:
"
Menachot 90b:7,"<sup>124</sup><i class=""footnote"">Num. 15,3.</i><i>Und ihr dem Herrn ein Feueropfer herrichtet</i>; man könnte glauben, alles, was auf das Altarfeuer kommt, benötige des Gußopfers, auch Speisopfer, so heißt es <i>Brandopfer</i>. Woher dies vom Heilsopfer? Es heißt <i>Schlachtung</i>. Woher dies vom Dankopfer? Es heißt <i>oder Schlachtung</i>. 
"
Menachot 90b:8,"Man könnte glauben, auch das Erstgeborene, das Zehnte, das Pesaḥopfer, das Sündopfer und das Schuldopfer seien einbegriffen, so heißt es:<sup>124</sup><i class=""footnote"">Num. 15,3.</i><i>als Gelobtes aussondert oder als freiwillige Gabe</i>; was als Gelobtes und freiwillige Gabe kommt, benötigt des Gußopfers, und was nicht als Gelobtes und freiwillige Gabe kommt, benötigt nicht des Gußopfers. 
"
Menachot 90b:9,"Man könnte glauben, wenn hieraus die Ausschließung von diesen entnommen wird, seien auch die pflichtigen [Opfer] auszuschließen, die am Feste wegen des Festes dargebracht werden, nämlich die Brandopfer des Erscheinens<sup>125</sup><i class=""footnote"">Das Opfer, das beim Erscheinen im Tempel an den 3 Festen (cf. Ex. 23,17) darzubringen ist.</i>und die Heilsopfer des Festes, so heißt es: <i>oder an euren Festen</i>, was am Feste dargebracht wird, benötigt des Gußopfers. 
"
Menachot 90b:10,"Da nun hieraus die Einbegreifung von diesen entnommen wird, so könnte man auch die Sündopfer-Ziegenböcke einbegreifen, die als Pflicht am Feste dargebracht<sup>126</sup><i class=""footnote"">Cf. Num. 28,22ff.</i>werden, so heißt es:<sup>127</sup><i class=""footnote"">Num. 15,8.</i><i>wenn du ein junges Rind herrichtest</i>, 
"
Menachot 90b:11,"und da das junge Rind, das einbegriffen war, besonders hervorgehoben wird, so ist alles andere mit diesem zu vergleichen: wie das junge Rind sich dadurch auszeichnet, daß es als Gelobtes und freiwillige Gabe kommt, ebenso auch alles andere, was als Gelobtes und freiwillige Gabe kommt.
"
Menachot 90b:12,"<sup>124</sup><i class=""footnote"">Num. 15,3.</i><i>Um dem Herrn einen wohlgefälligen Geruch zu bereiten, vom Rindvieh oder vom Kleinvieh</i>. Was lehrt dies? Da es <i>Brandopfer</i> heißt, so könnte man glauben. auch das Geflügel-Brandopfer sei einbegriffen, so heißt es: <i>vom Rindvieh oder vom Kleinvieh</i> – so R. Jošija. 
"
Menachot 90b:13,"R. Jonathan sagt, dies sei nicht nötig; es heißt <i>Schlachtung</i>, und das Geflügel ist keine Schlachtung, vielmehr deuten [die Worte:] <i>vom Rindvieh oder vom Kleinvieh</i>, auf das folgende. Es heißt:<sup>128</sup><i class=""footnote"">Lev. 1,2.</i><i>wenn jemand von euch dem Herrn ein Opfer darbringt, vom Vieh, vom Rindvieh und vom Kleinvieh</i>; man könnte demnach glauben, wenn jemand sagt, er nehme auf sich [die Darbringung] eines Brandopfers, müsse er es von beidem darbringen, so heißt es: <i>vom Rindvieh oder vom Kleinvieh</i>, er bringe nach Belieben eines oder beides dar. – 
"
Menachot 90b:14,"Wozu ist nach R. Jonathan hierfür ein Schriftvers nötig, er sagt ja, nur wenn die Schrift ausdrücklich ‘zusammen’ sagt<sup>129</sup><i class=""footnote"">Seien beide in der Schrift genannten Dinge zu verstehen, wenn aber nicht, so ist das ‘und’ in der Bedeutung ‘oder’ zu verstehen; cf. Syn. Fol. 66a.</i>!? – 
"
Menachot 90b:15,"Dies ist nötig; es heißt: <i>und vom Kleinvieh</i>, somit<sup>130</sup><i class=""footnote"">Da das ‘und’ an dieser Stelle überflüssig ist.</i>könnte man glauben,
"
Menachot 91a:1,"dies sei ebenso, als würde es ‘<i>zusammen</i>’ heißen. – 
"
Menachot 91a:2,"Nach R. Jošija, welcher sagt, auch wenn es nicht ‘zusammen’ heißt, sei es ebenso, als würde es ‘zusammen’ heißen, ist ja der Schriftvers hierfür<sup>131</sup><i class=""footnote"">Zur Teilung, während er aus diesem die Ausschließung des Geflügelopfers entnimmt.</i>nötig!? – 
"
Menachot 91a:3,"Es heißt:<sup>132</sup><i class=""footnote"">Lev. 1,3.</i><i>wenn sein Opfer ein Brandopfer vom Rindvieh ist</i>, und ferner: <sup>133</sup><i class=""footnote"">Ib. V. 10.</i><i>wenn sein Opfer vom Kleinvieh ist</i><sup>134</sup><i class=""footnote"">Sie werden besonders behandelt, demnach kann auch eines dargebracht werden.</i>. –
"
Menachot 91a:4,"Und jener!? – Dies ist nötig; man könnte glauben, dies gelte nur von dem Falle, wenn man dies<sup>135</sup><i class=""footnote"">Beim Geloben, daß man nur eines darbringen wolle.</i>ausdrücklich sagt, wenn aber nicht, bringe man beides, so lehrt er uns.
"
Menachot 91a:5,"Der Meister sagte: Woher dies vom Dankopfer? Es heißt: <i>oder Schlachtung</i>. Ist denn das Dankopfer keine<sup>136</sup><i class=""footnote"">Dieses sollte ja gleich dem Heilsopfer aus dem W.e ‘Schlachtung’ entnommen werden.</i>Schlachtung!? – Dies ist nötig; man könnte glauben, dieses benötige, da dazu das Brot<sup>137</sup><i class=""footnote"">Es ist nicht mehr ausschließlich Schlachtopfer.</i>gehört, nicht des Gußopfers, so lehrt er uns. – 
"
Menachot 91a:6,"Womit ist es anders als der Widder des Nazirs, der, obgleich dazu das Brot gehört, des Gußopfers benötigt!? –
"
Menachot 91a:7,"Man könnte glauben, bei diesem sind es zwei<sup>138</sup><i class=""footnote"">Von Kuchen, aus welchen das Speisopfer besteht.</i>Arten, bei jenem aber vier Arten, so lehrt er uns. –
"
Menachot 91a:8,"Sollte doch der Allbarmherzige nur geschrieben haben: <i>als Gelobtes aussondert oder als freiwillige Gabe</i>, und nicht auch <i>Brandopfer</i><sup>139</sup><i class=""footnote"">Darunter würde man alle freiwilligen Opfer verstanden u. das Speisopfer durch die Nennung von Rind- u. Kleinvieh ausgeschlossen haben.</i>!? –
"
Menachot 91a:9,"Hätte der Allbarmherzige <i>Brandopfer</i> nicht geschrieben, so würde man gefolgert haben: <i>und ihr dem Herrn ein Feueropfer herrichtet</i>, generell, <i>als Gelobtes aussondert oder als freiwillige Gabe</i>, speziell, <i>zum angenehmen Geruche</i>, wiederum generell, und wenn auf eine Generalisierung eine Spezialisierung und wiederum eine Generalisierung folgt, so richte man sich nach der Spezialisierung: wie das Speziellgenannte eine Sache ist, die nicht wegen einer Sünde dargebracht wird, ebenso auch alles andere, was nicht wegen einer Sünde dargebracht wird; 
"
Menachot 91a:10,"ich schließe somit das Sündopfer und das Schuldopfer aus, die wegen einer Sünde dargebracht werden, und schließe das Erstgeborene, das Zehnte und das Pesaḥopfer ein, die nicht wegen einer Sünde dargebracht werden. Daher heißt es <i>Brandopfer</i>. –
"
Menachot 91a:11,"Was ist nun, wo es <i>Brandopfer</i> heißt, durch die Generalisierung und Spezialisierung<sup>140</sup><i class=""footnote"">Das W. ‘Brandopfer’ ist ebenfalls eine Spezialisierung u. muß nach dieser Regel auf die Einschließung einer anderen Sache deuten.</i>einzuschließen? – Wie [zur Darbringung] des Speziellgenannten keine Pflicht besteht, ebenso alles andere, dessentwegen keine Pflicht besteht;
"
Menachot 91a:12,"dies schließt das Junge<sup>141</sup><i class=""footnote"">Das nach der Absonderung geworfen wurde.</i> des Opfers ein, das Eingetauschte, 
"
Menachot 91a:13,"das vom Überschuß dargebrachte Brandopfer, das zum Weiden zurückgesetzte<sup>142</sup><i class=""footnote"">Wenn es aus irgend einem Grunde nicht dargebracht werden kann; cf. supra Fol. 80a.</i>Schuldopfer und alle nicht auf ihren Namen geschlachteten Opfer. –
"
Menachot 91a:14,"Wozu ist, wo du erklärt hast, das <i>oder</i> deute auf eine Auslegung, die Teilung nötig [im Schriftverse] <i>als Gelobtes aussondert oder als freiwillige Gabe</i>? – Diese ist nötig; man könnte glauben, das Gußopfer sei nur dann erforderlich, wenn man ein Gelobtes und eine freiwillige Gabe bringt, so lehrt er uns, daß, wenn man ein Gelobtes allein bringt, das Gußopfer erforderlich sei, und wenn man eine freiwillige Gabe allein bringt, das Gußopfer erforderlich sei. – 
"
Menachot 91a:15,"Erklärlich ist dies<sup>143</sup><i class=""footnote"">Daß dieserhalb eine Teilung erforderlich ist.</i>nach R. Jošija, wozu aber ist dies nach R. Jonathan nötig!? – Man könnte glauben, zu einem Gelobten allein gehöre ein Gußopfer, zu einer freiwilligen Gabe allein gehöre ein Gußopfer, und zu einem Gelobten und einer freiwilligen Gabe sei das Gußopfer des einen ausreichend, so lehrt er uns. –
"
Menachot 91a:16,"Wozu heißt es: <i>oder an euren Festen</i>? – Man könnte glauben, dies gelte nur von dem Falle, wenn man ein Brandopfer als Gelobtes oder ein Heilsopfer als freiwillige Gabe bringt, oder auch umgekehrt, 
"
Menachot 91a:17,"wenn aber ein Brandopfer und ein Heilsopfer als Gelobtes oder ein Brandopfer und ein Heilsopfer als freiwillige Gabe, so gehören sie durch die Benennung Gelobtes oder freiwillige Gabe zusammen und das Gußopfer des einen sei ausreichend, daher heißt es: <i>oder an euren Festen</i>. –
"
Menachot 91a:18,"Wozu heißt es:<sup>144</sup><i class=""footnote"">Num. 15,8.</i><i>wenn du ein junges Rind als Brandopfer oder als Schlachtopfer herrichtest</i>? – Dies ist nötig; man könnte glauben, dies gelte nur von dem Falle, wenn man ein Brandopfer und ein Heilsopfer als Gelobtes oder ein Brandopfer und ein Heilsopfer als freiwillige Gabe bringt, 
"
Menachot 91a:19,"wenn aber zwei Brandopfer, eines als Gelobtes und eines als freiwillige Gabe, oder zwei Heilsopfer, eines als Gelobtes und eines als freiwillige Gabe, so gehören sie durch die Benennung Heilsopfer oder Brandopfer zusammen und das Gußopfer des einen sei ausreichend, so lehrt er uns. – 
"
Menachot 91a:20,"Wozu heißt es: <i>ein Gelobtes aussondert oder eine freiwillige Gabe</i>? – Man könnte glauben, dies gelte nur von dem Falle, wenn man zwei Brandopfer bringt, eines als Gelobtes und eines als freiwillige Gabe, oder zwei Heilsopfer, eines als Gelobtes und eines als freiwillige Gabe, 
"
Menachot 91a:21,"wenn aber zwei Brandopfer als Gelobtes, zwei Brandopfer als freiwillige Gabe, zwei Heilsopfer als Gelobtes oder zwei Heilsopfer als freiwillige Gabe, so gehören sie durch die Benennung Brandopfer beziehungsweise die Benennung Gelobtes zusammen und das Gußopfer des einen sei ausreichend, so lehrt er uns. – 
"
Menachot 91a:22,"Wozu heißt es nach R. Jošija: <i>vom Rindvieh oder vom Kleinvieh</i><sup>145</sup><i class=""footnote"">Aus diesem Schriftverse entnimmt er oben die Ausschließung des Geflügelopfers, u. hierfür reichen auch die W.e ‘vom Rindvieh’.</i>? – 
"
Menachot 91a:23,"Man könnte glauben, dies gelte nur von dem Falle, wenn es<sup>146</sup><i class=""footnote"">Die Absonderung u. die Schlachtung der beiden Opfer.</i>nach einander folgt, wenn aber gleichzeitig, sei das Gußopfer des einen ausreichend, so lehrt er uns.
"
Menachot 91a:24,"
"
Menachot 91a:25,"W<small>OHL ABER BENÖTIGEN DAS</small> S<small>ÜNDOPFER UND DAS</small> S<small>CHULDOPFER DES</small> A<small>USSÄTZIGEN DES</small> G<small>USSOPFERS</small>. Woher dies? – Die Rabbanan lehrten:<sup>147</sup><i class=""footnote"">Lev. 14,10.</i><i>Und drei I͑saron Feinmehl zum Speisopfer</i>, die Schrift spricht vom mit dem Schlachtopfer dargebrachten Speisopfer. 
"
Menachot 91a:26,"Du sagst, vom mit dem Schlachtopfer dargebrachten Speisopfer, vielleicht ist dem nicht so, sondern vom allein dargebrachten Speisopfer? Wenn es [weiter] heißt:<sup>148</sup><i class=""footnote"">Ib. V. 20.</i><i>und der Priester bringe das Brandopfer und das Speisopfer hinauf</i>, so spricht ja die Schrift vom mit dem Schlachtopfer dargebrachten Speisopfer. 
"
Menachot 91a:27,"Ich würde noch immer nicht gewußt haben, ob dieses des Gußopfers benötige oder nicht, so heißt es:<sup>149</sup><i class=""footnote"">Num. 15,5.</i><i>und ein Viertel Hin Wein als Gußopfer sollst du zum Brandopfer oder zur Schlachtung für jedes Lamm herrichten</i>. Brandopfer, das ist das Brandopfer des Aussätzigen; Schlachtung, das ist das Sündopfer des Aussätzigen; oder zur Schlachtung, das ist das Schuldopfer des Aussätzigen. 
"
Menachot 91a:28,"Aus [dem Worte] <i>Schlachtung</i> ist ja beides zu entnehmen,
"
Menachot 91b:1,"denn der Meister sagte: Woher dies<sup>150</sup><i class=""footnote"">Cf. Zeb. Fol. 36a.</i>vom Sündopfer und vom Schuldopfer? Es heißt <i>Schlachtung</i>!? –
"
Menachot 91b:2,"Dies nur dann, wenn sie<sup>151</sup><i class=""footnote"">Das Sünd- u. das Schuldopfer, wie dies beim Nazir der Fall ist.</i> einander gleichen, hierbei aber, wo das Schuldopfer zur Tauglichmachung<sup>152</sup><i class=""footnote"">Des Aussätzigen, der vorher das jisraél. Lager nicht betreten darf.</i>und das Sündopfer zur Sühne<sup>153</sup><i class=""footnote"">Der Aussatz ist eine Strafe für manche Sünden.</i>dient, sind zwei Schriftverse nötig. – 
"
Menachot 91b:3,"«Schlachtung, das ist das Sündopfer des Aussätzigen.» Vielleicht das Sündopfer des Nazirs!? –
"
Menachot 91b:4,"Dies ist nicht einleuchtend, denn es wird gelehrt:<sup>154</sup><i class=""footnote"">Num. 6,15.</i><i>Und ihre Speisopfer und ihre Gaßopfer</i>, die Schrift spricht von seinem<sup>155</sup><i class=""footnote"">Des Nazirs.</i>Brandopfer und seinem Heilsopfer. 
"
Menachot 91b:5,"Du sagst, von seinem Brandopfer und seinem Heilsopfer, vielleicht ist dem nicht so, sondern auch vom Sündopfer? Es heißt:<sup>156</sup><i class=""footnote"">Ib. V. 17.</i><i>Und den Widder richte er zur Schlachtung eines Heilsopfers her (sein Speisopfer und sein Gußopfer)</i>, 
"
Menachot 91b:6,"und da der Widder einbegriffen war und besonders hervorgehoben wird, so ist alles mit ihm zu vergleichen: wie der Widder sich dadurch auszeichnet, daß er als Gelobtes und als freiwillige Gabe kommt, ebenso alles, was als Gelobtes und als freiwillige Gabe kommt<sup>157</sup><i class=""footnote"">Zum Sündopfer des Nazirs gehört somit kein Gußopfer.</i>. –
"
Menachot 91b:7,"«Brandopfer, das ist das Brandopfer des Aussätzigen.» Vielleicht das Brandopfer einer Wöchnerin!? 
"
Menachot 91b:8,"Abajje erwiderte: Das Brandopfer einer Wöchnerin ist aus dem Schlusse des Schriftverses zu entnehmen, denn es wird gelehrt: 
"
Menachot 91b:9,"R. Nathan sagte: <i>Lamm</i>, das ist das Brandopfer der Wöchnerin, <i>jedes</i>, das ist das elfte<sup>158</sup><i class=""footnote"">Wenn man sich beim Zählen geirrt u. das 11. Vieh als Zehnt bezeichnet hat, so ist auch dieses heilig.</i>bei der Verzehntung. 
"
Menachot 91b:10,"Desgleichen, daß der Anhang bedeutender ist<sup>159</sup><i class=""footnote"">Das richtige Zehntvieh benötigt nicht des Gußopfers, dieses aber wohl.</i>als die Hauptsache, finden wir in der ganzen Tora nicht.
"
Menachot 91b:11,"Raba erwiderte: Das, wofür drei Einschließungen<sup>160</sup><i class=""footnote"">Die im bezüglichen Schriftverse vorhanden sind.</i>nötig sind, ist das [Opfer] des Aussätzigen. –
"
Menachot 91b:12,"Wozu heißt es:<sup>161</sup><i class=""footnote"">Num. 15,6.</i><i>für einen Widder</i>? R. Šešeth erwiderte: Dies schließt den Widder Ahrons<sup>162</sup><i class=""footnote"">Den Widder, den der Hochpriester am Versöhnungstage darzubringen hat; cf. Lev. 16,3.</i>ein. – 
"
Menachot 91b:13,"Hinsichtlich des Widders Ahrons ist es ja aus [den Worten] <i>an euren Festen</i> zu entnehmen!? – Man könnte glauben, dies gelte nur vom [Opfer] der Gemeinde, nicht aber von dem eines einzelnen. – 
"
Menachot 91b:14,"Womit ist dieser anders als das Brandopfer einer Wöchnerin<sup>163</sup><i class=""footnote"">Das des Gußopfers benötigt, obgleich es das Opfer eines einzelnen ist.</i>!? –
"
Menachot 91b:15,"Man könnte glauben, dies gelte nur von einer Sache, für die keine Zeit festgesetzt ist, nicht aber von einer Sache, für die eine Zeit festgesetzt<sup>164</sup><i class=""footnote"">Wie dies beim Widder des Hochpriesters der Fall ist.</i>ist, so lehrt er uns. –
"
Menachot 91b:16,"Wozu heißt es: <i>oder für einen Widder</i>? – Dies schließt das Halberwachsene<sup>165</sup><i class=""footnote"">Das Lamm im 13. Monat; in diesem Alter ist es weder Lamm noch Widder.</i>ein<sup>166</sup><i class=""footnote"">Hinsichtl. des Gußopfers.</i>. – 
"
Menachot 91b:17,"Einleuchtend ist dies nach R. Joḥanan, welcher sagt, dieses sei ein besonderes Geschöpf, denn wir haben gelernt: wenn man ein solches dargebracht<sup>167</sup><i class=""footnote"">Während man ein Lamm oder einen Widder gelobt hat.</i>hat, bringe man dazu das Gußopfer eines Widders und das Schlachtopfer werde ihm nicht<sup>168</sup><i class=""footnote"">Um sich damit der Pflicht des Gelübdes zu entledigen.</i>angerechnet, und hierzu sagte R. Joḥanan, [die Worte] <i>oder für einen Widder</i>, schließen das Halberwachsene ein; 
"
Menachot 91b:18,"wozu aber ist nach Bar Pada, welcher sagt, man bringe es unter Bedingung<sup>169</sup><i class=""footnote"">Ist es ein Widder, so gehöre das Gußopfer dazu, wenn aber ein Lamm, so gelte der für dieses erforderliche Teil als Gußopfer u. der Überschuß als freiwillige Spende.</i>dar, da bezüglich dessen ein Zweifel obwaltet, ein Schriftvers zur Einschließung des Zweifelhaften<sup>170</sup><i class=""footnote"">Gott gegenüber gibt es einen solchen nicht.</i>nötig!? – 
"
Menachot 91b:19,"Nach Bar Pada ist dies ein Einwand.
"
Menachot 91b:20,"<sup>171</sup><i class=""footnote"">Num. 15,11.</i><i>So verfahre man bei jedem Rinde, bei jedem Widder oder beim Lamme unter den Schafen oder den Ziegen</i>. Wozu heißt es: <i>bei jedem Rinde</i>? – Wir finden, daß die Schrift zwischen dem Gußopfer eines Widders und dem Gußopfer eines Lammes unterschieden hat, somit könnte man glauben, auch zwischen dem Gußopfer eines Farren und dem Gußopfer eines Kalbes sei zu unterscheiden, so heißt es: <i>bei jedem Rinde</i>. –
"
Menachot 91b:21,"Wozu heißt es: <i>bei jedem Widder</i>? – Wir finden, daß die Schrift zwischen dem Gußopfer eines einjährigen und dem Gußopfer eines zweijährigen [Tieres] unterschieden hat, somit könnte man glauben, auch zwischen dem Gußopfer eines zweijährigen und dem Gußopfer eines dreijährigen sei zu unterscheiden, so heißt es: <i>bei jedem Widder</i>. –
"
Menachot 91b:22,"Wozu heißt es: <i>oder beim Lamme unter den Schafen</i>? – Wir finden, daß die Schrift zwischen dem Gußopfer eines Lammes und dem Gußopfer eines Widders unterschieden hat, somit könnte man glauben, auch zwischen dem Gußopfer eines Lammes und einer Schafmutter sei zu unterscheiden, so heißt es: <i>oder beim Lamme unter den Schafen</i>. –
"
Menachot 91b:23,"Wozu heißt es: <i>oder den Ziegen</i>? – Wir finden, daß die Schrift zwischen dem Gußopfer eines Lammes und dem Gußopfer eines Widders unterschieden hat, somit könnte man glauben, auch zwischen dem Gußopfer eines jungen Böckchens und dem Gußopfer eines Ziegenbockes sei zu unterscheiden, so heißt es: <i>oder den Ziegen</i>.
"
Menachot 91b:24,"R. Papa sagte: Raba prüfte uns [durch die Frage,]
"
Menachot 92a:1,"wieviel zum Gußopfer einer Schafmutter nötig sei, und wir beantworteten es ihm aus der folgenden Mišna: [Der Stempel mit] ‘Ziege’<sup>172</sup><i class=""footnote"">Wer Gußopfer wünschte, zahlte an einen Beamten im Tempel den bezüglichen Betrag, wofür er eine mit einem Stempel versehene Quittung erhielt, u. gegen Vorzeigung dieser wurde ihm das Gußopfer ausgehändigt; cf. Seq. V, 4.</i>wurde bei Gußopfern für Kleinvieh verwandt, ob groß oder klein, ob männlich oder weiblich, ausgenommen Widder<sup>173</sup><i class=""footnote"">Für das gesamte Kleinvieh, mit Ausnahme der Widders, war demnach ein gleichmäßiges Gußopfer erforderlich.</i>.
"
Menachot 92a:2,"<sup>vii</sup><b>B</b><small>EO KEINEM DER</small> G<small>EMEINDEOPFER ERFOLGT DAS</small> S<small>TÜTZEN</small><sup>174</sup><i class=""footnote"">Der Hand auf den Kopf des Opfers.</i>, <small>AUSGENOMMEN DEM</small> F<small>ARREN WEGEN</small> [Ü<small>BERTRETUNG EINES</small>] <small>ALLER</small> G<small>EBOTE UND DEM FORTZUSCHICKENDEN</small><sup>175</sup><i class=""footnote"">Am Versöhnungstage; cf. Lev. 16,5ff.</i>[S<small>ÜHNE</small>]<small>BOCK</small>; R. Š<small>IMO͑N SAGT</small>, <small>AUCH BEIM</small> Z<small>IEGENBOCK WEGEN</small> G<small>ÖTZENDIENSTES</small>. 
"
Menachot 92a:3,"A<small>LLE</small> P<small>RIVATOPFER BENÖTIGEN DES</small> S<small>TÜTZENS</small>, <small>AUSGENOMMEN DAS</small> E<small>RSTGEBORENE</small>, <small>DAS</small> Z<small>EHNTE UND DAS</small> P<small>ESAḤOPFER</small>.
"
Menachot 92a:4,"E<small>IN</small> E<small>RBE</small><sup>176</sup><i class=""footnote"">Der das Opfer seines Vaters darbringt.</i><small>STÜTZT</small>, <small>BRINGT DAS</small> G<small>USSOPFER UND TAUSCHT UM</small><sup>177</sup><i class=""footnote"">Wenn er das zur Opferung reservierte Tier auf ein anderes umtauscht, ist der Umtausch gültig.</i>.
"
Menachot 92a:5,"GEMARA. Die Rabbanan lehrten: Bei keinem der Gemeindeopfer erfolgt das Stützen, ausgenommen beim Farren wegen [Übertretung eines] aller Gebote und den Ziegenböcken wegen Götzendienstes – so R. Šimo͑n. R. Jehuda sagt, bei den Ziegenböcken wegen Götzendienstes erfolgt nicht das Stützen, und an deren Stelle kommt der fortzuschickende [Sühne]bock hinzu. – 
"
Menachot 92a:6,"Geht es denn nicht, wenn nichts hinzukommt!? Rabina erwiderte: Es ist überliefert, daß zwei Gemeindeopfer des Stützens benötigen. 
"
Menachot 92a:7,"R. Šimo͑n sprach zu ihm: Das Stützen muß ja durch den Eigentümer erfolgen, und bei diesem<sup>178</sup><i class=""footnote"">Dem fortzuschickenden Sühnebock, der für die Gemeinde dargebracht wird.</i>erfolgt es ja durch Ahron und seine Söhne!? Jener erwiderte: Auch Ahron und seine Söhne erlangen<sup>179</sup><i class=""footnote"">Sie gehören also mit zu den Eigentümern.</i>durch ihn Sühne. 
"
Menachot 92a:8,"R. Jirmeja sagte: Sie vertreten hierbei ihre Ansichten, 
"
Menachot 92a:9,"denn es wird gelehrt:<sup>180</sup><i class=""footnote"">Lev. 16,33.</i><i>Er sühne das Heilige des Heiligtums</i>, das ist das Allerheiligste; <i>das Offenbarungszelt</i>, das ist der Tempel; <i>den Altar</i>, dem Wortlaute gemäß; <i>soll er sühnen</i>, das sind die Vorhöfe; <i>die Priester</i>, dem Wortlaute gemäß; <i>das ganze Volk</i>, das sind die Jisraéliten, <i>soll er sühnen</i>, das sind die Leviten.
"
Menachot 92a:10,"Sie alle gleichen einander bei der einen Entsündigung, denn sie alle werden durch den fortzuschickenden [Sühne]bock<sup>181</sup><i class=""footnote"">Wegen aller anderen Sünden, während die Verunreinigung des Tempels durch andere Opfer gesühnt wird.</i> entsündigt – so R. Jehuda. 
"
Menachot 92a:11,"R. Šimo͑n sagte: Wie das Blut des innerhalb hergerichteten Bockes<sup>175</sup><i class=""footnote"">Am Versöhnungstage; cf. Lev. 16,5ff.</i>den Jisraéliten Sühne schafft wegen Verunreinigung des Tempels und seiner Heiligtümer, ebenso schafft das Blut des Farren<sup>182</sup><i class=""footnote"">Cf. Lev. 16,3.</i>den Priestern Sühne wegen Verunreinigung des Tempels und seiner Heiligtümer, und wie ferner das Sündenbekenntnis über dem fortzuschickenden [Sühne]bocke<sup>183</sup><i class=""footnote"">Cf. ib. 16,21.</i>den Jisraéliten Sühne schafft wegen anderer Sünden, ebenso schafft das Sündenbekenntnis über dem Farren den Priestern Sühne wegen anderer Sünden<sup>184</sup><i class=""footnote"">Nach RŠ. erlangen die Priester keine Sühne durch den fortzuschickenden Sühnebock.</i>. – 
"
Menachot 92a:12,"Und R. Šimo͑n, sie gleichen ja einander<sup>185</sup><i class=""footnote"">Hinsichtl. der Sühne, wie dies aus dem angezogenen Schriftverse hervorgeht.</i>!? – Sie gleichen einander, indem sie alle Sühne erlangen, jedoch jeder durch das seinige. 
"
