Index Title,Oholot
Mishnah Oholot 9:13,"XIII. W<small>ENN ER AUF SEINEM</small> B<small>ODEN STEHT UND EIN</small> [<small>VERWENDBARES</small>] G<small>ERÄT</small><sup>10</sup><i class=""footnote"">fn1070,Dh. unbeschädigt.</i><small>IST, UND DIE</small> U<small>NREINHEIT SICH UNTER IHM, IN IHM ODER ÜBER IHM BEFINDET, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>. I<small>ST ER EINE</small> H<small>ANDBREITE HOCH ÜBER DER</small> E<small>RDE, ODER ZUGEDECKT, ODER AUF DIE</small> M<small>ÜNDUNG GESTÜLPT, SO IST, WENN DIE</small> U<small>NREINHEIT SICH UNTER IHM, IN IHM ODER ÜBER IHM BEFINDET, ALLES UNREIN</small>."
Mishnah Oholot 9:14,"XIV. D<small>IES GILT NUR IN DEM</small> F<small>ALLE, WENN ER EIN</small> G<small>ERÄT IST, WENN ER ABER BESCHÄDIGT IST UND MIT</small> S<small>TROH ZUGESTOPFT, ODER VIERZIG</small> S<small>EÁ FASST, NACH DEN</small> W<small>EISEN</small><sup>9</sup><i class=""footnote"">fn1069,Nach welchen ein solcher nicht mehr als Gefäß, sondern als Zeit gilt.</i>, <small>UND DIE</small> U<small>NREINHEIT SICH UNTER IHM, IN IHM ODER ÜBER IHM BEFINDET, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>. R. E<small>LIE͑ZER UND</small> R. Š<small>IMO͑N SAGEN, DIE</small> U<small>NREINHEIT STEIGE NICHT ZU IHM NACH OBEN</small><sup>11</sup><i class=""footnote"">fn1071,Befindet sich die Unreinheit unter diesem, so dringt sie nur nach unten.</i><small>UND SINKE NICHT AUS IHM NACH UNTEN</small><sup>12</sup><i class=""footnote"">fn1072,Befindet sie sich auf od. in diesem, so steigt sie nur nach oben.</i>. I<small>ST ER EINE</small> H<small>ANDBREITE HOCH ÜBER DER</small> E<small>RDE, SO IST, WENN DIE</small> U<small>NREINHEIT SICH UNTER IHM BEFINDET, ALLES UNTER IHM UNREIN, UND WENN IN IHM ODER ÜBER IHM, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN</small>."
Mishnah Oholot 9:15,"XV. W<small>ENN DER</small> S<small>ARG, IN DEM EIN</small> T<small>OTER IST, UNTEN BREIT UND OBEN SCHMAL IST, SO IST, WAS IHN UNTEN BERÜHRT, REIN, UND WAS OBEN, UNREIN</small><sup>13</sup><i class=""footnote"">fn1073,Sind die Wände schräg u. der Tote in der Mitte, so befindet sich das Obere der Wand über dem Toten, das Untere aber steht ab.</i>. I<small>ST ER OBEN BREIT UND UNTEN SCHMAL, SO IST, WAS IHN IRGENDWO BERÜHRT, UNREIN</small><sup>11</sup><i class=""footnote"">fn1071,Befindet sich die Unreinheit unter diesem, so dringt sie nur nach unten.</i>. I<small>ST ER ÜBERALL GLEICH</small> [<small>BREIT</small>], <small>SO IST, WAS IHN IRGENDWO BERÜHRT, UNREIN</small><sup>14</sup><i class=""footnote"">fn1074,Da der Deckel den Toten bezeltet.</i>– <small>SO</small> R. E<small>LIE͑ZER</small>. R. J<small>EHOŠUA͑ SAGT, WENN VON EINER</small> H<small>ANDBREITE ABWÄRTS</small><sup>15</sup><i class=""footnote"">fn1075,Dieser Teil gehört noch zum Erdboden.</i>, <small>SEI ES REIN, WENN VON EINER</small> H<small>ANDBREITE AUFWÄRTS, SEI ES UNREIN</small>. I<small>ST ER NACH</small> A<small>RT EINER</small> K<small>LEIDERTRUHE</small><sup>16</sup><i class=""footnote"">fn1076,Mit gerundetem überstehendem Deckel.</i><small>GEFERTIGT, SO IST, WAS IHN IRGENDWO BERÜHRT, UNREIN; WENN NACH</small> A<small>RT EINES</small> S<small>CHMUCKKASTENS</small><sup>17</sup><i class=""footnote"">fn1077,Mit flachem Deckel u. gerundeten Seitenwänden.</i>, <small>SO IST, WAS IHN IRGEND WO BERÜHRT, REIN, AUSGENOMMEN DIE</small> S<small>TELLE DER</small> Ö<small>FFNUNG</small>."
Mishnah Oholot 9:16,"XVI. W<small>ENN EIN</small> F<small>ASS IM</small> F<small>REIEN AUF SEINEM</small> B<small>ODEN STEHT UND EINE</small> O<small>LIVE VON EINEM</small> T<small>OTEN SICH DARUNTER BEFINDET, ODER DARIN GEGENÜBER DEM</small> B<small>ODEN, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS, UND DAS</small> F<small>ASS IST UNREIN</small>. W<small>ENN UNTER DER</small> S<small>EITENWAND</small><sup>18</sup><i class=""footnote"">fn1078,Unter der Bauchung der Wand.</i><small>VON AUSSEN, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS, UND DAS</small> F<small>ASS IST REIN</small>. W<small>ENN INNEN UNTER DER</small> S<small>EITENWIND</small><sup>19</sup><i class=""footnote"">fn1079,Innerhalb der Bauchung.</i>, <small>SO IST, WENN DIE</small> W<small>ÄNDE EINE</small> F<small>AUSTWEITE HABEN, ALLES UNREIN UND GEGENÜBER DER</small> M<small>ÜNDUNG REIN, UND WENN NICHT, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>. D<small>IES GILT NUR IN DEM</small> F<small>ALLE, WENN ES REIN IST, IST ES ABER UNREIN, ODER STEHT ES EINE</small> H<small>ANDBREITE ÜBER DER</small> E<small>RDE AB, ODER IST ES ZUGEDECKT, ODER AUF DIE</small> M<small>ÜNDUNG GESTÜLPT, SO IST, WENN DIE</small> U<small>NREINHEIT SICH DARUNTER, DARIN ODER DARÜBER BEFINDET, ALLES UNREIN</small>."
Mishnah Oholot 10:1,"<b>W</b>ENN <small>IN EINEM</small> H<small>AUSE EINE</small> L<small>UKE</small><sup>1</sup><i class=""footnote"">fn1080,Oben in der Decke.</i> <small>IST, DIE EINE</small> F<small>AUST WEITE HAT, SO IST, WENN EINE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET, ALLES GEGENÜBER DER</small> L<small>UKE</small><sup>2</sup><i class=""footnote"">fn1081,In senkrechter Richtung.</i> <small>REIN, UND WENN DIE</small> U<small>NREINHEIT SICH GEGENÜBER DER</small> L<small>UKE</small><sup>2</sup><i class=""footnote"">fn1081,In senkrechter Richtung.</i> <small>BEFINDET, DAS</small> H<small>AUS REIN</small>. W<small>ENN DIE</small> U<small>NREINHEIT SICH OB IM</small> H<small>AUSE ODER GEGENÜBER DER</small> L<small>UKE BEFINDET UND JEMAND DEN</small> F<small>USS ÜBER</small> [<small>DIE</small> L<small>UKE</small>] <small>GESETZT HAT, SO HAT ER DIE</small> U<small>NREINHEIT VERMENGT</small><sup>3</sup><i class=""footnote"">fn1082,Der Fuß bildet eine Bezeltung, u. auch der, der den Fuß gesetzt hat, ist unrein.</i>. B<small>EFINDET SICH EIN</small> T<small>EIL DER</small> U<small>NREINHEIT IM</small> H<small>AUSE UND EIN</small> T<small>EIL GEGENÜBER DER</small> L<small>UKE, SO IST DAS</small> H<small>AUS UNREIN UND ALLES GEGENÜBER DER</small> U<small>NREINHEIT UNREIN</small>."
Mishnah Oholot 10:2,"II. H<small>AT DIE</small> L<small>UKE KEINE</small> F<small>AUST WEITE, SO IST, WENN DIE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET, ALLES GEGENÜBER DER</small> L<small>UKE REIN, UND WENN DIE</small> U<small>NREINHEIT SICH GEGENÜBER DER</small> L<small>UKE BEFINDET, DAS</small> H<small>AUS REIN</small>. W<small>ENN DIE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET, SO IST, WER DEN</small> F<small>USS ÜBER</small> [<small>DIE</small> L<small>UKE</small>] <small>SETZT, REIN, UND WENN DIE</small> U<small>NREINHEIT SICH GEGENÜBER DER</small> L<small>UKE BEFINDET, SO IST, WER DEN</small> F<small>USS ÜBER</small> [<small>DIE</small> L<small>UKE</small>] <small>SETZT, NACH</small> R. M<small>EÍR UNREIN</small>. D<small>IE</small> W<small>EISEN SAGEN, WAR DIE</small> U<small>NREINHEIT FRÜHER DA ALS SEIN</small> F<small>USS, SEI ER UNREIN, UND WAR SEIN</small> F<small>USS FRÜHER DA ALS DIE</small> U<small>NREINHEIT, SEI ER REIN</small>. R. Š<small>IMO͑N SAGT, WENN ZWEI</small> F<small>ÜSSE ÜBEREINANDER DA FRÜHER WAREN ALS DIE</small> U<small>NREINHEIT UND DER ERSTEHE DEN</small> F<small>USS FORTNIMMT, SODASS DER</small> F<small>USS DES ANDEREN DA ZURÜCKBLEIBT, SEI ER</small><sup>4</sup><i class=""footnote"">fn1083,Der andere.</i> <small>REIN, WEIL DER</small> F<small>USS DES ERSTEHEN DA FRÜHER WAR ALS DIE</small> U<small>NREINHEIT</small>."
Mishnah Oholot 10:3,"III. B<small>EFINDET SICH EIN</small> T<small>EIL DER</small> U<small>NREINHEIT IM</small> H<small>AUSE UND EIN</small> T<small>EIL GEGENÜBER DER</small> L<small>UKE</small><sup>5</sup><i class=""footnote"">fn1084,Die keine Faustweite hat.</i>, <small>SO IST DAS</small> H<small>AUS UNREIN UND ALLES GEGENÜBER DER</small> U<small>NREINHEIT UNREIN – SO</small> R. M<small>EÍR</small>. R. J<small>EHUDA SAGT, DAS</small> H<small>AUS SEI UNREIN UND ALLES GEGENÜBER DER</small> U<small>NREINHEIT REIN</small>. R. J<small>OSE SAGT, IST DIE</small> U<small>NREINHEIT SO GROSS, DASS SIE GETEILT DAS</small> H<small>AUS UNREIN MACHEN WÜRDE UND AUCH DAS GEGENÜBER DER</small> U<small>NREINHEIT BEFINDLICHE UNREIN MACHEN WÜRDE, SEI ALLES UNREIN, WENN ABER NICHT, SEI DAS</small> H<small>AUS UNREIN UND ALLES GEGENÜBER DER</small> U<small>NREINHEIT REIN</small>."
Mishnah Oholot 10:4,"IV. W<small>ENN VON MEHREREN</small> L<small>UKEN ÜBEREINANDER</small><sup>6</sup><i class=""footnote"">fn1085,In mehreren Stockwerken.</i> <small>JEDE EINE</small> F<small>AUSTWEITE HAT, SO IST, WENN EINE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET, ALLES GEGENÜBER DEN</small> L<small>UKEN REIN, UND WENN EINE</small> U<small>NREINHEIT SICH GEGENÜBER DEN</small> L<small>UKEN BEFINDET, DAS</small> H<small>AUS REIN</small>. W<small>ENN DIE</small> U<small>NREINHEIT SICH OB IM</small> H<small>AUSE ODER GEGENÜBER DEN</small> L<small>UKEN BEFINDET UND MAN DARÜBER ETWAS LEGT, WAS FÜR DIE</small> U<small>NREINHEIT EMPFÄNGLICH IST, OB ÜBER DIE OBERE ODER ÜBER DIE UNTERE, SO IST ALLES UNREIN ; WENN ABER ETWAS, WAS FÜR DIE</small> U<small>NREINHEIT NICHT EMPFÄNGLICH IST, SO IST, WAS DARUNTER IST, UNREIN, UND WAS DARÜBER IST, REIN</small>."
Mishnah Oholot 10:5,"V. H<small>ABEN DIE</small> L<small>UKEN KEINE</small> F<small>AUSTWEITE, SO IST, WENN DIE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET, ALLES GEGENÜBER DEN</small> L<small>UKEN REIN, UND WENN DIE</small> U<small>NREINHEIT GEGENÜBER DEN</small> L<small>UKEN IST, DAS</small> H<small>AUS REIN</small>. W<small>ENN DIE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET UND MAN DARÜBER ETWAS LEGT, EINERLEI OB ES FÜR DIE</small> U<small>NREINHEIT EMPFÄNGLICH IST ODER ES FÜR DIE</small> U<small>NREINHEIT NICHT EMPFÄNGLICH IST, OB ÜBER DIE OBERE ODER ÜBER DIE UNTERE, SO IST NUR DAS UNTERE</small> [H<small>AUS</small>] <small>UNREIN</small>. W<small>ENN DIE</small> U<small>NREINHEIT SICH GEGENÜBER DEN</small> L<small>UKEN BEFINDET UND MAN DARÜBER ETWAS LEGT, WAS FÜR DIE</small> U<small>NREINHEIT EMPFÄNGLICH IST, OB ÜBER DIE OBERE ODER ÜBER DIE UNTERE, SO IST ALLES UNREIN; WENN ABER ETWAS, WAS FÜR DIE</small> U<small>NREINHEIT NICHT EMPFÄNGLICH IST, EINERLEI OB ÜBER DIE OBERE ODER ÜBER DIE UNTERE, SO IST NUR DAS UNTERE</small> [H<small>AUS</small>] <small>UNREIN</small>."
Mishnah Oholot 10:6,"VI. W<small>ENN EINE</small> L<small>UKE IM</small> H<small>AUSE IST UND UNTER DIESE EIN</small> T<small>OPF SO GESETZT IST, DASS HOCHGEKOMMEN SEIN</small> R<small>AND DEN DER</small> L<small>UKE NICHT BERÜHREN WÜRDE, UND EINE</small> U<small>NREINHEIT SICH DARUNTER, DARIN ODER DARÜBER BEFINDET, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>. I<small>ST ER EINE</small> H<small>ANDBREITE HOCH ÜBER DER</small> E<small>RDE, SO SIND, WENN DIE</small> U<small>NREINHEIT SICH UNTER IHM ODER IM</small> H<small>AUSE BEFINDET, ALLES UNTER IHM UND DAS</small> H<small>AUS UNREIN, UND SEIN</small> I<small>NNERES UND ALLES ÜBER IHM REIN, UND WENN IN IHM ODER ÜBER IHM, ALLES UNREIN</small>."
Mishnah Oholot 10:7,"VII. W<small>ENN ER</small> [<small>AUSSEN</small>] <small>NEBEN DER</small> S<small>CHWELLE SO STEHT, DASS ER HOCHGEKOMMEN DIE</small> O<small>BERSCHWELLE EINE</small> F<small>AUSTWEITE BERÜHREN WÜRDE UND DIE</small> U<small>NREINHEIT SICH UNTER IHM, IN IHM ODER ÜBER IHM BEFINDET, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>. I<small>ST ER EINE</small> H<small>ANDBREITE HOCH ÜBER DER</small> E<small>RDE, SO IST, WENN DIE</small> U<small>NREINHEIT SICH UNTER IHM ODER IM</small> H<small>AUSE BEFINDET, ALLES UNTER IHM UND DAS</small> H<small>AUS UNREIN, UND SEIN</small> I<small>NNERES UND ALLES ÜBER IHM REIN, UND WENN IN IHM ODER ÜBER IHM, ALLES UNREIN</small>. [S<small>TEHT ER ABER SO</small>,] <small>DASS ER HOCHGEKOMMEN DIE</small> O<small>BERSCHWELLE NICHT EINE</small> F<small>AUSTWEITE BERÜHREN WÜRDE, ODER IST ER SO MIT DER</small> O<small>BERSCHWELLE VERBUNDEN, SO IST ES, WENN DIE</small> U<small>NREINHEIT SICH UNTER IHM BEFINDET, NUR UNTER IHM UNREIN</small>."
Mishnah Oholot 11:1,"<b>I</b>ST <small>EIN</small> H<small>AUS</small><sup>1</sup><i class=""footnote"">fn1086,Dh. das Dach desselben.</i> <small>GEPLATZT</small><sup>2</sup><i class=""footnote"">fn1087,Über die ganze Breite, sodaß es 2 Teile sind.</i>, <small>SO SIND, WENN DIE</small> U<small>NREINHEIT SICH AUSSEN</small><sup>3</sup><i class=""footnote"">fn1088,Im vorderen bezw. hinteren Teile des durch die Teilung des Daches geteilten Haiuses.</i> <small>BEFINDET, DIE</small> G<small>ERÄTE INNEN</small><sup>3</sup><i class=""footnote"">fn1088,Im vorderen bezw. hinteren Teile des durch die Teilung des Daches geteilten Haiuses.</i> <small>REIN, UND WENN DIE</small> U<small>NREINHEIT SICH INNEN BEFINDET, DIE</small> G<small>ERÄTE AUSSEN ES NUR DANN, WENN DIE</small> S<small>PALTE, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, VIER</small> H<small>ANDBREITEN HAT, UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, AUCH WENN SIE IRGENDWIE GROSS IST</small>. R. J<small>OSE SAGT IM</small> N<small>AMEN DER</small> S<small>CHULE</small> H<small>ILLELS, EINE</small> F<small>AUSTLÜCKE</small>."
Mishnah Oholot 11:2,"II. I<small>ST EINE</small> V<small>ORHALLE</small><sup>1</sup><i class=""footnote"">fn1086,Dh. das Dach desselben.</i> <small>GEPLATZT, SO SIND, WENN DIE</small> U<small>NREINHEIT SICH AN DER EINEN</small> S<small>EITE BEFINDET, DIE</small> G<small>ERÄTE AUF DER ANDEREN</small> S<small>EITE REIN</small>. H<small>AT MAN DEN</small> F<small>USS ODER EINEN</small> R<small>OHRSTAB ÜBER</small> [<small>DIE</small> S<small>PALTE</small>] <small>GESETZT, SO HAT MAN DIE</small> U<small>NREINHEIT VERMENGT</small>. H<small>AT MAN DAS</small> R<small>OHR AUF DIE</small> E<small>RDE</small><sup>4</sup><i class=""footnote"">fn1089,Unter der Spalte.</i> <small>GESETZT, SO BRINGT DIES DIE</small> U<small>NREINHEIT NICHT HINÜBER, ES SEI DENN, SIE STEHEN EINE</small> F<small>AUSTWEITE VON DER</small> E<small>RDE AB</small>."
Mishnah Oholot 11:3,"III. E<small>IN DICKER</small> F<small>RIESMANTEL ODER EIN DICKER</small> B<small>LOCK BRINGEN DIE</small> U<small>NREINHEIT NICHT HINÜBER, ES SEI DENN, SIE STEHEN EINE</small> F<small>AUSTWEITE</small> H<small>OCH VON DER</small> E<small>RDE AB</small>. Z<small>USAMMENGELEGTE</small> K<small>LEIDER ÜBEREINANDER BRINGEN DIE</small> U<small>NREINHEIT NICHT HINÜBER, ES SEI DENN, DAS OBERSTE STEHT EINE</small> F<small>AUSTWEITE HOCH VON DER</small> E<small>RDE AB</small>. S<small>TEHT DA</small><sup>4</sup><i class=""footnote"">fn1089,Unter der Spalte.</i> <small>EIN</small> M<small>ENSCH, SO BRINGT ER, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, DIE</small> U<small>NREINHEIT NICHT HINÜBER; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, EIN</small> M<small>ENSCH SEI HOHL, UND SEIN</small> O<small>BERTEIL</small><sup>5</sup><i class=""footnote"">fn1090,Das als Dach der Höhlung anzusehen ist.</i> <small>BRINGE DIE</small> U<small>NREINHEIT HINÜBER</small>."
Mishnah Oholot 11:4,"IV. W<small>ENN JEMAND AUS DEM</small> F<small>ENSTER HINAUSSCHAUT UND DABEI DIE</small> T<small>OTENGRÄBER</small><sup>6</sup><i class=""footnote"">fn1091,Die mit dem Toten über die Straße gehen.</i> <small>BEZELTET, SO BRINGT ER, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, DIE</small> U<small>NREINHEIT NICHT HINEIN</small><sup>7</sup><i class=""footnote"">fn1092,In den Raum, in dem er sich befindet.</i>; <small>DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, ER BRINGE DIE</small> U<small>NREINHEIT HINEIN</small>. J<small>ENE PFLICHTET JEDOCH BEI, DASS, WENN ER SEINE</small> K<small>LEIDER AN HAT, ODER WENN ES ZWEI</small> [M<small>ENSCHEN</small>] <small>ÜBEREINANDER SIND, SIE</small><sup>8</sup><i class=""footnote"">fn1093,Die Kleider od. der oben befindliche Mensch, die sich eine Handbreite über der Erde befinden.</i> <small>DIE</small> U<small>NREINHEIT HINEINBRINGEN</small>."
Mishnah Oholot 11:5,"V. W<small>ENN JEMAND AUF DER</small> S<small>CHWELLE LIEGT UND DIE</small> T<small>OTENGRÄBER</small><sup>6</sup><i class=""footnote"">fn1091,Die mit dem Toten über die Straße gehen.</i> <small>IHN BEZELTEN, SO BRINGT ER, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, DIE</small> U<small>NREINHEIT NICHT HINEIN; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, ER BRINGE DIE</small> U<small>NREINHEIT HINEIN</small>."
Mishnah Oholot 11:6,"VI. W<small>ENN EINE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET UND</small> R<small>EINE IHN</small><sup>9</sup><i class=""footnote"">fn1094,Den auf der Schwelle liegenden Menschen; cf. Anm. 6 mut. mut.</i> <small>BEZELTEN, SO SIND SIE NACH DER</small> S<small>CHULE</small> Š<small>AMMAJS REIN UND NACH DER</small> S<small>CHULE</small> H<small>ILLELS UNREIN</small>."
Mishnah Oholot 11:7,"VII. W<small>ENN EIN</small> H<small>UND</small> F<small>LEISCH VON EINEM</small> T<small>OTEN GEFRESSEN HAT UND VERENDET AUF DER</small> S<small>CHWELLE LIEGT, SO BRINGT ER, WIE</small> R. M<small>EÍR SAGT, WENN SEIN</small> H<small>ALS EINE</small> F<small>AUST WEITE HAT, DIE</small> U<small>NREINHEIT HINEIN, WENN ABER NICHT, SO BRINGT ER DIE</small> U<small>NREINHEIT NICHT HINEIN</small>. R. J<small>OSE SAGT, MAN SEHE DIE</small> U<small>NREINHEIT AN</small><sup>10</sup><i class=""footnote"">fn1095,Auf welcher Stelle sie sich befindet.</i>: <small>BEFINDET SIE SICH GEGENÜBER DER</small> O<small>BERSCHWELLE EINWÄRTS, SO IST DAS</small> H<small>AUS UNREIN, UND WENN GEGENÜBER DER</small> O<small>BERSCHWELLE AUSWÄRTS, SO IST DAS</small> H<small>AUS REIN</small>. R. E<small>LIE͑ZER SAGT, IST DAS</small> M<small>AUL EINWÄRTS GERICHTET, SEI DAS</small> H<small>AUS REIN, UND IST DAS</small> M<small>AUL, AUSWÄRTS GERICHTET, SEI DAS</small> H<small>AUS UNREIN, DENN DIE</small> U<small>NREINHEIT GEHT VON HINTEN AUS</small>. R. J<small>EHUDA B</small>. B<small>ETHERA SAGT, DAS</small> H<small>AUS SEI OB SO ODER SO UNREIN</small>. W<small>IE LANGE MUSS ES</small><sup>11</sup><i class=""footnote"">fn1096,Das Fleisch vom Toten im Leibe des lebenden Hundes, um vollständig verdaut u. nicht mehr verunreinigend zu sein.</i><small>IN SEINEN</small> D<small>ÄRMEN VERBLIEBEN SEIN?</small> D<small>REI</small> T<small>AGE VON</small> S<small>TUNDE ZU</small> S<small>TUNDE</small>. B<small>EI</small> V<small>ÖGELN UND</small> F<small>ISCHEN</small><sup>12</sup><i class=""footnote"">fn1097,Die von einer Leiche gefressen haben.</i><small>SO LANGE, DASS ES, WENN ES INS</small> F<small>EUER FIELE, VERBRENNEN WÜRDE – SO</small> R. Š<small>IMO͑N</small>. R. J<small>EHUDA B</small>. B<small>ETHERA SAGT, BEI</small> V<small>ÖGELN UND</small> F<small>ISCHEN EINEN</small> S<small>TUNDENTAG</small>."
Mishnah Oholot 11:8,"VIII. W<small>ENN IN EINEM</small> Z<small>IMMERBRUNNEN EIN</small> L<small>EUCHTER MIT AUSLAUFENDEM</small> K<small>NAUFE</small><sup>13</sup><i class=""footnote"">fn1098,Über die Brunnenfläche.</i><small>STEHT, UND DARÜBER EIN</small> W<small>INZERKORB SO GESETZT IST, DASS BEIM</small> F<small>ORTNEHMEN DES</small> L<small>EUCHTERS DER</small> W<small>INZERKORB AUF DER</small> B<small>RUNNENMÜNDUNG STEHEN BLEIBEN WÜRDE, SO IST</small><sup>14</sup><i class=""footnote"">fn1099,Wenn ein Toter im Raume sich befindet.</i>, <small>WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, DER</small> B<small>RUNNEN REIN UND DER</small> L<small>EUCHTER UNREIN, UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, AUCH DER</small> L<small>EUCHTER REIN</small>. S<small>IE PFLICHTEN ABER BEI, DASS, WENN BEIM</small> F<small>ORTNEHMEN DES</small> L<small>EUCHTERS DER</small> K<small>ORB HINEINFALLEN WÜRDE, ALLES UNREIN SEI</small>."
Mishnah Oholot 11:9,"IX. D<small>IE</small> G<small>ERÄTE ZWISCHEN DEN</small> R<small>ÄNDERN DES</small> W<small>INZERKORBES UND DEN</small> R<small>ÄNDERN DER</small> Z<small>ISTERNE</small><sup>15</sup><i class=""footnote"">fn1100,Wenn er auf diesem stehen bleiben würde.</i><small>SIND SOGAR BIS ZUM</small> A<small>BGRUNDE HINUNTER REIN</small>. B<small>EFINDET SICH DIE</small> U<small>NREINHEIT DARIN</small><sup>16</sup><i class=""footnote"">fn1101,Im Brunnen od. auf dem Rande.</i>, <small>SO IST DAS</small> H<small>AUS UNREIN, UND BEFINDET SICH DIE</small> U<small>NREINHEIT IM</small> H<small>AUSE</small><sup>17</sup><i class=""footnote"">fn1102,Wenn über dem Brunnen kein Korb ist.</i>, <small>SO SIND DIE</small> G<small>ERÄTE ZWISCHEN DEN</small> W<small>ÄNDEN DER</small> Z<small>ISTERNE, WENN DA EIN</small> R<small>AUM VON EINER</small> H<small>ANDBREITE ZU EINER</small> H<small>ANDBREITE IN</small> H<small>ÖHE EINER</small> H<small>ANDBREITE IST, REIN, UND WENN NICHT, UNREIN</small>. S<small>IND DIE</small> W<small>ÄNDE DES</small> B<small>RUNNENS BREITER</small><sup>18</sup><i class=""footnote"">fn1103,Wohl unter dem Fußboden.</i><small>ALS DIE DES</small> H<small>AUSES, SO SIND SIE OB SO ODER SO REIN</small>."
Mishnah Oholot 12:1,"<b>L</b>IEGT <small>EIN</small> B<small>RETT AUF DER</small> M<small>ÜNDUNG EINES NEUEN</small> O<small>FENS</small><sup>1</sup><i class=""footnote"">fn1104,Der noch nicht geheizt wurde, u. somit für die Unreinheit noch nicht empfänglich ist.</i> <small>AUF JEDER</small> S<small>EITE EINE</small> F<small>AUSTWEITE ÜBERRAGEND, SO SIND, WENN DIE</small> U<small>NREINHEIT SICH UNTER DIESEM BEFINDET, DIE</small> G<small>ERÄTE ÜBER DIESEM REIN, UND WENN DIE</small> U<small>NREINHEIT SICH ÜBER DIESEM BEFINDET, DIE</small> G<small>ERÄTE UNTER DIESEM REIN</small>. I<small>ST ES EIN ALTER, SO IST ALLES</small><sup>2</sup><i class=""footnote"">fn1105,Auch der Ofen u. alles, was darin.</i> <small>UNREIN, UND NACH</small> R. J<small>OḤANAN B</small>. N<small>URI REIN</small>. W<small>ENN ES AUF ZWEI</small> Ö<small>FEN LIEGT</small><sup>3</sup><i class=""footnote"">fn1106,Sodaß es ein Zelt bildet.</i> <small>UND DIE</small> U<small>NREINHEIT SICH ZWISCHEN IHNEN BEFINDET, SO SIND SIE UNREIN, UND NACH</small> R. J<small>OḤANAN B</small>. N<small>URI REIN</small>."
Mishnah Oholot 12:2,"II. L<small>IEGT EIN</small> L<small>ÖCHERDECKEL FEST VERSCHLOSSEN AUF DER</small> M<small>ÜNDUNG EINES</small> O<small>FENS, SO IST, WENN DIE</small> U<small>NREINHEIT SICH UNTER DIESEM ODER ÜBER DIESEM BEFINDET, ALLES UNREIN, UND WAS GEGENÜBER DEM</small> H<small>OHLRAUME DES</small> O<small>FENS, REIN, UND WENN DIE</small> U<small>NREINHEIT SICH ÜBER DEM</small> H<small>OHLRAUME DES</small> O<small>FENS BEFINDET, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN</small>."
