Index Title,Major Themes.
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.67","Rosenstock did add something rather original to the medieval equipment. He compares the sacrifice of Abraham to that of Jesus. Abraham sacrifices only what he has, only his son; but Jesus, what he is. One wonders how crude a renegade Jew may become once he embraces the truth of Christianity. He treats a child as a piece of property. Abraham gave up something that he owned, but not his own life. As a Jew one cannot help wondering what kind of a perversion must it be that allows a human being to maintain that it is easier for a man to kill his only child with his own hand than to surrender his own life! Ultimately, the argument reveals an ethical insensitivity that is, from the point of view of Judaism, typically heathen, i.e., that it is easier to kill someone else then to die oneself."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.68","A Jew once came before the Talmudic teacher Raba: “Rabbi! The ruler of the city has commanded me to kill someone. If not, I shall be killed. What shall I do?” He was given the answer: “Who told you that your blood is redder than his!”<sup>63</sup><i class=""footnote"">Talmud Babli, <i>Pesaḥim</i>, 25/B.</i> According to Judaism, the saving of a life supersedes all the other commandments of the Torah, except that one must rather die than save oneself by taking another life. To maintain that it was easier for Abraham to sacrifice another human being—even if it were not his only son—than to give his own life, is akin to the arguments of the Nazi murderers of Jews who defended themselves by saying that had they not killed, they would have been killed. And who can say that there was no causal nexus between the Germanic Christianity of a Rosenstock and the way some of the more decent Nazi murderers evaluated their own lives as compared with the lives of others?"
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.69","Not unrelated to Rosenstock’s evaluation of Abraham’s sacrifice is the statement that the Jew lives by “a ghostly reflection of all real life, which is unthinkable without sacrificial death and nearness of the abyss.”<sup>64</sup><i class=""footnote"">Op. cit., p. 126.</i> One wonders what sacrificial death and nearness of abyss he was speaking about? When was the last time that Christians had to bear witness—and did bear witness—to their faith with their lives and what did they know as Christians of the nearness of the abyss! How largely looms the figure of the author of the “Attack upon Christendom” besides the sickness of the renegade Jew! How glorious a Kierkegaard’s struggle to penetrate the drama of faith revealed in the sacrifice of Isaac as compared with the vulgarity of a Rosenstock! But to say to Jews that they live by a ghostly reflection of real life because they live “without sacrificial death” and because they don’t know of “the nearness of the abyss” is no longer vulgarity; it is obscene."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.70","Rosenstock’s attack on the Jews is a convincing illustration of how near the theological enmity of Christianity is to the most vicious forms of anti-Semitism. Stripped of its theological trappings Rosenstock’s letters to Rosenzweig contain all the familiar accusations: the selfish Jew, who is only concerned with his possessions; the Jew, the devil; the Jew, the deicide; the Jew, the parasite; the Jew, the coward; the Jew, without beauty, without creative ability, without idealism; the Jew, an uncanny ghostly creature. There is only one short step from Rosenstock’s theology in the letters to discrimination, pogroms, massacres. Indeed, however innocent Rosenstock might be in this respect, for the less sophisticated, the ultimate logic of his theology leads to the crematoria."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.71",<b>2. <i>The Christianizing of Judaism</i></b>
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.72","Our concern is not with Rosenstock. He was neither the first, nor will he be the last in the line of theological Jew haters. One must, however, listen well in order to understand fully Rosenzweig’s own position. In his essay, <i>Das Neue Denken</i>, Rosenzweig writes that the greatest single influence in writing <i>Der Stern</i> was Rosenstock.<sup>65</sup><i class=""footnote"">The essay is found in the “Smaller Writings,” entitled <i>Zweistromland.</i> Philo Verlag, Berlin, 1926; the passage referred to on p. 256.</i> It would seem to us that it is especially visible in Rosenzweig’s own philosophy of Judaism. Actually, the vulgarity of Rosenstock’s attack on the Jews, so familiar to the Jew, deserved no answer. Yet, Rosenzweig had to meet it, because in a sense it was written from the same position that was reached by Rosenzweig himself in that nightlong discussion in the summer of 1913 between Rosenstock, Rosenzweig, and another cousin and convert to Christianity, Rudolf Ehrenberg. It was as the result of that discussion that Rosenzweig decided to convert to Christianity. In a letter to Ehrenberg, in which he announced that conversion was no longer possible for him, he explains that at the close of the discussion he realized that there was no room for Judaism in this world.<sup>66</sup><i class=""footnote"">Rosenzweig, <i>Briefe</i>, Schocken Verlag, Berlin, 1935, p. 72.</i> On the other hand, the gist of Rosenstock’s attack on the Jews was that they did not realize that, indeed, there was no room left for them on earth. He was, in other words, calling Rosenzweig back to the position of July 1913."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.73","It would seem to us that to the end Rosenzweig never overcame the position that there was no place for the Jew in the world. He really accepted most of the assumptions of Rosenstock, but he gave them a different significance. It is true that the Jews have no place in this world, that real life belongs to the Christian nations, but that has its valid reason. The Jew leads a life of holiness, and holiness is lifelessness; holiness is not of this world. The Jew lives in eternity, in redemption, and pays for it by forgoing all temporal life. The Jew is beyond time, outside of history. The Jew has nothing? Indeed, it is so; but because he is already beyond everything; everything is “behind him.” He is at the goal. The temporal life of the Jew is indeed “a mere ghostly reflection of real life”; the Jew has given up historical reality. He does not die for any country, any cause? That is so. His “holy land” is merely the “land of his longing,” to prevent him from finding home anywhere in space and time where he does not belong. Yes, he does not know of “sacrificial death and the threatening abyss”; and rightly so. Being at the goal, his deathlessness must be secured. Therefore, he does not make his survival dependent on anything outside himself. He carries his immortality in his blood. The “precious life juice” must not be wasted on such things as “country and cause.” Neither can the blood community go out into the world and toil for the universal reconciliation of all the nations, their union as children of the one Father. It cannot do it for two reasons: It cannot spend the energies of its redeemed soul on an unredeemed world; having reached God without a divine mediator incarnate, it could not bring the “message” to the heathens. Christianity had to be called in. The Christian is born a heathen and a “piece” of the heathen remains with him forever; thus, it alone is equipped to bring God to the heathens. As to Abraham’s sacrifice, Rosenstock is almost right. That is to say, he is not wrong, because for an Abraham it would have been much easier to give his own life than to sacrifice the life of another human being, and especially his own child. He is wrong, because Abraham sacrificed not only what he was, but everything he could have become through his son.<sup>67</sup><i class=""footnote"">Cf. <i>Judaism Despite Christianity</i>, p. 184.</i> In other words, Abraham’s sacrifice was very much like that of Jesus, only more so. In <i>Der Stern</i> this became the contemporaneous existence of all the generations of the Jews, as the result of which, when a grandson and a grandfather look at each other, they behold the first ancestor and the last offspring, which is the secret of the “eternal now,” of true immortality."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.74","In <i>Der Stern</i> he moves even more strictly within the framework of Rosenstock’s categories than in the <i>Correspondence</i>. The blood community of the Jews is really an old Christian concept, repeated by Rosenstock. In the letters, Rosenzweig responds to it by saying that the law “must keep open the possibility of proselytism, because of the messianic character of Judaism. According to this the blood relationship is maintained only on account of its symbolic meaning.”<sup>68</sup><i class=""footnote"">Ibid., p. 138.</i> In <i>Der Stern</i> the blood community is not a bit symbolic, just as it was not symbolic for Rosenstock. It is a closed community that protects itself against any admixture of alien blood from without. The “pure wells of the blood” have to be safeguarded. In the <i>Correspondence</i>, Rosenzweig declares that Judaism cannot make common cause with the world-conquering fiction of Christian dogma, “because it is a fiction.”<sup>69</sup><i class=""footnote"">Ibid., p. 112.</i> In <i>Der Stern</i>, Christianity is a truth. Rosenstock is right again, Jews don’t acknowledge the truth of Christianity, but one cannot really say that that is the trouble with the Jews. There are two truths, the Jewish truth, valid at the goal, in the <i>eschaton</i>, in which Jews already live, and a Christian truth in time and history, which is the place of Christianity. Or as one might also say: There is only one truth—with a Jewish half and a Christian half. Keeping the blood community open now for the proselyte? The idea has to be abandoned now. There is a strict division of labor now, time and the work in time belongs to Christianity; Judaism, at the goal, is just waiting for the harvest of history to be garnered into eternity. Judaism is no longer messianic, as it still was in the <i>Correspondence</i>. It is already at the goal. Only Christianity is messianic, for it is the nations of history that are in need of redemption."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.75","The two agree with each other even in their attitude to Zionism, though for Rosenzweig Zionism has a different significance. According to Rosenstock Zionism is the end of the “Wandering Jew.” But the eternal Jew’s return to Zion is not the fulfillment of a messianic promise. How could it be? If it were, it would mean the refutation of everything he believed in and stood for. It is the end, in the literal sense; the end, not as a goal, but the end, the finish; the finish of the people of the Bible—in other words, the end of the Jew and Judaism.<sup>70</sup><i class=""footnote"">Ibid., pp. 140–141.</i> Zionism as an element in the continuity of Jewish history is inconceivable to Rosenstock. And rightly so from his point of view. In essence, it is also Rosenzweig’s evaluation of it. He could not see it as a moment within the history of the Jewish people. Where there is no history, there can be no continuity either. A people redeemed is in no need of a return to Zion. The true Jew is, indeed, the wandering Jew, just as Rosenstock also believed. Only Rosenstock could not understand the true significance of that fact. He believed that Jew had to be an eternal wanderer because he was rejected; Rosenzweig maintained that the Jew had to wait and wander along “the banks of the flow of world time” because he was elected. For both of them Zionism was not for real. In the letters, the martyrdom of Israel in a Christian-dominated world still has some significance, but in <i>Der Stern</i> “the lifeless life” of eternity has taken such possession of Rosenzweig that only once or twice is there a fleeting reference to the “body of the Jew” which was rather embarrassingly attached to a temporal reality, where there was really no place for it. Rosenzweig never understood what exile meant. Had he understood it, his entire philosophy of Judaism and of Christianity would have been altogether different. It would have allowed him a genuine breakthrough from the prison of his intellectual preconditioning into a more authentic interpretation of Judaism."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.76","The entire philosophy of Judaism in <i>Der Stern</i> is anticipated in the letters in three pithy sentences in Latin: <i>fiat veritas, pereat realitas</i>—let there be truth and let reality perish; <i>fiat regnum Dei, pereat mundus</i>—let there be the kingdom of God and let the world be destroyed; <i>fiat nomen Dei Unius, pereat homo</i>—let the name of God be One and let man pass away. This is the essence of what is taught in <i>Der Stern</i>. The Jew beholds the truth within himself by turning away from outside reality. That the Kingdom of God is the kingdom of priests, and a holy people is outside of time and history implies a rejection of the world. And the name of God becomes One when He becomes All in All and man and nature return into the divine bosom as it all was before creation."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.77","I dare say that nothing of this is found anywhere either in the sources of Judaism or in Jewish tradition. It all sounds much too Christian. That the Kingdom of God is not of this world is classical Christian dogma. The truth that requires a turning away from reality makes good sense within an outlook that sees all reality as fallen and corrupt because of original sin. And finally, the name of God, One without man and the world, is reached in Christian dogma when Jesus brings mankind back to God and he surrenders his lordship—God thus becoming All in All. This is completely alien to Judaism. The goal of the Jew is to be realized on earth in working for the establishment of the world as God’s Kingdom. Truth is meaningful for man only insofar as it finds its place in reality. It is man’s responsibility to make room for it in reality. Jeremiah calls God the God of Truth and that is for him the parallel to <i>Elohim Ḥayim</i>,<sup>71</sup><i class=""footnote"">Jeremiah 10:10.</i> the God of Life; the true God is the living God. And the living God is the God who is present, however mysteriously, in the life of man and the history of the nations. Where the psalmist exclaims: “Thou has redeemed me O Eternal, Thou God of Truth,”<sup>72</sup><i class=""footnote"">Psalms, 31:6.</i> he does not mean: redeemed from all this-worldly desires which enable him to exist, as the Jew on <i>Yom Kippur</i> does according to Rosenzweig, as if beyond the grave. What he means is clearly indicated in the context: God is his “rock and fortress”; God “leads and guides” him and brings him out of “the net that they have hidden” for him. In the Bible of the Jew, “God is true” means that man may rely on him, trust in him in time and history.<sup>73</sup><i class=""footnote"">Cf. the author’s, <i>Man and God, Studies in Biblical Theology</i>, Chapter 6, <i>Emeth, the Concept of Truth.</i></i>"
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.78","The Psalmist also says: “Truth springeth out of the earth.”<sup>74</sup><i class=""footnote"">Psalms 85:12.</i> The rabbis declared truth to be one of the three pillars of the world maintaining it together with justice and peace.<sup>75</sup><i class=""footnote""><i>Mishnah, Abot</i>, I, 18.</i> All three must be real in time. A truth which is not to be realized in this world is no concern of man. A Jew will give his life for the truth of God so that it may grow from the earth. Finally, in Jewish tradition, when God’s name will be one, he will not be All in All. Man will be man; nations will be nations; and nature will be nature—as God intended them to be. On that day, when God will be One and His name one, he “shall be On that day, when God will be One and His name one, he “shall be King over all the earth.” There will be earth, and there will be man; and “all the land shall be turned as the Arabah … and man shall dwell therein, and there shall be no more extermination, but Jerusalem shall dwell safely.”<sup>76</sup><i class=""footnote"">Zechariah, 14:9–11.</i> The purpose of God with man and the world has to be fulfilled in time and history. Let there be truth so that reality may not be absurd; let there be the Kingdom of God on earth “speedily in our days”; let God be One and His name one, so that—to quote from the great prayer of <i>Rosh Hashanah</i> and <i>Yom Kippur</i>—“men may become one brotherhood to do thy will with a perfect heart.”"
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.79",<b>3. <i>The Failure of Success</i></b>
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.80","Rosenzweig’s other-worldly categories fit Christianity far better than Judaism. At least, in its basic dogmas Christianity is other-worldly. Accordingly, the Kingdom of God is not of this world. This other-worldly Kingdom was “at hand” and it was to be revealed in the Second Coming, which, according to the faith, was to have been immediate. In its original intention Christianity was a move out of history, against history. More recent Christian theologians put it succinctly. Mircea Eliade formulated it as follows:"
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.81","… it must not be lost sight of that Christianity entered history in order to abolish it: the greatest hope of the Christian is the second coming of Christ, which is to put an end to all history.<sup>77</sup><i class=""footnote"">Cf. this author’s <i>Man and God, Studies in Biblical Theology</i>, the chapter, <i>Sedeq and S’daqah</i> especially conclusion of chapter.</i>"
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.82","Rudolf Bultmann, quoting another author, writes:"
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.83","To the Christian the advent of Christ was not an event in that temporal process which we mean by history today. It was an event in the history of salvation, in the realm of eternity, an eschatological moment in which rather this profane history of the world came to an end. And in an analogous way, history comes to an end in the religious experience of any Christian who is in Christ.<sup>78</sup><i class=""footnote"">Cf. R. Bultmann’s essay, <i>History of Salvation and History</i> in his Existence <i>and Faith.</i></i>"
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.84","Within Christianity, the Kingdom and history are antithetical. All history is Fall and all cultures fall into history. At the very heart of Christianity there is a split between civilization and faith, between culture and redemption, between the city of man and the city of God.<sup>79</sup><i class=""footnote"">This author has discussed this subject more thoroughly in an article, <i>The Death of a God</i>, published in <i>Judaism</i>, Winter, 1971.</i>"
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.85","How then did Christianity enter history? The problem arose from what is known as the “delayed <i>perousia</i>”. Jesus came and went, but the promise of an other-worldly redemption remained unrealized. This was rather embarrassing. Some compromise had to be reached between the utopian other-worldly Kingdom and the actual condition of human existence. Christianity entered history with a vengeance. The compromise has been continuous, an ongoing surrender of the original other-worldliness in order to gain the world. Christianity became the Church, and the Church, a conqueror. Thus, the world was given Christian culture, Christian civilization, and Christian history. Thanks to the sword of Constantine, Christianity became a this-worldly power of the first magnitude. According to the rhetoric, it was the Word turned Flesh that was victorious. It would indeed have been important to see what the Word could have accomplished in history without the sword. Christianity became extremely successful in this world; and the more it compromised its original conscience the more successful it became. On the scene of world history, Christianity became the rhetoric of humility, mercy, love, universal brotherhood, redemption; in fact, it was intolerance, violence, persecution, massacre, war—the most distinguishing features of Western civilization. The Jew was not impressed; nor was he fooled. No one knew better than he, how unredeemed the world was. Redemption, indeed!"
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.86","Is the Jew outside of history? Yes, outside the history of success. The Jew preferred faithfulness to success. There are really two histories: power history and faith history. The Church, which has been triumphant with the sword of Constantine, decided to move into power history; the Jew lives in faith history. For the superficial eye, it is far less glorious there, far less majestic. But it is surely cleaner. The Jew will not accept Rosenzweig’s neat division of labor between Judaism and Christianity. As long as the world is not at the goal, the Jew is not at the goal either. The Jew toils in history, works in history, no less than the Christian. But the Jew works in the faith dimension of history; Christianity, in its power dimension. The methods are different and one also judges failure and success differently. In the letter to Rudolph Ehrenberg, to which we have referred earlier, Rosenzweig wrote that when he agreed to convert to Christianity he realized the staff of Judaism was a broken one. He envied Christianity its ruler staff. The two staves are of course nothing but a self-flattering Christian fairy tale. The staff of Judaism is not broken, simply because Judaism never held the ruler staff in its hand. In the realm of faith history there are no rulers. Judaism never had the ambition to conquer. Judging history by Germanic-Christian standards Rosenzweig believed that there was no place for the Jew in <i>the</i> world. He was right and yet not right. There is indeed no place for the Jew in <i>that</i> world. Yet, he lives in the world. The true significance of his life is that he makes a stand in time and history and is still there without might and without power, the only proponent of the feasibility of life in the faith dimension of history, which may be the mysterious point that God wishes to make through the Jew at this juncture of man’s pilgrimage on earth."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.87","Rosenzweig relates Judaism and Christianity to each other. The truth is that while Christianity cannot do without relating itself to Judaism and without defining itself in contradistinction from Judaism, Judaism as such has no relationship to Christianity. Unlike Rosenzweig, who, because of specific circumstances, was returning from the very edge of Christianity, a Jew does not have to affirm his identity by continuous discussion with Christianity. Christianity is irrelevant for being a Jew. Just as Rosenzweig was deeply influenced by Rosenstock in his interpretation of Judaism, so, it would appear, was Rosenstock influenced by Rosenzweig in his final view of Christianity. This one gathers convincingly from the essay on the <i>Correspondence</i> by Alexander Altmann.<sup>80</sup><i class=""footnote"">Included in <i>Judaism Despite Christianity</i>, cf. p. 45.<br>NOTES<br>Martin Buber’s Religion of the Dialogue<br>The following works by Martin Buber are either referred to or quoted in this essay:<br><i>Ich und Du</i>, Im Insel Verlag, Leipzig, 1923.<br><i>I and Thou</i>, translated by Ronald Gregor Smith, with a postscript by the author, Charles Scribner’s Sons, New York, 1958.<br>As a rule the references in the text are to the German text. The corresponding references to the English translation are given in brackets. Literal quotations are, as a rule, from the translation, in which case the corresponding reference in the German original is not given.<br><i>Dialogisches Leben</i>, G. Müller Verlag, Zurich: 1947. The essays, <i>Das Problem des Menschen, Zwiesprache, Die Frage an den Einzelnen</i> are found in this volume. When they are quoted in the Notes, the reference is always to it.<br><i>Die Schriften Über das Dialogische Prinzip</i>, L. Schneider Verlag, Heidelberg: 1954. The essay, <i>Elemente des Zwischenmenschlichen</i> is found in this volume. The book is quoted as <i>Die Schriften.</i><br><i>Urdistanz und Beziehung</i>, L. Schneider Verlag, Heidelberg: 1960.<br><i>Eclipse of God</i>, Studies in the Relation between Religion and Philosophy, Harper & Brothers, New York: 1952, quoted as <i>Eclipse.</i><br><i>Between Man and Man</i>, translated by Ronald S. Smith, Beacon Press, Boston: 1957.<br><i>Israel and the World, Essays in a Time of Crisis</i>, Schocken Books, New York, 1948; quoted as <i>Israel.</i><br><i>Moses</i>, East and West Library.</i> Rosenstock, as if summing up Rosenzweig’s point of view, came to see the Gentiles as “God’s alpha,” the Jews as “God’s omega”—“the end of human history before its actual end,” Christianity “the yoke that joins alpha and omega.” Or, using Rosenzweig’s terminology—the rays sent out from the central fire (i.e., Judaism). In a poem Rosenstock said of the mutuality of this relationship: “Enemies in space, brethren in time.” This, of course, is the Christian view. It has the added advantage that it makes the inhumanity and barbarism inflicted by Christianity on Judaism quasi reasonable and justifiable. A Jew will not accept it. Just because the Jew does not have to define himself in contradistinction to Christianity, he has no enmity either towards Christianity or Christians. If he hates, he will hate oppressors, persecutors, and murderers, because they oppress, persecute, and murder, but not because they are Christians. “Brethren in time” true, and not only in time, whatever that may mean, but in time as well as in space; and not only Jews and Christians, but all men, brethren in the sight of God, brethren in truth—but alas! not yet in history."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.88","Franz Rosenzweig: we can only think of him with love and stand before his memory in awe—the great Jewish soul who found home to brighten the sky over German Jewry as the lights were about to go out. And yet, intellectually he was unable to liberate himself from the net of an arrogant civilization that claimed to be the world."
"Major Themes., 2: Franz Rosenzweig’s Philosophy of Judaism (1886–1929.89","What was started in 333 <small>C.E.</small> with the sword of Constantine the Great was completed in the concentration camps and crematoria. At Auschwitz, Christian history and civilization as we have known them came to an end—long before omega, long before the <i>eschaton</i>. And in Zion and Jerusalem a new dawn is mysteriously breaking for the land, the language, and the law, that were lifelessly holy for Rosenzweig."
"Major Themes., 1.1","Ever since the Christian apostle, Paul, subjected the concept of the law to his devastating criticism and opposed to it the idea of faith, faith and law have become related to each other antithetically. It is assumed that he who lives by his faith is in no need of the law, and he who lives by the law is lacking in inwardness of faith. The Western Jew, who is on all sides surrounded by the traditions of Western civilization, is continually exposed to the impact of this antithesis and often accepts its validity almost subconsciously. From the Jewish point of view, however, this manner of confrontation between faith and law is the result of a misunderstanding of the function of the law and, with it, of the very purpose of Judaism. The law is not an end in itself; it is a means to an end. The law shows a way and teaches a deed, “the way that they should go and the deed that they should do.” According to the Talmud, the teaching of the law is of decisive importance because it leads to the deed. The Torah is the guide to the Jewish way, it prepares man for the Jewish deed. The emphasis on the law is due to the emphasis on the <i>Ma’aseh</i>. It is for this reason that the law in Judaism is known by the term <i>Halachah</i>, which, because of its derivation from the root <i>haloch</i>, to walk, is best rendered as the discipline for going along one’s way as a Jew. The confrontation is not between faith and law but between faith and deed. The question is not what importance one attaches to the law in relationship to faith, but what significance one ascribes to the deed as compared to faith."
"Major Themes., 1.2","Having reached this point, we have to be on our guard. What do we mean by faith? The faith of Judaism? Certainly not. Within Judaism the conflict between faith and law or between faith and deed does not arise. That “the righteous lives by his faith” was not a discovery of the Christian apostle, Paul. Using those words, he only quoted the Jewish prophet Habakkuk. That the words of the prophets were not lost on Judaism, one may judge by the talmudic interpretation that the six hundred and thirteen commandments of the Torah were summed up in the one principle of Habakkuk, that of living by one’s faith. Faith in Judaism requires that the deed be done in accordance with the will of God as made manifest in His law. He who rejects the law rejects the deed. But since the deed is prescribed by a law whose acceptance is based on faith, the rejection of the deed implies a rejection of the faith too. Rejecting the deed, the Christian apostle did not choose faith but formulated a new concept of faith. The antithesis is, therefore, not between faith and law but between the Christian concept of faith and the Jewish concept of law. But again, since the Jewish concept of the law and the deed is not to be separated from the Jewish concept of faith, the confrontation between faith and law is based on a confusion of issues. In truth, the antithesis is between faith and faith—which, of course, should not be a bit surprising."
"Major Themes., 1.3","One may discuss the relationship between faith and deed in Judaism successfully with the help of the understanding of the new concept of faith that emerged from Christianity’s rejection of the law and of the deed. The source of the rejection was not a new insight into the nature of faith but rather a new evaluation of life, of human existence. With the depreciation of the law, the deed—to which it leads—was devalued. The deed was degraded because one had lost faith in the meaning of the works of man. At the root of it all was despair over man and the world. In the philosophy of the Christian apostle, man and the world stood in the sign of hopelessness. This meant, of course, not only the rejection of the law but also the rejection of the old faith. According to Judaism, faith in God extends to God’s creation too. Because he trusts in God, the Jew knows that God’s evaluation of His creation, <i>ki tov</i>, that it is good, is valid forever. It applies to man no less than to the rest of creation. Man, too, is good, because he is capable of goodness, because he may well serve the purpose which God intended for him in his creation. Because of this, his life, in all its creaturely existence, is significant; it carries on itself the marks of divine approval. Because of it, what he does, how he lives does matter; the human deed is all-important. When this faith was lost, the human deed, too, became meaningless. Those who were overwhelmed by a sense of hopelessness over man and history needed a new faith that held out hope in an other-worldly salvation."
"Major Themes., 1.4","What are the characteristic features of such a faith? It is a faith most intimately private and personal. It aims at the closest possible relation between man and his Maker. Since it is altogether spiritual, and a flight of the soul from the indignities of bodily existence in the valley of darkness, one should better say that this faith is a relation of trust between a soul and God. The human being in his wholeness may not enter into the relation; the body, man’s biological reality, is left outside. Furthermore, in pure faith the soul “detaches” itself not only from the body but also from other human beings. Dedicated as one is in faith to the exclusive concern for one’s soul and its bliss, one clings to God in solitude, as a being apart, alone with the Alone. Whatever is happening between God and the individual soul is outside the dimension of space and time. Man in his biological reality and society in its this-worldly historicity are unredeemable. The result is a kingdom of God which is not of this world, a religion which is essentially indifferent toward history and society. There is no room left here for the deed, nor any function for the law."
"Major Themes., 1.5","Not such is the faith of Judaism. Since its trust in God embraces an attitude of confidence in His creation, as man turns to God he is led to life by his faith. The relation, however intimate, is never truly private, for it is open to the world and man’s responsibility in it. It is by his faith that the Jew learns of his place in the world. He may seek God in loneliness, but once he has found Him he stands in the midst of life. He draws near God not as a soul but in his full humanity: “The soul is thine, and the body, Thy work.” He longs for redemption not as a spiritual being but as a human being. Man in all his creaturely existence is to be redeemed. Redemption is an event in history. This world is to be established as the Kingdom of God. The deed, man’s daily life in space and time, must find its place in the Kingdom; it builds the Kingdom. The deed is the act of the integrated human being. It is not performed by the soul, nor can it be done by the body alone. It comes into existence through the coordination of the spiritual and material powers of man. It is through the deed alone that man may relate himself to God in the fullness of his humanity. The deed, being the stuff out of which history is made, is never private; it is always public, as history itself. The true dimension of the deed is between man and man. It is always performed among people. The faith that motivates the deed links the Jew to God; the dimension of the deed joins him to mankind. The faith may be private and individual; the deed is public and social. The deed is an act of faith in God and an act of faithfulness toward man; it is trust in God and responsibility toward man. The faith needs no law. But the faith leads to the deed and the deed is never without a law, without an understanding of what is required, of what ought to be. Nor is the deed the act of an individual; it is that of man in community with other men. The deed of a community must be informed by a law for the community. A faith in God that leads to the deed in the presence of God asks for a law of God."
"Major Themes., 1.6","There is, in truth, no genuine confrontation between faith and law; there is no choice between them. If one starts out with a philosophy of despair and is willing to abandon life in its biological and socio-historical fullness to its doom of futility and meaninglessness, one is bound to seek salvation in some otherworldly spiritual redemption. One has not chosen faith and rejected law; one has rejected life and thus needs no law. One is left with one’s faith. But he whose faith in God includes faith in the value of God’s creation, he must do and live in the presence of God, he must do so in the company of men, together with his fellowmen. He embraces the law as he embraces the life which reaches him from God. He has no choice. He must do so if he wishes to live by his faith. Indeed, others may desire to be <i>saved</i> by their faith; he alone <i>lives</i> by his."
"Major Themes., 1.7",<b>2.</b>
"Major Themes., 1.8","There is, however, another sense in which faith and law may be considered antiletical to each other. The confrontation between them may be seen as a conflict between authentic subjective inwardness and conformity to an external objective norm. In this form, the antithesis has been accentuated in our days as a result of existentialist thinking. Faith as the realm of the most intimately personal requires personal involvement. It is an act of free individual commitment. In its very essence, it is altogether subjective. Law, one the other hand, stands for heteronomy. It is objectively given, and that means it is imposed from without. By its very nature, law is impersonal and, as such, destructive of individuality, the lifeblood of faith. In our opinion the antithesis, so considered, is due to the dilemma which is at the very heart of the existentialist position. To view the relationship between faith and law within Judaism as one of insoluble conflict is due to the unresolved existentialist dilemma which casts its misunderstood shadow on the Jewish canvas. What is the nature of this dilemma?"
"Major Themes., 1.9","Subjectivity is truth, said Kierkegaard, and, of course, he was right. Without vital involvement of the whole human being in it, without living commitment to it, truth is meaningless. Yet, at the same time the principle that subjectivity is truth may also be very wrong. Kierkegaard’s main concern was the “how” of man’s involvement in truth. He was rather indifferent toward the “what” of truth. He believed that if only the “how” were right, the “what” of truth would follow automatically. In fact, however, personal involvement is not enough. One may be most truly committed to something that is utterly untrue and false. Kierkegaard’s indifference toward objectivity may prove disastrous. Martin Heidegger, in his pursuit of authentic being, ended up in the Nazi camp. The existentialist emphasis on the individual and the personal is important, but it is not enough. Objectivity, too, is needed."
"Major Themes., 1.10","The second aspect of this existentialist dilemma derives directly from the human situation. At this point, existentialism is self-defeating. It insists on the importance of the individual, and, because of that, it must also insist on the importance of the deed. Living one’s own life authentically demands that the existentialist commitment issue into action. But only faith, i.e. affirmation without action, is purely individual. With action one breaks through the category of the individual—Kierkegaard called this his discovery—into the public, the communal. All action takes place in the midst of people. If one desires to live, one must take cognizance of the nonindividual, nonpersonal, the other. Calling himself the individual, how little satisfying was Kierkegaard’s life with other people! Here existentialism is up against something purely objective—the objective givenness of other people; indeed, the objective givenness of reality, including the individual subject."
"Major Themes., 1.11","We may sum up the existentialist dilemma by saying: if the necessary concern for the nature of the “what,” to which a person commits himself, requires a decent respect for objectivity, the givenness of the human situation, in which the commitment is enacted makes the encounter with objectivity inescapable."
